name,description,material,product_variants,sku,product_id,pack,size,unit,unit_count,gtin,retail_price,is_catch_weight,average_case_weight,image_url,manufacturer_sku,content_url,ordering_unit,is_broken_case,avg_case_weight,brand,Level 1 Category,level 2 category,level3 category,level4 category,product-category-style,manufacturer_name,distributor_name,supplier_name,country_of_origin,Group
Cooked Cheese Tortellini Pasta,"Brand: SEVIROLI
EACH | 1 x 5 LB
CASE | 2 x 5 LB",,,734232,d6ab4335-5ffe-4eda-918b-970c2158cd61,EACH,,CASE,,74847711221,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/2de0b386-5b11-5106-a342-41513dc7f383.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Cooked Cheese Tortellini Pasta,"Brand: SEVIROLI
EACH | 1 x 5 LB
CASE | 2 x 5 LB",,,734232,42b8d74d-fe56-4093-b0ec-a07151d88e40,,,EACH,,74847711221,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/2de0b386-5b11-5106-a342-41513dc7f383.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
* Cooked Lo-Mein Noodles,"Brand: ROYAL DRAGON
CASE | 4 x 5 LB",,,803300,a5bd9133-1213-49d9-9f0c-475fb5395f76,EACH,,CASE,,78024061048,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/832f4f49-ba92-4cc1-bead-e8c0ba58f359.jpeg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Cooked Meat Tortellini,"Brand: SEVIROLI
CASE | 2 x 5 LB",,,734249,619e0770-eab7-4c35-971b-b55c7460ba15,EACH,,CASE,,74847712228,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/f599ca60-b66c-5c11-8264-b552265e5943.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Cooked Tri-Color Cheese Tortellini,"Brand: SEVIROLI
CASE | 2 x 5 LB",,,734241,1a092068-6fb4-4c34-9040-b8d531e93b51,EACH,,CASE,,74847717223,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/22c1ffa9-e5bc-5160-8b84-0d16335bfed4.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Corti Buco Fusilli Pasta,"Brand: DI MARTINO
CASE | 12 x 1 LB",,,760001,5ee1f761-029c-44ed-b144-0abfcbb1181a,EACH,,CASE,,8.25E+12,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/4ef8005c-e79d-5dda-8bbf-db3131d9d54c.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Creste Di Gallo Pasta #49,"Brand: RISCOSSA
CASE | 20 x 1 LB",,,857377,fce2070e-bec8-4bec-9a4d-cd753c5fcb8f,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/79e9adc3-9bc9-5366-8d5d-ef70a12a00e4.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Curve Pasta,"Brand: MANCINI
CASE | 12 x 500 GR",,,858112,671c578c-0587-4c25-b5bc-820ab35aff5a,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/6a9abbca-0c7c-41e4-9bcc-7f6a033766fb.png""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Cut Fusilli,"Brand: COLAVITA
CASE | 20 x 1 LB",,,856714,b6d569df-ec91-4fe4-93cf-90f0bfb3a3a1,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/465c6160-5ea2-507a-8332-495570d0069f.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Cut Fusilli Pasta,"Brand: INDIGO
CASE | 2 x 10 LB",,,711716,ef00a348-f1e3-4952-95ff-44d03136cffe,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/b70b8221-f3d6-5740-8544-8c11040b362d.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Cut Mezzani Pasta #33,"Brand: RISCOSSA
EACH | 1 x 1 LB
CASE | 20 x 1 LB",,,808663,f1938d58-9182-43cb-a9e9-cf65a1d4d6aa,EACH,,CASE,,22172093303,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/6cc4c49f-9ef1-5b64-8a21-042dc9cdddb4.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Cut Mezzani Pasta #33,"Brand: RISCOSSA
EACH | 1 x 1 LB
CASE | 20 x 1 LB",,,808663,78923bdf-3608-4c66-a0b0-9b0f91872523,,,EACH,,22172093303,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/6cc4c49f-9ef1-5b64-8a21-042dc9cdddb4.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Cut Vermicelli Pasta #70,"Brand: RISCOSSA
CASE | 20 x 1 LB",,,808591,3283a740-de35-46a0-a0d2-154d56b7f0f6,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/3770f74d-804b-5846-97d9-41e4801fd347.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Cut Ziti,"Brand: COLAVITA
EACH | 1 x 1 LB
CASE | 20 x 1 LB",,,857194,5a1ccfc1-106c-4e77-9d16-6c53ab7b3750,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/74939751-8c5b-5b90-a6ff-61028b5922ad.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Cut Ziti,"Brand: COLAVITA
EACH | 1 x 1 LB
CASE | 20 x 1 LB",,,857194,1d978cdc-775d-4129-b650-a3f0e66fc36a,,,EACH,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/74939751-8c5b-5b90-a6ff-61028b5922ad.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Cut Ziti Pasta,"Brand: INDIGO
CASE | 2 x 10 LB",,,711713,7abb38bf-44cf-4718-a008-dd11e5a15d53,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/a26ed021-a643-5900-9dfa-8dd5cc69853d.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Cut Ziti Tagliati Pasta #31,"Brand: RISCOSSA
EACH | 1 x 1 LB
CASE | 20 x 1 LB",,,812471,e73167ee-276b-489f-804b-8d35d75c1ccd,EACH,,CASE,,22172093109,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/371232a2-b8cf-530f-b58a-0cce2d6367a4.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Cut Ziti Tagliati Pasta #31,"Brand: RISCOSSA
EACH | 1 x 1 LB
CASE | 20 x 1 LB",,,812471,a4eb4e55-6d77-421d-a04d-4fd4456e47c5,,,EACH,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/371232a2-b8cf-530f-b58a-0cce2d6367a4.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
* Ditalini Pasta,"Brand: BARILLA
CASE | 16 x 1 LB",,,814480,75303bd7-a9c2-44a7-b137-72c03c0ee3a8,EACH,,CASE,,76808049589,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/f9a85e36-5ba5-5d68-a945-c6bf722932b8.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Ditali Pasta,"Brand: COLAVITA
CASE | 20 x 1 LB",,,856634,180e89dd-3495-48bf-b231-838254846b65,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/431e7412-3767-5360-9b7c-c7ecf3e00061.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Ditali Pasta #60,"Brand: RISCOSSA
CASE | 20 x 1 LB",,,856978,62ff0c5c-5499-4748-b468-13b332a0e7e9,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/ae370c66-62ca-56d7-9ae0-d2645daff36c.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Dry Gnocchi Pasta,"Brand: EMILIA
CASE | 12 x 1 LB",,,756906,ba0bbe12-9037-48f9-aec8-0f53036c8da3,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Egg Barley Pasta,"Brand: ZEREGA
CASE | 1 x 20 LB",,,801773,ea05e074-c267-4d70-8cac-40b9cefcffaa,EACH,,CASE,,1.01E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/a25589fd-8fac-5770-9801-264ad264ae89.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Egg Fettucine Pasta,"Brand: GIUSEPPE COCCO
CASE | 12 x 8.8 OZ",,,804879,b239f38a-3eb1-401c-939e-2a48d337574b,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/53916ccc-f113-51d6-8582-37f33d339a2f.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Egg fettucine Pasta #87,"Brand: RISCOSSA
CASE | 12 x 1 LB",,,808489,61c29489-405a-48d3-926e-9aaf14147696,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/6914eca4-7fc7-5e09-8794-057acc570f48.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Egg Pappardelle Frozen,"Brand: PASTIFICIO
CASE | 1 x 3.3 LB",,,715085,792884c5-ac1b-4c4f-9e0f-c3210e03074f,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Egg Pappardelle Pasta,"Brand: GIUSEPPE COCCO
CASE | 12 x 8.8 OZ",,,803593,b92a445e-7364-4c80-a4c4-b26356e1ee2b,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/5988cf04-ef3f-5ae1-a7da-9652ca6ab38c.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Egg Spaghetti Alla Chitarra Frozen,"Brand: PASTIFICIO
CASE | 1 x 3.3 LB",,,715084,37050850-f11b-41a6-bd11-a41cfcaef6b1,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Egg Tagliatelle Frozen,"Brand: PASTIFICIO
CASE | 1 x 3.3 LB",,,715083,7b11974a-ffbd-4c95-a000-17c9ff466120,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Egg Tagliatelle Nests,"Brand: DELVERDE
CASE | 12 x 8.8 OZ",,,756860,eefe25c4-292f-42e2-a2ec-2c1eb31df7e5,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/2e3f7df2-df8b-5d96-b8df-e55aba79e12f.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Egg Tagliatelle Pasta,"Brand: GIUSEPPE COCCO
CASE | 12 x 8.8 OZ",,,804870,e3c15dff-65dd-47c2-971f-76cc8e4215d1,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/6dc54c3d-d2a4-52e0-9539-f8ba5dad74c1.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Egg Tagliatelle Pasta,"Brand: RISCOSSA
CASE | 12 x 1 LB",,,808496,8b0e7e7b-ab98-4a6c-8d4c-216bb616d5ac,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/6d5b82d6-0513-51d6-93d1-7e6ed2fbe8a4.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Elbow Fagiolini Pasta #55,"Brand: RISCOSSA
EACH | 1 x 1 LB
CASE | 20 x 1 LB",,,856947,cc9521b1-d613-48a2-9e6c-2da9ef5cbd59,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/993ed3fc-e051-55a0-9509-e30d8d2e41ec.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Elbow Fagiolini Pasta #55,"Brand: RISCOSSA
EACH | 1 x 1 LB
CASE | 20 x 1 LB",,,856947,9425fa60-188c-4236-9781-544005633f7e,,,EACH,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/993ed3fc-e051-55a0-9509-e30d8d2e41ec.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Elbow Macaroni Bulk Pasta,"Brand: INDIGO
CASE | 2 x 10 LB",,,711700,2764d824-2c2d-4209-a444-e8d5661069c4,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/279b5169-560f-5431-b361-3690d3cf485a.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Elbow Pasta,"Brand: RUMMO
CASE | 12 x 1 LB",,,711561,abe3650a-1f24-40b4-8344-a962146228b0,EACH,,CASE,,1.00E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/4f8dd904-04b3-46f3-b411-0eaedc71135c.png""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Elbow Pasta,"Brand: BARILLA
CASE | 16 x 1 LB
EACH | 1 x 1 LB",,,802240,54bd3b58-289f-4c6d-b57d-96506a52eb62,EACH,,CASE,,76808049572,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/8443ac03-8c1f-59d6-b7f1-63f56af4c6c6.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Elbow Pasta,"Brand: PASTA CITY
CASE | 20 x 1 LB",,,802263,79ceebb2-5b90-4b41-860c-d44a864d64b7,EACH,,CASE,,,,,,[],,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Elbow Pasta,"Brand: COLAVITA
EACH | 1 x 1 LB
CASE | 20 x 1 LB",,,856656,68ed4c87-24cd-4178-9c42-b97b6264396a,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/1332beb5-5da5-5fa8-ab83-477b9b903755.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Elbow Pasta,"Brand: BARILLA
CASE | 16 x 1 LB
EACH | 1 x 1 LB",,,802240,8e5c4e76-e8e3-4708-a67e-ef7b4935477d,,,EACH,,76808049572,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/8443ac03-8c1f-59d6-b7f1-63f56af4c6c6.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Elbow Pasta,"Brand: COLAVITA
EACH | 1 x 1 LB
CASE | 20 x 1 LB",,,856656,b3b4c63a-fa49-40d3-8fe8-534e7b4ad2da,,,EACH,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/1332beb5-5da5-5fa8-ab83-477b9b903755.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Elbow Pasta #81,"Brand: DE CECCO
CASE | 20 x 1 LB",,,808090,51ea0158-a152-4274-9969-59b3ed8f3eb0,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/58e22457-c645-5b5c-97a6-cf4014d2e9f2.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Elbows Bulk Pasta,"Brand: GALATEA
CASE | 2 x 10 LB",,,711550,714cbda1-569f-4442-a021-0f3f20b06a8b,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/04d55d87-ce11-5c8e-acb4-0b92dc9aaf6a.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Elbows Bulk Pasta,"Brand: DE CECCO
CASE | 4 x 5 LB",,,711576,742ecb0e-7546-40aa-963f-5d2971c36d1a,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/72d5e5b7-353e-53f4-8911-225524c550a5.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Elbows Pasta,"Brand: PATRIA
CASE | 1 x 20 LB",,,802340,f9e5ab89-7a51-44d1-b9ca-d347ad9833f3,EACH,,CASE,,1.01E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/56daa338-0182-5f92-99a1-bf6c3376c2a4.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Eliche Giganti Pasta,"Brand: DI MARTINO
EACH | 1 x 1 LB
CASE | 6 x 1 LB",,,756998,18d34741-96f5-40e1-9f98-8bfa906fc2e1,EACH,,CASE,,5.08E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/bdf6c7e6-024c-5d14-b800-0abd607d534b.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Eliche Giganti Pasta,"Brand: DI MARTINO
EACH | 1 x 1 LB
CASE | 6 x 1 LB",,,756998,fd61eba3-369a-4588-9bb8-c345263732a2,,,EACH,,5.08E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/bdf6c7e6-024c-5d14-b800-0abd607d534b.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Elicoidali Pasta,"Brand: GIUSEPPE COCCO
CASE | 12 x 1 LB",,,810724,1dc0d192-2457-4afb-bc39-74d9df7c28db,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/8fedd14b-f7b8-56f0-97b7-2cafe10fe33c.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Elicoidali Pasta #20,"Brand: RISCOSSA
CASE | 20 x 1 LB",,,710792,b8db827e-dd0c-4837-b0f0-e8e3787b70e3,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/32083972-c9d0-5fc5-9f45-5b5b3dbf6bd8.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
* Farfalle #65 Bulk Pasta,"Brand: BARILLA
CASE | 2 x 10 LB",,,814760,9d83471d-c6f9-4838-bd46-68b13bb20648,EACH,,CASE,,1.01E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/7ee7dcf2-413c-5691-b5a3-36ddd0298bc0.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Farfalle Bowties Pasta,"Brand: COLAVITA
CASE | 20 x 1 LB
EACH | 1 x 1 LB",,,856669,dc8ca9fc-db09-45a1-bee8-68df49cb4e5c,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/4dc0bfec-836d-5322-8574-f2447ecac68a.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Farfalle Bowties Pasta,"Brand: COLAVITA
CASE | 20 x 1 LB
EACH | 1 x 1 LB",,,856669,9dd49dcf-88c4-4f2b-b2ac-fa03c4542a4a,,,EACH,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/4dc0bfec-836d-5322-8574-f2447ecac68a.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Farfalle Bulk Pasta #93B,"Brand: DE CECCO
CASE | 4 x 5 LB",,,808380,feb7aaf2-fe47-436b-9823-e1863b58ea7e,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/2bca8db2-9f31-5326-86ca-2f9f879b8d53.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Farfalle Pasta,"Brand: GIUSEPPE COCCO
CASE | 12 x 1 LB",,,711397,122a19a7-ea22-4aa9-b5c7-482fbed91064,EACH,,CASE,,7.54E+11,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/f46952ac-a733-539c-bd8f-68085b84a16e.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Farfalle Pasta,"Brand: RUMMO
CASE | 12 x 1 LB",,,711398,18211115-8339-444f-8706-f02e30b64c85,EACH,,CASE,,1.00E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/02c6c069-e28d-5eec-88d2-60a1ef253945.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Farfalle Pasta,"Brand: BARILLA
CASE | 12 x 16 OZ",,,814631,41fe4d1e-933e-419e-9616-7243ec187165,EACH,,CASE,,76808002812,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/a07a3d6e-2855-565d-935f-e363178c60dd.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Farfalle Pasta #105B,"Brand: RISCOSSA
CASE | 20 x 1 LB",,,856854,4c94bb26-d1ec-4323-b730-7fca5784b86c,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/b884af36-2715-5562-8d5e-a1f1f63fda5e.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Farfalle Pasta #93,"Brand: DE CECCO
CASE | 12 x 1 LB",,,808161,604d55be-80fc-4f83-9a72-5cca98630c92,EACH,,CASE,,24094001170,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/489a767f-956c-5a23-aff1-fa1d76965eab.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Farfalline Pasta #95,"Brand: DE CECCO
CASE | 20 x 1 LB",,,808400,1b5eb1bb-38e8-46b8-87da-c78417452637,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/2f67b0a5-4891-4fee-a958-4d9a5cba3f4e.jpeg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Farfallini Pasta #77,"Brand: RISCOSSA
CASE | 20 x 1 LB",,,808390,a68bb99d-bca8-4035-a88f-11093de62e50,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/ee264821-bb63-55ec-ac0f-d25ff9561d61.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fedelini Pasta #10,"Brand: DE CECCO
CASE | 20 x 1 LB",,,808410,29afe781-3aa1-4f60-b967-ae20ac7aa63b,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/53b37465-1925-4969-965e-1838ade4418a.jpeg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fettuccine Pasta,"Brand: BARILLA
CASE | 20 x 1 LB",,,815040,93c92fc1-0764-405f-ab7b-961e70be7a0c,EACH,,CASE,,1.01E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/29481058-470f-5617-a9b9-08fb79a2e152.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fettuccine Pasta #6,"Brand: DE CECCO
CASE | 20 x 1 LB",,,808510,aba2622c-4f76-46c2-8003-5896ff620d2f,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/417d8224-b054-5ad1-80b6-617403ff1689.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fettuccine Pasta Nests,"Brand: COLAVITA
CASE | 12 x 1 LB",,,856690,131eaf6d-1b77-4c6f-91d3-e466141e605b,EACH,,CASE,,3.00E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/e4232bcf-7d9a-4177-a698-9ce6e7c918cf.jpeg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fettucine,"Brand: COLAVITA
CASE | 20 x 1 LB",,,856681,bcf08693-d4d3-4556-b0ce-24715a8ec454,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/1dd63a31-6a38-5420-84b6-59738babc136.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
