name,description,product_variants,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image_url,manufacturer_sku,content_url,ordering_unit,is_broken_case,avg_case_weight,brand,category,sub-category,product-category-style,manufacturer_name,distributor_name,supplier_name,country_of_origin,Group,Level 1 Category,Level 2 Category,Level 3 Category
Méthode Traditionnelle Sparkling Wine No. 2,"This wine is sourced from cooler coastal regions of California, with a richly developed character inspired by our favorite Champagnes. No. 2 bottling is a blend of 56% Chardonnay and 44% Pinot Noir, produced on Méthode Traditionelle. It is non-vintage, affording greater ability to achieve our desired style. Features soft bubbles and freshness that yields to creaminess from extended aging.",,1781025,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1553319/2276f9ce35a3d09eccceb.png?1588074497,,https://johnsonbrothers.storefronts.site/p/DITLK,,,,Emmolo,Wine,Sparkling,White,,johnson brothers,Wagner,United States,Alcohol,Wine,Sparkling,White
Sauvignon Blanc Napa Valley,"Inspired by the idea that less is more, this wine is more minerality-driven than fruit-driven. Not grassy or overly ripe, it features delicate fruit flavors and steely, mineral notes. Starting with the 2019 vintage, our grapes come from Napa Valley and Suisun Valley, a “hidden gem” only 30 minutes from Napa that shares a similar maritime climate. In both regions, we harvest the fruit at just the right moment to achieve both firm acidity and low alcohol.",,1452787,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1603485/daf870756ac7d44022ea3.png?1616732157,,https://johnsonbrothers.storefronts.site/p/118RT,,,,Emmolo,Wine,Still,White,,johnson brothers,Wagner,United States,Alcohol,Wine,Still,White
Delle Venezie Pinot Grigio,"Colour : Brilliant yellow with golden highlights.
Aroma : The freshness is the first thing that strikes you. Broad and complex. Clean and crisp fruit ranging from tropical to yellow apple. Spiciness comes out in a delicate orange peel. Delicate floral notes.
Palate : Structured, intense, full-bodied with citrusy acidity and fruity and persistent finish. Dry.",,1500396,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2381371/8a0ec6c61ec1fa8f8f233.png?1657566642,,https://johnsonbrothers.storefronts.site/p/Y3J7U,,,,Esperto,Wine,Still,White,,johnson brothers,Maisons Marques & Domaines,Italy,Alcohol,Wine,Still,White
Delle Venezie Pinot Grigio,"Colour : Brilliant yellow with golden highlights.
Aroma : The freshness is the first thing that strikes you. Broad and complex. Clean and crisp fruit ranging from tropical to yellow apple. Spiciness comes out in a delicate orange peel. Delicate floral notes.
Palate : Structured, intense, full-bodied with citrusy acidity and fruity and persistent finish. Dry.",,1367047,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2381373/600c3803b9b8be793c0ca.png?1657566644,,https://johnsonbrothers.storefronts.site/p/Y8CK6,,,,Esperto,Wine,Still,White,,johnson brothers,Maisons Marques & Domaines,Italy,Alcohol,Wine,Still,White
Cabernet Sauvignon Paso Robles,"Appearance : Dark crimson.

Aroma : Brambleberry and floral aromas with notes of tobacco and leather.

Flavor : Lavish, silky tannins mid-palate, complemented with black currant, vanilla, and dark chocolate flavors and a nice lingering finish.",,1360668,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1872660/cb3515abbf3fa14fec79c.png?1616735531,,https://johnsonbrothers.storefronts.site/p/QDEW6,,,,Estancia Vineyards,Wine,Still,Red,,johnson brothers,Gallo,United States,Alcohol,Wine,Still,Red
Chardonnay Monterey County,"Appearance : Shimmering light-straw gold.

Aroma : Honey, tropical fruits with hints of orange and pineapple.

Flavor : Rich and well-balanced with a delicious, creamy textured mid-palate; ripe fruit, orange, almond, and spice flavors lead to a refreshing, smooth finish.",,1679148,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1872688/213e8bbc31c9cd84f95e7.png?1616728688,,https://johnsonbrothers.storefronts.site/p/78SQS,,,,Estancia Vineyards,Wine,Still,White,,johnson brothers,Gallo,United States,Alcohol,Wine,Still,White
Merlot Central Coast,"Our Merlot showcases Central Coast California. Fruit from cooler Monterey County lends exquisite texture and suppleness, while fruit from other growing regions, including Paso Robles, notable for warm days and cool nights, contribute to the concentrated fruit aromas and flavors of this Merlot.

APPEARANCE
Deep garnet

AROMA
Concentrated dark fruit, blueberry, vanilla, and cherry

FLAVOR
Well balanced with cherry, cranberry, and marzipan flavors, complemented by a lingering, toasty vanilla finish

PAIRINGS
Smoked salmon, goat cheese, nuts, poultry, lamb, mushrooms",,1404803,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/158223/3361062286eaa02b1a2a6.png?1616720669,,https://johnsonbrothers.storefronts.site/p/5HU9Z,,,,Estancia Vineyards,Wine,Still,Red,,johnson brothers,Gallo,United States,Alcohol,Wine,Still,Red
Pinot Grigio California,"Appearance : Pale straw with a slightly golden tint.

Aroma : Pear, green apple, figs, and honeysuckle.

Flavor : Lively, zesty, and refreshing flavors of green apple, asian pear, lemon-citrus with a soft mid-palate and notes of grapefruit on the finish.",,1564805,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1872938/0431bcd907b5c179dec10.png?1616735533,,https://johnsonbrothers.storefronts.site/p/4F6D8,,,,Estancia Vineyards,Wine,Still,White,,johnson brothers,Gallo,United States,Alcohol,Wine,Still,White
Pinot Noir Monterey County,"Appearance : Ruby red.

Aroma : Appealing floral notes of violet and lavender, intertwined with fruit aromas of cherry and plum.

Flavor : Concentrated flavors of black cherry, brown sugar, plum, and leathery notes with a silky mid-palate and a rustic toasty finish.",,1759036,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1872996/c0a4b6f40e378398162ba.png?1616735535,,https://johnsonbrothers.storefronts.site/p/BR03Q,,,,Estancia Vineyards,Wine,Still,Red,,johnson brothers,Gallo,United States,Alcohol,Wine,Still,Red
Sauvignon Blanc Monterey County,"Appearance : Pale straw.

Aroma : Enticing tropical fruit, grapefruit, golden delicious apple, lemongrass, lemon chiffon, and orange blossom.

Flavor : Crisp acidity with refreshing flavors of tropical fruits, citrus, honeydew melon, and a focused mineral finish.",,1932290,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1873435/9af7e684c65d6a81d7b3b.png?1615207368,,https://johnsonbrothers.storefronts.site/p/RX3NR,,,,Estancia Vineyards,Wine,Still,White,,johnson brothers,Gallo,United States,Alcohol,Wine,Still,White
Malbec Mendoza,"Our ruby red Mendoza Malbec dazzles with violet reflections and a medium-full body. Dry with notes of blackberries, plum and spice.",,1642191,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/573554/f825dbd631f488b789ad6.png?1544018835,,https://johnsonbrothers.storefronts.site/p/HTE1F,,,,Evanta,Wine,Still,Red,,johnson brothers,Pampa Beverages LLC,Argentina,Alcohol,Wine,Still,Red
Lucky No. 9 White,"Evolution Lucky No. 9 is both complex and approachable, with an intensely aromatic and flavorful blend of white varietals that create a wine with depth of interest and versatility in pairing. Spicy and floral on the nose, this wine is lush and tropical on the palate, with a soft and round sweetness that is tempered by a burst of citrus, leaving the finish clean and crisp.",,1605773,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3141290/a07fbbe68f94e772ba600.png?1716494767,,https://johnsonbrothers.storefronts.site/p/23IIG,,,,Evolution,Wine,Still,White,,johnson brothers,Sokol Blosser,United States,Alcohol,Wine,Still,White
Pinot Noir Willamette Valley,"Evolution from United States, provided by Sokol Blosser. Enjoy the unique taste and quality.",,1972923,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2500786/2df5c5b1c7ddbb52d18c0.png?1670674235,,https://johnsonbrothers.storefronts.site/p/64AZP,,,,Evolution,Wine,Still,Red,,johnson brothers,Sokol Blosser,United States,Alcohol,Wine,Still,Red
Riesling Columbia Valley,"Evolution from United States, provided by Sokol Blosser. Enjoy the unique taste and quality.",,1828446,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2500777/d2cf2206a88d656d12048.png?1670674223,,https://johnsonbrothers.storefronts.site/p/YV221,,,,Evolution,Wine,Still,White,,johnson brothers,Sokol Blosser,United States,Alcohol,Wine,Still,White
Lazio Merlot Sodale,"The color is intense red with purple reflections. The smell comes with notes of red fruit and sweet spices that blend in a perfect balance with vanilla wood notes. The taste is round, harmonious, pleasant with endurance of good persistence and with sweet tannins.",,1193427,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2385135/44102fa79b9a19e7c74d7.png?1657716520,,https://johnsonbrothers.storefronts.site/p/DNNML,,,,Famiglia Cotarella,Wine,Still,Red,,johnson brothers,Sutter Home/Trinchero Family Est,Italy,Alcohol,Wine,Still,Red
Reposado Tequila 100% de Agave,"Aged in oak barrels for 60 days. Soft and smooth on the palate imparting flavors of vanilla and caramel onto Camarena’s natural agave sweetness and notes of soft spice.

",,1624645,6,1.75,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1039429/320f109785b4463785a80.png?1616722080,,https://johnsonbrothers.storefronts.site/p/MYOSS,,,,Familia Camarena,Spirit,Tequila,Reposado,,johnson brothers,Gallo,Mexico,Alcohol,Spirit,Tequila,Reposado
Reposado Tequila 100% de Agave,"Aged in oak barrels for 60 days. Soft and smooth on the palate imparting flavors of vanilla and caramel onto Camarena’s natural agave sweetness and notes of soft spice.

",,1227628,12,1.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1039429/320f109785b4463785a80.png?1616722080,,https://johnsonbrothers.storefronts.site/p/MYOSS,,,,Familia Camarena,Spirit,Tequila,Reposado,,johnson brothers,Gallo,Mexico,Alcohol,Spirit,Tequila,Reposado
Reposado Tequila 100% de Agave,"Aged in oak barrels for 60 days. Soft and smooth on the palate imparting flavors of vanilla and caramel onto Camarena’s natural agave sweetness and notes of soft spice.

",,1980163,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1039429/320f109785b4463785a80.png?1616722080,,https://johnsonbrothers.storefronts.site/p/MYOSS,,,,Familia Camarena,Spirit,Tequila,Reposado,,johnson brothers,Gallo,Mexico,Alcohol,Spirit,Tequila,Reposado
Reposado Tequila 100% de Agave,"Aged in oak barrels for 60 days. Soft and smooth on the palate imparting flavors of vanilla and caramel onto Camarena’s natural agave sweetness and notes of soft spice.

",,1303673,60,50.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1039429/320f109785b4463785a80.png?1616722080,,https://johnsonbrothers.storefronts.site/p/MYOSS,,,,Familia Camarena,Spirit,Tequila,Reposado,,johnson brothers,Gallo,Mexico,Alcohol,Spirit,Tequila,Reposado
Silver Tequila 100% de Agave,"Notes of toasted agave, fresh green herbs and vibrant citrus. Soft and smooth on the palate with hints of sweet vanilla, savory brown spices, and black pepper with a warming finish.

",,1093817,6,1.75,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1324704/ab459ee404347a98ec054.png?1616722081,,https://johnsonbrothers.storefronts.site/p/Z3L10,,,,Familia Camarena,Spirit,Tequila,Blanco,,johnson brothers,Gallo,Mexico,Alcohol,Spirit,Tequila,Blanco
Silver Tequila 100% de Agave,"Notes of toasted agave, fresh green herbs and vibrant citrus. Soft and smooth on the palate with hints of sweet vanilla, savory brown spices, and black pepper with a warming finish.

",,1336243,12,1.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1324704/ab459ee404347a98ec054.png?1616722081,,https://johnsonbrothers.storefronts.site/p/Z3L10,,,,Familia Camarena,Spirit,Tequila,Blanco,,johnson brothers,Gallo,Mexico,Alcohol,Spirit,Tequila,Blanco
Silver Tequila 100% de Agave,"Notes of toasted agave, fresh green herbs and vibrant citrus. Soft and smooth on the palate with hints of sweet vanilla, savory brown spices, and black pepper with a warming finish.

",,1090524,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1324704/ab459ee404347a98ec054.png?1616722081,,https://johnsonbrothers.storefronts.site/p/Z3L10,,,,Familia Camarena,Spirit,Tequila,Blanco,,johnson brothers,Gallo,Mexico,Alcohol,Spirit,Tequila,Blanco
Silver Tequila 100% de Agave,"Notes of toasted agave, fresh green herbs and vibrant citrus. Soft and smooth on the palate with hints of sweet vanilla, savory brown spices, and black pepper with a warming finish.

",,1881828,60,50.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1324704/ab459ee404347a98ec054.png?1616722081,,https://johnsonbrothers.storefronts.site/p/Z3L10,,,,Familia Camarena,Spirit,Tequila,Blanco,,johnson brothers,Gallo,Mexico,Alcohol,Spirit,Tequila,Blanco
Botanical Small Batch Organic Gin,"Farmer’s Organic Gin is made in small batches from carefully selected botanicals and the purest non-GMO grains. Providing a pristinely clean palette for the artful infusion of botanicals, the distillate is made from sustainably farmed grain grown in the U.S. Certified organic by the USDA, Farmer’s Gin possesses a complexity and unique taste profile due to its remarkably balanced selection of botanicals, including juniper, elderflower, lemongrass, coriander, angelica root, and hemp seed. Uses organic (non-GMO) grain. 100% U.S.D.A certified organic.

TASTING NOTES
Nose: On the nose, the elderflower enhances the juniper
Taste: Botanicals including lemongrass and coriander reveal themselves on the palate. Notes of celery and a sweet licorice flavor round out the profile.
Palate: Bright and citrusy
Proof: 93.4 proof.",,1938512,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2921541/6d70c818e7ccb00614a9d.png?1704823492,,https://johnsonbrothers.storefronts.site/p/VOQFP,,,,Farmer's,Spirit,Gin,New Western,,johnson brothers,Chatham Imports Inc,United States,Alcohol,Spirit,Gin,New Western
Maremma Saffredi,"
",,1723817,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/7266/a21f7017581d8455f4355.png?1486682956,,https://johnsonbrothers.storefronts.site/p/LHLR8,,,,Fattoria Le Pupille,Wine,Still,Red,,johnson brothers,Ethica Wines,Italy,Alcohol,Wine,Still,Red
Morellino di Scansano,"The local name for the Sangiovese grape, the word Morellino is believed to take its name from the color of the Maremma horse known as ""morello,"" (brown) that were once used to pull carriages in the Scansano area.  Blended from 85% Sangiovese, 10% Malvasia Nera and 5% Alicante, the wine is the perfect expression of the Scansano terroir.

Ruby red in color, with aromas of wild berries, juicy red and black cherries, leather, and spice interwoven with a delicate floral note.  On the palate, the wine is incredibly smooth and velvety with noticeable but well-integrated tannins and a bright finish.",,1618960,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2462392/1baef91854e1b04423a4a.png?1665429162,,https://johnsonbrothers.storefronts.site/p/N4SY9,,,,Fattoria Le Pupille,Wine,Still,Red,,johnson brothers,Ethica Wines,Italy,Alcohol,Wine,Still,Red
Morellino di Scansano,"The local name for the Sangiovese grape, the word Morellino is believed to take its name from the color of the Maremma horse known as ""morello,"" (brown) that were once used to pull carriages in the Scansano area.  Blended from 85% Sangiovese, 10% Malvasia Nera and 5% Alicante, the wine is the perfect expression of the Scansano terroir.

Ruby red in color, with aromas of wild berries, juicy red and black cherries, leather, and spice interwoven with a delicate floral note.  On the palate, the wine is incredibly smooth and velvety with noticeable but well-integrated tannins and a bright finish.",,1112392,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2462392/1baef91854e1b04423a4a.png?1665429162,,https://johnsonbrothers.storefronts.site/p/N4SY9,,,,Fattoria Le Pupille,Wine,Still,Red,,johnson brothers,Ethica Wines,Italy,Alcohol,Wine,Still,Red
Morellino di Scansano Riserva,"Intense ruby red, sparkling. The smells are those of red fruits, out of which Marasca cherry, typical of Sangiovese, seems to really stand out. The larger wooden barrels allow for a greater evolution in the balsamic notes and spiciness. In the mouth the tannins’ refinement balances the softness, making the wine harmonious and pleasantly persistent. ",,1756830,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/141662/5e0f0a5e20af35d53a371.png?1520397597,,https://johnsonbrothers.storefronts.site/p/WOQTF,,,,Fattoria Le Pupille,Wine,Still,Red,,johnson brothers,Ethica Wines,Italy,Alcohol,Wine,Still,Red
Toscana Poggio Valente,"Ruby red with light garnet red reflections. In the nose we feel red fruit aromas which reminds also of the Macchia Mediterranea perfumes. This wine is characterized by a
remarkably elegant structure, well integrated tannins, full body pleasantly fresh, persistent aftertaste.",,1335616,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1345670/ddf8ccbcb24f6d3dec23d.png?1573482381,,https://johnsonbrothers.storefronts.site/p/0S2QV,,,,Fattoria Le Pupille,Wine,Still,Red,,johnson brothers,Ethica Wines,Italy,Alcohol,Wine,Still,Red
Irish Whiskey,"Finagren's from Ireland, provided by United States Distilled Prod. Enjoy the unique taste and quality.",,1449368,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1710391/3e85d95690186e6c5a762.png?1602067355,,https://johnsonbrothers.storefronts.site/p/IK748,,,,Finagren's,Spirit,Whiskey,Irish,,johnson brothers,United States Distilled Prod,Ireland,Alcohol,Spirit,Whiskey,Irish
Irish Whiskey,"Finagren's from Ireland, provided by United States Distilled Prod. Enjoy the unique taste and quality.",,1923960,120,50.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1710391/3e85d95690186e6c5a762.png?1602067355,,https://johnsonbrothers.storefronts.site/p/IK748,,,,Finagren's,Spirit,Whiskey,Irish,,johnson brothers,United States Distilled Prod,Ireland,Alcohol,Spirit,Whiskey,Irish
Rioja El Jardín De La Emperatriz Tinto,"Finca La Emperatriz from Spain, provided by Boutinot. Enjoy the unique taste and quality.",,1199598,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2981311/e053b4a11e7c19935f982.png?1707997918,,https://johnsonbrothers.storefronts.site/p/C1HXR,,,,Finca La Emperatriz,Wine,Still,Red,,johnson brothers,Boutinot,Spain,Alcohol,Wine,Still,Red
Rioja Crianza,Perfectly ripened and selected Tempranillo grapes are aged for 12 months on french oak barrels into a  complex and silky red wine with notes of black cherry and asian spice.,,1841389,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2067965/ce305873766282ca9bfe5.png?1633935420,,https://johnsonbrothers.storefronts.site/p/MRKYU,,,,Finca Nueva,Wine,Still,Red,,johnson brothers,Sutter Home/Trinchero Family Est,Spain,Alcohol,Wine,Still,Red
Rioja Rosado,Perfectly ripened and hand selected Tempranillo and Garnacha grapes we delicately pressed and we fermented the must with low temperature to preserve all its fruity aromes.,,1835945,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2067980/cc6db01274000167bde3a.png?1633935430,,https://johnsonbrothers.storefronts.site/p/GJGNA,,,,Finca Nueva,Wine,Still,Rosé,,johnson brothers,Sutter Home/Trinchero Family Est,Spain,Alcohol,Wine,Still,Rosé
Cinnamon Whisky (Birdie Bottle),"Fireball from Canada, provided by Sazerac North America. Enjoy the unique taste and quality.",,1171339,120,50.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2555974/abb53e8e166576b080687.png?1677153463,,https://johnsonbrothers.storefronts.site/p/FA60T,,,,Fireball,Spirit,Whiskey,Other,,johnson brothers,Sazerac North America,Canada,Alcohol,Spirit,Whiskey,Other
Côtes de Provence Rosé,"Fleur De Mer from France, provided by Gallo. Enjoy the unique taste and quality.",,1563417,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3238989/8faf7ce2038f8384840ba.png?1722346848,,https://johnsonbrothers.storefronts.site/p/3E7QX,,,,Fleur De Mer,Wine,Still,Rosé,,johnson brothers,Gallo,France,Alcohol,Wine,Still,Rosé
Côtes de Provence Rosé,"Fleur De Mer from France, provided by Gallo. Enjoy the unique taste and quality.",,1849203,12,375.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3238989/8faf7ce2038f8384840ba.png?1722346848,,https://johnsonbrothers.storefronts.site/p/3E7QX,,,,Fleur De Mer,Wine,Still,Rosé,,johnson brothers,Gallo,France,Alcohol,Wine,Still,Rosé
Côtes de Provence Rosé,"Crafted in the traditional Provençal style, Fleurs de Prairis is a pale salmon color with delicate flavors of strawberry, rose petals, and herbs. Its bright, refreshing acidity makes it a perfect companion with a meal or as an aperitif.",,1559694,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/132721/81c32ec9ecb6d955077ae.png?1616719181,,https://johnsonbrothers.storefronts.site/p/PXAMO,,,,Fleurs de Prairie,Wine,Still,Rosé,,johnson brothers,Deutsch Family Wine & Spirits,France,Alcohol,Wine,Still,Rosé
Merlot California,"This merlot is a tapestry of dark fruit with a sumptuous toasted oak finish. It is composed of grapes from select california vineyards, whose diverse landscapes create a mosaic in the glass. From this unique tangle of flora. Stone and sky comes a velvety red with plush tannins backed by notes of black plum, cherry and clove.",,1849489,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1874927/176c46a10fd13b41cd0e2.png?1615295317,,https://johnsonbrothers.storefronts.site/p/RWX67,,,,Flora & Stone,Wine,Still,Red,,johnson brothers,Fetzer Vineyards,United States,Alcohol,Wine,Still,Red
Cabernet Sauvignon Alexander Valley,"Aromas of black currant, cherry, dark plum and violets are balanced by notes of sage, fennel, olives, black tea and tobacco—all layered over soft, fine-grained tannins.",,1379846,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3033247/a264b3266481ce4a0c551.png?1710515152,,https://johnsonbrothers.storefronts.site/p/7UCSR,,,,Folie à Deux,Wine,Still,Red,,johnson brothers,Sutter Home/Trinchero Family Est,United States,Alcohol,Wine,Still,Red
Chardonnay Russian River Valley,"Indicative of its cool-climate origins, with bright acidity beneath notes of pear, apple, pineapple, apricot, nutmeg and vanilla—all framed by a richly textured palate.",,1067168,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/863362/e0e9e865070779594ffac.png?1555425095,,https://johnsonbrothers.storefronts.site/p/WYDYV,,,,Folie à Deux,Wine,Still,White,,johnson brothers,Sutter Home/Trinchero Family Est,United States,Alcohol,Wine,Still,White
Chardonnay Central Coast,"Well-balanced and elegant, this wine has all the beloved elements of a California chardonnay. Notes of apple, lemon rind, and vanilla.",,1023103,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2805114/61b6e329747677aaa4854.png?1697791207,,https://johnsonbrothers.storefronts.site/p/0O5IY,,,,Folly Of The Beast,Wine,Still,White,,johnson brothers,Amass Brands,United States,Alcohol,Wine,Still,White
Pinot Noir Central Coast,"100% Pinot Noir with notes of roses, black cherry, red currant, tar and spice. ",,1575156,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2805099/f35c0f0c9294552822f95.png?1697791191,,https://johnsonbrothers.storefronts.site/p/15T8S,,,,Folly Of The Beast,Wine,Still,Red,,johnson brothers,Amass Brands,United States,Alcohol,Wine,Still,Red
Cabernet Sauvignon Napa Valley,"Force & Grace from United States, provided by Deutsch Family Wine & Spirits. Enjoy the unique taste and quality.",,1341519,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2658600/3fb09d1cae228a028a616.png?1686744852,,https://johnsonbrothers.storefronts.site/p/F1M7P,,,,Force & Grace,Wine,Still,Red,,johnson brothers,Deutsch Family Wine & Spirits,United States,Alcohol,Wine,Still,Red
Cabernet Sauvignon Paso Robles,"Force & Grace from United States, provided by Deutsch Family Wine & Spirits. Enjoy the unique taste and quality.",,1197138,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2658484/b5228191598d56e99829b.png?1686743716,,https://johnsonbrothers.storefronts.site/p/LSPLK,,,,Force & Grace,Wine,Still,Red,,johnson brothers,Deutsch Family Wine & Spirits,United States,Alcohol,Wine,Still,Red
Chardonnay Carneros,"Force & Grace from United States, provided by Deutsch Family Wine & Spirits. Enjoy the unique taste and quality.",,1895426,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2658599/5040aff136d546ee9c70e.png?1686744851,,https://johnsonbrothers.storefronts.site/p/O7FH8,,,,Force & Grace,Wine,Still,White,,johnson brothers,Deutsch Family Wine & Spirits,United States,Alcohol,Wine,Still,White
Cabernet Sauvignon,"Finely-balanced Cabernet showcasing Sonoma County's distinctive character and style. Lightly toasted American and French oak barrels give wine soft, supple tannins.",,1754972,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2957120/7fbd8d1a52c1b4dd20b55.png?1706711879,,https://johnsonbrothers.storefronts.site/p/TJYNR,,,,Franciscan Estate,Wine,Still,Red,,johnson brothers,E & J Gallo Winery,United States,Alcohol,Wine,Still,Red
Cabernet Sauvignon,"Lush berry fruit fills the nose, with notes of hazelnut and vanilla. Hints of milk chocolate and herbs de Provence add layers of complexity to the aroma. With a smooth entry, this wine shows bright cherry and berry fruit, a supple mouthfeel, moderate structure, and well-knit tannins. Layers of fruit are woven with notes of vanilla, clove, and tobacco, leading to a seamless, soft, and gentle finish of juicy fruit with hints of cocoa.",,1766126,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2613892/8f232cb7988e237d11026.png?1682964326,,https://johnsonbrothers.storefronts.site/p/4K3IW,,,,Franciscan Estate,Wine,Still,Red,,johnson brothers,E & J Gallo Winery,United States,Alcohol,Wine,Still,Red
Chardonnay,"Brimming with warm toasted oak, pear compote and vanilla sugar. Subtle notes of pineapple and lemon zest. Vibrant caramel apple, followed by ripe pear and fresh vanilla bean. Light minerality and floral notes add complexity on the palate.",,1765356,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2613894/1e194f5a19b24e51ba1cd.png?1682964471,,https://johnsonbrothers.storefronts.site/p/NLZT6,,,,Franciscan Estate,Wine,Still,White,,johnson brothers,E & J Gallo Winery,United States,Alcohol,Wine,Still,White
Chardonnay Exclusive Production California,"Franciscan Estate from United States, provided by E & J Gallo Winery. Enjoy the unique taste and quality.",,1895592,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2728403/b7889c74d37121226daed.png?1692165999,,https://johnsonbrothers.storefronts.site/p/Q4PT1,,,,Franciscan Estate,Wine,Still,White,,johnson brothers,E & J Gallo Winery,United States,Alcohol,Wine,Still,White
Sauvignon Blanc,"Bold and bright with notes of grapefruit, lime zest, and guava. Bright acidity with flavors of lime and pear with subtle minerality. A round palate of lychee gives way to a clean, lifted finish.",,1579092,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2613898/07985891f5e7d45d006c0.png?1682964570,,https://johnsonbrothers.storefronts.site/p/WV0IJ,,,,Franciscan Estate,Wine,Still,White,,johnson brothers,E & J Gallo Winery,United States,Alcohol,Wine,Still,White
Cabernet Sauvignon (Alcohol Removed),"Dark cherry aromas are framed by a rich palate of berries and spice, culminating in a delightfully juicy finish.",,1862384,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1174765/e765f28b8ec692c9cd4d3.png?1566491319,,https://johnsonbrothers.storefronts.site/p/EAL4I,,,,Fre Wines,Wine,Non-alcoholic,Red,,johnson brothers,Sutter Home/Trinchero Family Est,United States,Alcohol,Wine,Non-alcoholic,Red
Cabernet Sauvignon (Alcohol Removed),"Dark cherry aromas are framed by a rich palate of berries and spice, culminating in a delightfully juicy finish.",,1497971,24,187.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1174765/e765f28b8ec692c9cd4d3.png?1566491319,,https://johnsonbrothers.storefronts.site/p/EAL4I,,,,Fre Wines,Wine,Non-alcoholic,Red,,johnson brothers,Sutter Home/Trinchero Family Est,United States,Alcohol,Wine,Non-alcoholic,Red
