name,description,product_variants,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image_url,manufacturer_sku,content_url,ordering_unit,is_broken_case,avg_case_weight,brand,category,sub-category,product-category-style,manufacturer_name,distributor_name,supplier_name,country_of_origin,Group,Level 1 Category,Level 2 Category,Level 3 Category
Cali Cocktails Smokin' Strawberry Margarita,"19 Crimes from United States, provided by Treasury Wine Estates. Enjoy the unique taste and quality.",,1738962,24,12.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2761375/5f26289f60a9fd0681acc.png?1694516838,,https://johnsonbrothers.storefronts.site/p/GXWT4,,,,19 Crimes,Wine,Flavored/Fruit,Specialty,,johnson brothers,Treasury Wine Estates,United States,Alcohol,Wine,Flavored/Fruit,Specialty
Cali Smooth Silky Red Blend,"19 Crimes from United States, provided by Treasury Wine Estates. Enjoy the unique taste and quality.",,1985474,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3117891/959f11909768c748086a2.png?1715228459,,https://johnsonbrothers.storefronts.site/p/FV4Z9,,,,19 Crimes,Wine,Still,Red,,johnson brothers,Treasury Wine Estates,United States,Alcohol,Wine,Still,Red
Chard Martha's California,"19 Crimes from United States, provided by Treasury Wine Estates. Enjoy the unique taste and quality.",,1140198,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2246075/8b93d2e275f1fb9ae7689.png?1649325030,,https://johnsonbrothers.storefronts.site/p/GNHSP,,,,19 Crimes,Wine,Still,White,,johnson brothers,Treasury Wine Estates,United States,Alcohol,Wine,Still,White
Chard Martha's Lighter California,"19 Crimes from United States, provided by Treasury Wine Estates. Enjoy the unique taste and quality.",,1974539,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2488053/e65afef411a0139dca7c3.png?1669114001,,https://johnsonbrothers.storefronts.site/p/3TYMD,,,,19 Crimes,Wine,Still,White,,johnson brothers,Treasury Wine Estates,United States,Alcohol,Wine,Still,White
Hard Chard South Eastern Australia,"Color : Straw yellow.

Nose : Lifted aromas of stone fruits, peaches & cream, and spicy oak.

Palate : Notes of melons coupled with stone fruit, all carried onto the palate & supported by a creamy oak backbone. The fruit sweetness is balanced by acidity, which drives the lingering finish of butterscotch & spice.",,1185086,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2248196/9ba9044a3d3c5694d9dc0.png?1649663374,,https://johnsonbrothers.storefronts.site/p/E60UI,,,,19 Crimes,Wine,Still,White,,johnson brothers,Treasury Wine Estates,Australia,Alcohol,Wine,Still,White
Pinot Noir The Punishment South Eastern Australia,"19 Crimes from Australia, provided by Treasury Wine Estates. Enjoy the unique taste and quality.",,1235253,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2248214/c08f4343433e38bb1e297.png?1649663396,,https://johnsonbrothers.storefronts.site/p/1KGLV,,,,19 Crimes,Wine,Still,Red,,johnson brothers,Treasury Wine Estates,Australia,Alcohol,Wine,Still,Red
Red Wine South Eastern Australia,"This is a medium-full bodied red blend with a truly superb balanced from start to finish. In the glass, we see a black cherry and rich red garnet hue over a blackberry-esque core.",,1340211,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2552591/2bc6263aa957a4e958e2f.png?1676698772,,https://johnsonbrothers.storefronts.site/p/9EW4O,,,,19 Crimes,Wine,Still,Red,,johnson brothers,Treasury Wine Estates,Australia,Alcohol,Wine,Still,Red
Sauvignon Block South Eastern Australia,"Color : Light straw.

Nose : Lifted aromas of passionfruit, grapefruit, gooseberry,
and guava.

Palate : Light-bodied, with a fresh, crisp finish. A criminally
easy wine to enjoy in many ways.",,1123308,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2248359/1d84dae77fae40fe8e790.png?1649666833,,https://johnsonbrothers.storefronts.site/p/QTZJD,,,,19 Crimes,Wine,Still,White,,johnson brothers,Treasury Wine Estates,Australia,Alcohol,Wine,Still,White
Shiraz South Eastern Australia,"Color : Bright red to crimson hues.

Nose : Intense lifted vanilla aromatics balanced with ripe raspberry and plum fruits.

Palate : Full and round, with a subtle sweetness giving a rich and round mouth feel. The vanilla aromatics carry through and compliment flavors of raspberries, dark plums, and chocolate. Plush tannins provide a lingering finish.",,1601991,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2248380/2c07c186460caba0ef7b4.png?1649666952,,https://johnsonbrothers.storefronts.site/p/EV68J,,,,19 Crimes,Wine,Still,Red,,johnson brothers,Treasury Wine Estates,Australia,Alcohol,Wine,Still,Red
Snoop Dogg Cali Gold California,"19 Crimes from United States, provided by Treasury Wine Estates. Enjoy the unique taste and quality.",,1652149,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2474093/829c009a959dbfd5a981b.png?1666957323,,https://johnsonbrothers.storefronts.site/p/2N5R6,,,,19 Crimes,Wine,Sparkling,White,,johnson brothers,Treasury Wine Estates,United States,Alcohol,Wine,Sparkling,White
Snoop Dogg Cali Red California,"19 Crimes from United States, provided by Treasury Wine Estates. Enjoy the unique taste and quality.",,1518968,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2552230/7d1bab5a4e75510835f96.png?1676636498,,https://johnsonbrothers.storefronts.site/p/E8F65,,,,19 Crimes,Wine,Still,Red,,johnson brothers,Treasury Wine Estates,United States,Alcohol,Wine,Still,Red
Snoop Dogg Cali Rosé California,"19 Crimes from United States, provided by Treasury Wine Estates. Enjoy the unique taste and quality.",,1195719,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2248393/64707c2a56889ed83ddd4.png?1649666979,,https://johnsonbrothers.storefronts.site/p/2MMSS,,,,19 Crimes,Wine,Still,Rosé,,johnson brothers,Treasury Wine Estates,United States,Alcohol,Wine,Still,Rosé
Snoop Dogg Sauvignon Blanc Cali Blanc California,"19 Crimes from United States, provided by Treasury Wine Estates. Enjoy the unique taste and quality.",,1720904,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2455961/c2e759687c791da0adfa1.png?1664521801,,https://johnsonbrothers.storefronts.site/p/PK6KE,,,,19 Crimes,Wine,Still,White,,johnson brothers,Treasury Wine Estates,United States,Alcohol,Wine,Still,White
The Banished Dark Red South Eastern Australia,"19 Crimes from Australia, provided by Treasury Wine Estates. Enjoy the unique taste and quality.",,1305439,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2552216/e1e84a3cbbd835d4dff6c.png?1676636476,,https://johnsonbrothers.storefronts.site/p/9AY6B,,,,19 Crimes,Wine,Still,Red,,johnson brothers,Treasury Wine Estates,Australia,Alcohol,Wine,Still,Red
The Uprising Aged 30 Days In Rum Barrels South Eastern Australia,"Colour: medium red with bright ruby hues.

Nose: intense lifted mocha, sweet spice, and raspberry fruit. 

Palate: full and round, with a mocha and spice sweetness giving a rich and round mouth feel. Subtle flavours of brown sugar and cinnamon, with a plush finish filled with jammy blackberry and raspberry",,1365918,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2552132/271ba4432526f65299b44.png?1676632644,,https://johnsonbrothers.storefronts.site/p/SUG4T,,,,19 Crimes,Wine,Still,Red,,johnson brothers,Treasury Wine Estates,Australia,Alcohol,Wine,Still,Red
The Warden Reserve South Eastern Australia,"19 Crimes from Australia, provided by Treasury Wine Estates. Enjoy the unique taste and quality.",,1966916,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2552114/9e5511389e07671afb300.png?1676632615,,https://johnsonbrothers.storefronts.site/p/3BMJZ,,,,19 Crimes,Wine,Still,Red,,johnson brothers,Treasury Wine Estates,Australia,Alcohol,Wine,Still,Red
Universal Monsters Collaboration The Bride Of Frankenstein South Eastern Australia Limited Edition,"19 Crimes from Australia, provided by Treasury Wine Estates. Enjoy the unique taste and quality.",,1691704,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3109176/ad056de65349282bd8190.png?1714651726,,https://johnsonbrothers.storefronts.site/p/SP4PI,,,,19 Crimes,Wine,Still,Red,,johnson brothers,Treasury Wine Estates,Australia,Alcohol,Wine,Still,Red
Cabernet Sauvignon Double Black Bourbon Barrel Aged Lodi Limited Edition,"Flavor : Layered with suggestions of blackberry, vanilla and warm spice with notes reminiscent of Bourbon: caramel, butterscotch and charred oak.",,1689159,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3251705/acccddaf6217e29ccc7b5.png?1723150710,,https://johnsonbrothers.storefronts.site/p/BNAVO,,,,1924 Wines,Wine,Still,Red,,johnson brothers,Delicato Family Vineyards,United States,Alcohol,Wine,Still,Red
Cabernet Sauvignon Double Black Lodi Limited Edition,"Intense aromas of black cherry, violet, black peppercorn and smoky charred notes, complemented by concentrated flavors of blackberry jam, black currant and spicy clove.",,1829968,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3006594/bc1448456e561d074b366.png?1709239186,,https://johnsonbrothers.storefronts.site/p/S2420,,,,1924 Wines,Wine,Still,Red,,johnson brothers,Delicato Family Vineyards,United States,Alcohol,Wine,Still,Red
Chardonnay Buttery 1924 Double Gold Limited Edition,"1924 Wines from United States, provided by Delicato Family Vineyards. Enjoy the unique taste and quality.",,1079298,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2389734/9c87ccda4ba4a60bac6fe.png?1658144877,,https://johnsonbrothers.storefronts.site/p/Q29WO,,,,1924 Wines,Wine,Still,White,,johnson brothers,Delicato Family Vineyards,United States,Alcohol,Wine,Still,White
Double Black Red Wine Blend Lodi Limited Edition,"Rich aromas of blackberry, mocha, caramel and vanilla, setting the stage for concentrated core flavors of plum, dark chocolate, toasted marshmallow and allspice.",,1233445,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2252851/ce92764f1dc43bce755ac.png?1650349818,,https://johnsonbrothers.storefronts.site/p/A5CTA,,,,1924 Wines,Wine,Still,Red,,johnson brothers,Delicato Family Vineyards,United States,Alcohol,Wine,Still,Red
Limited Edition 1924 Whiskey Barrel Aged Red Blend,"Rich aromas of blackberry, mocha, caramel and vanilla, setting the stage for concentrated core flavors of plum, dark chocolate, toasted marshmallow and allspice.",,1537177,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3153725/c522826f491c0ba77b2e8.png?1717087279,,https://johnsonbrothers.storefronts.site/p/1VAMV,,,,1924 Wines,Wine,Still,Red,,johnson brothers,Delicato Family Vineyards,United States,Alcohol,Wine,Still,Red
Pinot Noir Port Barrel Aged California Limited Edition,"Rich Pinot Noir aged in Port barrels, creating a velvety wine with layered flavors of blackberry and cocoa, complex spice aromas and richly toasted oak.",,1850263,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3006597/647a561b1a08ae4c33e3f.png?1709239294,,https://johnsonbrothers.storefronts.site/p/VF5R4,,,,1924 Wines,Wine,Still,Red,,johnson brothers,Delicato Family Vineyards,United States,Alcohol,Wine,Still,Red
Sauvignon Blanc Double Gold California,"The fruit for the 1924 Sauvignon Blanc is selected from cool growing regions throughout California, resulting in crisp, bright acidity and brilliant flavor concentration.

The 1924 Sauvignon Blanc boasts aromas of bright citrus and stone fruit that complement flavors of green apple and melon. This juicy and crisp wine has exceptional balance with a clean finish.",,1479302,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2252883/dd333b985f7299b846b92.png?1650349848,,https://johnsonbrothers.storefronts.site/p/09DMN,,,,1924 Wines,Wine,Still,White,,johnson brothers,Delicato Family Vineyards,United States,Alcohol,Wine,Still,White
Pinot Noir Carneros,"Its opulent Bing cherry, Burgundy plum, rose and mineral expression, our Pinot Noir sets the standard in the Carneros region. Silky tannins structure the wine's harmonious flavors, while oak spices persist through the finish.",,1446107,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/342389/3ac387297fc5e2929b7b0.png?1616723632,,https://johnsonbrothers.storefronts.site/p/U2GE7,,,,Acacia Vineyard,Wine,Still,Red,,johnson brothers,Treasury Wine Estates,United States,Alcohol,Wine,Still,Red
Cabernet Franc Mendoza,"In the heights of Tupungato, Cabernet Franc has found a home of its own in Argentina. The great sun expossure combined with the cool mountain breeze, allows this grape variety to rippen harmoniously providing a full pallet of aromas and flavors: from black fruit to the freshness of the tomatoe leaf and rosemary.",,1914147,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3205656/8181c9760a01f43ade047.png?1720186397,,https://johnsonbrothers.storefronts.site/p/X13XH,,,,Achaval Ferrer,Wine,Still,Red,,johnson brothers,Stoli Group USA Llc,Argentina,Alcohol,Wine,Still,Red
Malbec Mendoza,"From low-yielding old vines grown at high altitudes, the aromatics are intense, with very pure cassis fruit on the nose, cherries and juniper and hints of menthol and fresh herbs. Floral, with hints of refreshing citrus and stone fruit, this is a lovely wine. Powerful and richly textured.",,1464755,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3206167/3411472a1ea7e88777cf5.png?1720419246,,https://johnsonbrothers.storefronts.site/p/ZWVWD,,,,Achaval Ferrer,Wine,Still,Red,,johnson brothers,Stoli Group USA Llc,Argentina,Alcohol,Wine,Still,Red
Natural Spring Water,"A non-sparkling natural spring water, Acqua Panna has a low mineral content, giving it a crisp, clean taste that cleanses the palate and refreshes the taste buds.",,1814181,12,1.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3162223/1c144f0c27f236e5ca748.png?1717594412,,https://johnsonbrothers.storefronts.site/p/JDIQN,,,,Acqua Panna,Non-alcoholic,Water,Still,,johnson brothers,Nestle Waters North America Inc,Italy,Alcohol,Non-alcoholic,Water,Still
Natural Spring Water,"A non-sparkling natural spring water, Acqua Panna has a low mineral content, giving it a crisp, clean taste that cleanses the palate and refreshes the taste buds.",,1165200,24,500.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3162223/1c144f0c27f236e5ca748.png?1717594412,,https://johnsonbrothers.storefronts.site/p/JDIQN,,,,Acqua Panna,Non-alcoholic,Water,Still,,johnson brothers,Nestle Waters North America Inc,Italy,Alcohol,Non-alcoholic,Water,Still
Cabernet Sauvignon Mendoza,"Alamos grapes are grown at the foothills of the Andes Mountains at elevations of 3,000 to 5,000 feet, where intense sunlight, cool evening temperatures and mineral-rich irrigation from mountain snowmelt translate to rich wines with intense flavor characteristics.",,1994492,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259632/b682e0486f53cbdd520b6.png?1650628851,,https://johnsonbrothers.storefronts.site/p/0WW1F,,,,Alamos,Wine,Still,Red,,johnson brothers,Gallo,Argentina,Alcohol,Wine,Still,Red
Malbec Mendoza,"The grapes for our Malbec were handpicked, destemmed and crushed. Prior to fermentation, the must was cold soaked for three days. Fermentation occurred in upright, conical tanks for one week at 85F. Throughout fermentation, we used several pump-overs to extract colour and flavour. After primary fermentation, this wine underwent malolactic fermentation to create a round mouthfeel before six to eight months of aging in French 225 L barrels at a medium toast level.",,1152950,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259658/c02218aacd271297bbc56.png?1650628882,,https://johnsonbrothers.storefronts.site/p/R8IYO,,,,Alamos,Wine,Still,Red,,johnson brothers,Gallo,Argentina,Alcohol,Wine,Still,Red
Malbec Selección Mendoza,"Alamos from Argentina, provided by Gallo. Enjoy the unique taste and quality.",,1646166,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259686/024ef420b83aa44ced4ba.png?1650628909,,https://johnsonbrothers.storefronts.site/p/WTUC1,,,,Alamos,Wine,Still,Red,,johnson brothers,Gallo,Argentina,Alcohol,Wine,Still,Red
Red Blend Mendoza,"Alamos from Argentina, provided by Gallo. Enjoy the unique taste and quality.",,1175098,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259727/8c806de9f8ccc4c31d7ea.png?1650628961,,https://johnsonbrothers.storefronts.site/p/FCQMU,,,,Alamos,Wine,Still,Red,,johnson brothers,Gallo,Argentina,Alcohol,Wine,Still,Red
Sauvignon Blanc Marlborough,"Fresh, zesty, juicy and full, fruit driven wine. Tropical fruit with a fresh herbaceous character balanced with zesty passionfruit and a dry finish.",,1711558,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1808535/ef4bcab53c87629024d90.png?1616721431,,https://johnsonbrothers.storefronts.site/p/PVO3R,,,,Allan Scott,Wine,Still,White,,johnson brothers,The Winebow Group,New Zealand,Alcohol,Wine,Still,White
Amarone della Valpolicella Classico Dry Red Wine,"Intense ruby red tending to garnet, it reveals an extraordinary complexity on the nose, with notes of cherries in spirits and blackberry jam, followed by hints of dried violets, dark chocolate, coffee and tobacco. It takes the palate by surprise with its balance, freshness and softness, enhanced by silky-smooth tannins.",,1866021,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235661/c41f3b021aee946d52ddb.png?1722242766,,https://johnsonbrothers.storefronts.site/p/YW7OY,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Valpolicella,"Ruby red in colour with purplish hues, it expresses a fragrant fruity note dominated by cherry, echoed by fresher nuances of aromatic herbs.",,1427672,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235073/2293699e5598fb52325c9.png?1722237328,,https://johnsonbrothers.storefronts.site/p/4UX5P,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Veronese Palazzo Della Torre,"An elegant, harmonious wine with considerable structure and aromaticity. Ruby red in colour with purplish hues, it initially reveals sophisticated notes of vanilla, black pepper and cloves, echoed by gentle nuances of raisined grapes. On the palate it is velvety, with soft tannins and a long and persistent finish.",,1265097,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235100/d860395ed50bc572bcd5b.png?1722237387,,https://johnsonbrothers.storefronts.site/p/VY4EG,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Chardonnay Willamette Valley,"Alumni from United States, provided by Sm USA Inc. Enjoy the unique taste and quality.",,1274365,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2180767/61691f5d61624f8aa40dd.png?1643861343,,https://johnsonbrothers.storefronts.site/p/H9P31,,,,Alumni,Wine,Still,White,,johnson brothers,Sm USA Inc,United States,Alcohol,Wine,Still,White
Crémant de Bordeaux Brut Rosé,"A brilliant pale pink hue, Amelia is a medium-bodied sparkling wine from France's highly renowned Bordeaux region. Beautifully rounded on the palate, Amelia’s bright red fruit aromas are complemented by a soft, creamy texture and hints of toasted brioche – a result of 18 months of en tirage aging. In the glass, Amelia has the delicate hint of strawberries and plums from Merlot, while Cabernet Franc adds notes of ripe raspberries, florals and refreshing acidity.

Crisp and effervescent, Amelia Brut Rosé is an ideal food match. Enjoy Amelia as an apéritif, or pair with flavorful cheeses, fresh seafood or meats, like duck, chicken and pork, with flavorful, fruit-based sauces.",,1296269,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2467340/a02a55a26b938dca9a946.png?1666075915,,https://johnsonbrothers.storefronts.site/p/WRS5Q,,,,Amelia (FR),Wine,Sparkling,Rosé,,johnson brothers,Gallo,France,Alcohol,Wine,Sparkling,Rosé
Syrah Murmur Vineyard Santa Maria Valley,"The 2022 Amor Fati Syrah storms the senses with aromas of blue fruits, toasted oak, garrigue and bacon fat. The palate is juicy and enveloping with resonant black fruits and a velvety, mouthfilling texture. Notes of white pepper, dark chocolate and caramel are revealed on a deep, brambly finish. A cool-climate Syrah with energy and panache.  ",,1152083,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3103899/ef0df7fd75b6a8d6ae93b.png?1714465838,,https://johnsonbrothers.storefronts.site/p/NLOEN,,,,Amor Fati,Wine,Still,Red,,johnson brothers,Rabble Wine Company,United States,Alcohol,Wine,Still,Red
Cabernet Sauvignon Paso Robles,"The Cabernet Sauvignon opens with heady aromas of black raspberry, cherry, sage and tobacco leaf. A juicy, mouth filling texture reveals seamless layers of currant, cherry, blueberry, dark plum and black olive with trailing hints of mocha, mineral and eucalyptus. Suggestions of vanilla bean join soft tannins on a smooth, rounded finish.

Aged for 16 months in French and American oak barrels (20% new).",,1943586,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2647335/4821a8715b089d51c90cf.png?1686167475,,https://johnsonbrothers.storefronts.site/p/PCT5X,,,,Ancient Peaks Winery,Wine,Still,Red,,johnson brothers,Ancient Peaks Winery,United States,Alcohol,Wine,Still,Red
