name,description,product_variants,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image_url,manufacturer_sku,content_url,ordering_unit,is_broken_case,avg_case_weight,brand,category,sub-category,product-category-style,manufacturer_name,distributor_name,supplier_name,country_of_origin,Group,Level 1 Category,Level 2 Category,Level 3 Category
London Dry Gin,"Elegant, crisp and fresh, London Dry is a classic juniper-led gin with refreshing and balanced notes of orange citrus, elderflower and subtle spice.",,1285103,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2279533/8304fe8b4a7804e8d0a82.png?1651536058,,https://johnsonbrothers.storefronts.site/p/WCS7R,,,,6 O'Clock Gin,Spirit,Gin,London Dry,,johnson brothers,Park Street Imports/6 O'Clock Gin,England,Alcohol,Spirit,Gin,London Dry
Sloe Gin,"Rich, sweet fruit aromas of plum with flavours of Kirsch cherry and a hint of subtle spice. Warm and refreshing.",,1370028,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1663910/60ba6c65fd3d69f8ef12d.png?1597321310,,https://johnsonbrothers.storefronts.site/p/8FE8L,,,,6 O'Clock Gin,Spirit,Gin,London Dry,,johnson brothers,Park Street Imports/6 O'Clock Gin,England,Alcohol,Spirit,Gin,London Dry
Cabernet Sauvignon Coombsville,"Ackerman Family Vineyards from United States, provided by Ackerman Family Vineyards. Enjoy the unique taste and quality.",,1662079,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2729184/8b71556ee1c4acb847960.png?1692184971,,https://johnsonbrothers.storefronts.site/p/SR9L5,,,,Ackerman Family Vineyards,Wine,Still,Red,,johnson brothers,Ackerman Family Vineyards,United States,Alcohol,Wine,Still,Red
Memoir Red Wine Napa Valley,"Ackerman Family Vineyards from United States, provided by Ackerman Family Vineyards. Enjoy the unique taste and quality.",,1387474,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2729185/c3faee421d3fa2b21a2ad.png?1692184982,,https://johnsonbrothers.storefronts.site/p/MUDRN,,,,Ackerman Family Vineyards,Wine,Still,Red,,johnson brothers,Ackerman Family Vineyards,United States,Alcohol,Wine,Still,Red
Sauvignon Blanc Napa Valley,"Ackerman Family Vineyards from United States, provided by Ackerman Family Vineyards. Enjoy the unique taste and quality.",,1471306,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2814086/f31582f7f9c8dcb3b1709.png?1698383243,,https://johnsonbrothers.storefronts.site/p/KYA5R,,,,Ackerman Family Vineyards,Wine,Still,White,,johnson brothers,Ackerman Family Vineyards,United States,Alcohol,Wine,Still,White
Cabernet Sauvignon Mendoza,"Alamos grapes are grown at the foothills of the Andes Mountains at elevations of 3,000 to 5,000 feet, where intense sunlight, cool evening temperatures and mineral-rich irrigation from mountain snowmelt translate to rich wines with intense flavor characteristics.",,1994492,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259632/b682e0486f53cbdd520b6.png?1650628851,,https://johnsonbrothers.storefronts.site/p/0WW1F,,,,Alamos,Wine,Still,Red,,johnson brothers,Gallo,Argentina,Alcohol,Wine,Still,Red
Malbec Mendoza,"The grapes for our Malbec were handpicked, destemmed and crushed. Prior to fermentation, the must was cold soaked for three days. Fermentation occurred in upright, conical tanks for one week at 85F. Throughout fermentation, we used several pump-overs to extract colour and flavour. After primary fermentation, this wine underwent malolactic fermentation to create a round mouthfeel before six to eight months of aging in French 225 L barrels at a medium toast level.",,1152950,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259658/c02218aacd271297bbc56.png?1650628882,,https://johnsonbrothers.storefronts.site/p/R8IYO,,,,Alamos,Wine,Still,Red,,johnson brothers,Gallo,Argentina,Alcohol,Wine,Still,Red
Malbec Selección Mendoza,"Alamos from Argentina, provided by Gallo. Enjoy the unique taste and quality.",,1646166,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259686/024ef420b83aa44ced4ba.png?1650628909,,https://johnsonbrothers.storefronts.site/p/WTUC1,,,,Alamos,Wine,Still,Red,,johnson brothers,Gallo,Argentina,Alcohol,Wine,Still,Red
Red Blend Mendoza,"Alamos from Argentina, provided by Gallo. Enjoy the unique taste and quality.",,1175098,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259727/8c806de9f8ccc4c31d7ea.png?1650628961,,https://johnsonbrothers.storefronts.site/p/FCQMU,,,,Alamos,Wine,Still,Red,,johnson brothers,Gallo,Argentina,Alcohol,Wine,Still,Red
Amarone della Valpolicella Classico Dry Red Wine,"Intense ruby red tending to garnet, it reveals an extraordinary complexity on the nose, with notes of cherries in spirits and blackberry jam, followed by hints of dried violets, dark chocolate, coffee and tobacco. It takes the palate by surprise with its balance, freshness and softness, enhanced by silky-smooth tannins.",,1866021,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235661/c41f3b021aee946d52ddb.png?1722242766,,https://johnsonbrothers.storefronts.site/p/YW7OY,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Amarone della Valpolicella Classico Dry Red Wine,"Intense ruby red tending to garnet, it reveals an extraordinary complexity on the nose, with notes of cherries in spirits and blackberry jam, followed by hints of dried violets, dark chocolate, coffee and tobacco. It takes the palate by surprise with its balance, freshness and softness, enhanced by silky-smooth tannins.",,1080621,12,375.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235661/c41f3b021aee946d52ddb.png?1722242766,,https://johnsonbrothers.storefronts.site/p/YW7OY,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Amarone della Valpolicella Classico Fieramonte Riserva,"Particularly intense and compact ruby red in colour, this Amarone opens on the nose with a dominant, broad and toasted scent of coffee and tobacco. On the palate, it impresses with its imposing structure. The tannins are centre stage but not aggressive on the palate, accompanied by a fresh and vital acidity that lengthens and streamlines the mouthfeel.",,1049476,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235022/f2b1494a7c08520739242.png?1722237225,,https://johnsonbrothers.storefronts.site/p/K76KR,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Amarone della Valpolicella Classico Fieramonte Riserva,"Particularly intense and compact ruby red in colour, this Amarone opens on the nose with a dominant, broad and toasted scent of coffee and tobacco. On the palate, it impresses with its imposing structure. The tannins are centre stage but not aggressive on the palate, accompanied by a fresh and vital acidity that lengthens and streamlines the mouthfeel.",,1664770,3,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235022/f2b1494a7c08520739242.png?1722237225,,https://johnsonbrothers.storefronts.site/p/K76KR,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Lugana Oasi Mantellina,"At harvest time, the perfectly ripe grapes yield mature white fruit, with peaches that seem to be embraced by fresh floral notes. The palate immediately registers its typical richness, while the marked acidity provides a sinuous mouthfeel and lends agility.",,1441730,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235111/0c06b1a1f807208125514.png?1722237406,,https://johnsonbrothers.storefronts.site/p/4EL3M,,,,Allegrini,Wine,Still,White,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,White
Valpolicella,"Ruby red in colour with purplish hues, it expresses a fragrant fruity note dominated by cherry, echoed by fresher nuances of aromatic herbs.",,1427672,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235073/2293699e5598fb52325c9.png?1722237328,,https://johnsonbrothers.storefronts.site/p/4UX5P,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Veronese Corvina La Poja Monovitigno,"An elegant, sophisticated wine with a noble profile and great aromatic expression. The enveloping and intense scent rises vertically, revealing ripe but still-fresh fruit, followed by notes of toasted tobacco, dark spices and liquorice. It enchants the palate with its extraordinary balance, lengthy persistence and soft, silky tannins.",,1587151,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235573/1282b11392c573ae3bd70.png?1722242464,,https://johnsonbrothers.storefronts.site/p/1R4XM,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Veronese La Grola,"A deep ruby red wine with great character and personality. The scent is broad and enveloping, with hints of blackcurrant, spicy notes of juniper and black pepper, combined with hints of tobacco and coffee. It is fresh and intense on the palate, with superb aromatic persistence.",,1367734,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235607/2bb5b22b1103b8268c9a5.png?1722242640,,https://johnsonbrothers.storefronts.site/p/AUQA2,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Veronese La Grola,"A deep ruby red wine with great character and personality. The scent is broad and enveloping, with hints of blackcurrant, spicy notes of juniper and black pepper, combined with hints of tobacco and coffee. It is fresh and intense on the palate, with superb aromatic persistence.",,1643665,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235607/2bb5b22b1103b8268c9a5.png?1722242640,,https://johnsonbrothers.storefronts.site/p/AUQA2,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Veronese Palazzo Della Torre,"An elegant, harmonious wine with considerable structure and aromaticity. Ruby red in colour with purplish hues, it initially reveals sophisticated notes of vanilla, black pepper and cloves, echoed by gentle nuances of raisined grapes. On the palate it is velvety, with soft tannins and a long and persistent finish.",,1265097,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235100/d860395ed50bc572bcd5b.png?1722237387,,https://johnsonbrothers.storefronts.site/p/VY4EG,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Liqueur,"Amber colour, complex aroma, pleasantly balanced between sweet and bitter.  Drink it straigh t, on the rocks or as dominant modifier for classic and innovative cocktails. ",,1615417,6,1.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2386081/0f175f37ce3bdd014ba7e.png?1657778609,,https://johnsonbrothers.storefronts.site/p/0KPT1,,,,Amaro Montenegro,Spirit,Liqueur,Bitter,,johnson brothers,Gallo,Italy,Alcohol,Spirit,Liqueur,Bitter
Liqueur,"Amber colour, complex aroma, pleasantly balanced between sweet and bitter.  Drink it straigh t, on the rocks or as dominant modifier for classic and innovative cocktails. ",,1543511,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2386081/0f175f37ce3bdd014ba7e.png?1657778609,,https://johnsonbrothers.storefronts.site/p/0KPT1,,,,Amaro Montenegro,Spirit,Liqueur,Bitter,,johnson brothers,Gallo,Italy,Alcohol,Spirit,Liqueur,Bitter
Liqueur,"Amber colour, complex aroma, pleasantly balanced between sweet and bitter.  Drink it straigh t, on the rocks or as dominant modifier for classic and innovative cocktails. ",,1274328,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2386081/0f175f37ce3bdd014ba7e.png?1657778609,,https://johnsonbrothers.storefronts.site/p/0KPT1,,,,Amaro Montenegro,Spirit,Liqueur,Bitter,,johnson brothers,Gallo,Italy,Alcohol,Spirit,Liqueur,Bitter
Blush Pink Champagne California,"André from United States, provided by Gallo. Enjoy the unique taste and quality.",,1034440,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261347/4089919cab196ddc04b83.png?1650719670,,https://johnsonbrothers.storefronts.site/p/K6E0Y,,,,André,Wine,Sparkling,Rosé,,johnson brothers,Gallo,United States,Alcohol,Wine,Sparkling,Rosé
Brut California,"No matter where you’re going, bringing an André Brut can will make a statement. Our driest blend of white grapes results in a taste as bright as the California sunshine they’re grown in.",,1667270,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261356/d8eab7f4465d8a1021391.png?1650719684,,https://johnsonbrothers.storefronts.site/p/WUXBC,,,,André,Wine,Sparkling,White,,johnson brothers,Gallo,United States,Alcohol,Wine,Sparkling,White
Brut California,"No matter where you’re going, bringing an André Brut can will make a statement. Our driest blend of white grapes results in a taste as bright as the California sunshine they’re grown in.",,1200500,12,375.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261356/d8eab7f4465d8a1021391.png?1650719684,,https://johnsonbrothers.storefronts.site/p/WUXBC,,,,André,Wine,Sparkling,White,,johnson brothers,Gallo,United States,Alcohol,Wine,Sparkling,White
Brut Rosé California,"André from United States, provided by Gallo. Enjoy the unique taste and quality.",,1878517,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2452916/a40462ef932f461dd9217.png?1664306614,,https://johnsonbrothers.storefronts.site/p/D3Q58,,,,André,Wine,Sparkling,Rosé,,johnson brothers,Gallo,United States,Alcohol,Wine,Sparkling,Rosé
Brut Rosé California,"André from United States, provided by Gallo. Enjoy the unique taste and quality.",,1002411,12,375.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2452916/a40462ef932f461dd9217.png?1664306614,,https://johnsonbrothers.storefronts.site/p/D3Q58,,,,André,Wine,Sparkling,Rosé,,johnson brothers,Gallo,United States,Alcohol,Wine,Sparkling,Rosé
Extra Dry California,"Extra Dry is a semi-dry California champagne. This dry sparkling wine is rich with pear and apple aromas and just enough sugar to make it an excellent mixer.
",,1028551,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261455/df4658e5aaa0ee89590e9.png?1650719876,,https://johnsonbrothers.storefronts.site/p/HOE7I,,,,André,Wine,Sparkling,White,,johnson brothers,Gallo,United States,Alcohol,Wine,Sparkling,White
Mango Mimosa,"André from United States, provided by Gallo. Enjoy the unique taste and quality.",,1926872,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2592191/263e4efa084979bd10af9.png?1680870957,,https://johnsonbrothers.storefronts.site/p/LQ4UL,,,,André,Wine,Flavored/Fruit,Specialty,,johnson brothers,Gallo,United States,Alcohol,Wine,Flavored/Fruit,Specialty
Moscato Collection Moscato California Champagne,"Moscato features citrus notes with a crisp finish to make this sparkling wine a perfect complement for any occasion. It’s sweet, it’s citrusy, and it’s bubbly.",,1672720,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261385/3cdf2902f5081b91e3362.png?1650719790,,https://johnsonbrothers.storefronts.site/p/CI60R,,,,André,Wine,Sparkling,White,,johnson brothers,Gallo,United States,Alcohol,Wine,Sparkling,White
Moscato Collection Pink Moscato California Champagne,Pink Moscato has notes of orange and cherry making it the perfect California Champagne for the right amount of elegance and fun.,,1798151,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261393/fbc54ed04535a3df903ad.png?1650719799,,https://johnsonbrothers.storefronts.site/p/5A3LX,,,,André,Wine,Sparkling,Rosé,,johnson brothers,Gallo,United States,Alcohol,Wine,Sparkling,Rosé
Peach Bellini Wine Cocktail,André Peach Bellini is a cocktail that you can't help but take to the lake day bash. You make the memories—Let us make the drinks.,,1354010,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261404/70195e9863addb74dd57f.png?1650719812,,https://johnsonbrothers.storefronts.site/p/EZ1ZX,,,,André,Wine,Flavored/Fruit,Specialty,,johnson brothers,Gallo,United States,Alcohol,Wine,Flavored/Fruit,Specialty
Pineapple Mimosa Wine Cocktail,André Pineapple Mimosa is sure to be a fan-favorite so pop a bottle and level-up brunch with your besties. You make the memories—Let us make the drinks.,,1032592,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261408/3f3ca69a20bc9796e15b9.png?1650719817,,https://johnsonbrothers.storefronts.site/p/YT9Y1,,,,André,Wine,Flavored/Fruit,Specialty,,johnson brothers,Gallo,United States,Alcohol,Wine,Flavored/Fruit,Specialty
Pineapple Mimosa Wine Cocktail,André Pineapple Mimosa is sure to be a fan-favorite so pop a bottle and level-up brunch with your besties. You make the memories—Let us make the drinks.,,1196015,12,375.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261408/3f3ca69a20bc9796e15b9.png?1650719817,,https://johnsonbrothers.storefronts.site/p/YT9Y1,,,,André,Wine,Flavored/Fruit,Specialty,,johnson brothers,Gallo,United States,Alcohol,Wine,Flavored/Fruit,Specialty
Signature Collection Cold Duck Sweet Sparkling Red California,"Need a conversation starter? The name Cold Duck comes from “Kaltes Ende” which means “Cold End” in German. This referred to the wine making process, but sounded similar to “Kaltes Ente,” which means Cold Duck.

André Cellars® Cold Duck is a sweet sparkling red wine that mixes full fruity notes with a fizzy taste.
",,1346750,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261366/1b0edc9c454895d7fcd8b.png?1650719750,,https://johnsonbrothers.storefronts.site/p/1VL5V,,,,André,Wine,Sparkling,Red,,johnson brothers,Gallo,United States,Alcohol,Wine,Sparkling,Red
Signature Collection Peach,"Peach is a sweet peach bubbly with notes of peaches, hints of orange, and a crisp finish.
",,1049779,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2286131/34bb2051c7c3d55a826d7.png?1651858299,,https://johnsonbrothers.storefronts.site/p/ZJKN5,,,,André,Wine,Flavored/Fruit,Specialty,,johnson brothers,Gallo,United States,Alcohol,Wine,Flavored/Fruit,Specialty
Signature Collection Strawberry,Strawberry has juicy strawberry and pomegranate aromas with a crisp peach finish. This sweet bubbly has the right amount of acidity making it a perfect pairing for spicy foods.,,1837649,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2286133/154951ba2d7971eaf124b.png?1651858608,,https://johnsonbrothers.storefronts.site/p/VFBGX,,,,André,Wine,Flavored/Fruit,Specialty,,johnson brothers,Gallo,United States,Alcohol,Wine,Flavored/Fruit,Specialty
Signature Collection Strawberry,Strawberry has juicy strawberry and pomegranate aromas with a crisp peach finish. This sweet bubbly has the right amount of acidity making it a perfect pairing for spicy foods.,,1734702,12,375.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2286133/154951ba2d7971eaf124b.png?1651858608,,https://johnsonbrothers.storefronts.site/p/VFBGX,,,,André,Wine,Flavored/Fruit,Specialty,,johnson brothers,Gallo,United States,Alcohol,Wine,Flavored/Fruit,Specialty
Spumante California,"The first thing you’ll notice about André Champagne® Spumante is the massive amounts of bubbles pouring out of the bottle. Light-bodied and sugary, this Spumante is sure to satisfy your sweet tooth.",,1953968,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261421/c8f25fdba538e6ccfc857.png?1650719831,,https://johnsonbrothers.storefronts.site/p/W2WT5,,,,André,Wine,Sparkling,White,,johnson brothers,Gallo,United States,Alcohol,Wine,Sparkling,White
Strawberry Mimosa,"André from United States, provided by Gallo. Enjoy the unique taste and quality.",,1127095,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2592190/ab35e6d2a5d6755f4f7ff.png?1680870956,,https://johnsonbrothers.storefronts.site/p/EEJ44,,,,André,Wine,Flavored/Fruit,Specialty,,johnson brothers,Gallo,United States,Alcohol,Wine,Flavored/Fruit,Specialty
Sweet Fizzy Sangria Wine Cocktail,André Sweet Fizzy Sangria is perfect for an outdoor picnic or that late night gossip sesh. You make the memories—Let us make the drinks.,,1674149,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261425/776acad0cd626b3da4b63.png?1650719835,,https://johnsonbrothers.storefronts.site/p/K0JTS,,,,André,Wine,Flavored/Fruit,Specialty,,johnson brothers,Gallo,United States,Alcohol,Wine,Flavored/Fruit,Specialty
Corinthia Dry Red Wine,"Apelia dry red complements perfectly red meat dishes such as streaks, roasts and game, and is a great accompaniment with pasta dishes.",,1865101,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2262441/dbd43882b7ef14b927b22.png?1650886953,,https://johnsonbrothers.storefronts.site/p/0LQZC,,,,Apelia,Wine,Still,Red,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Wine,Still,Red
Roditis Dry Rosé Wine,"Apelia rosé has a fine bouquet of strawberries, and a fresh fruity taste on the palate. It ideally complements snacks, salads, and all light meals.",,1636910,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2262436/98489c2eed9f5c201e5ff.png?1650886946,,https://johnsonbrothers.storefronts.site/p/62UQB,,,,Apelia,Wine,Still,Rosé,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Wine,Still,Rosé
Nato A Venezia Pilla Aperitivo Bitter,The juniper berries undergo a special maceration and distillation process to reach their purest form. This gives Select its fresh and resinous notes and enhances the product’s structure and persistence.,,1992549,6,1.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2725886/a6a47b4ff546f6691950d.png?1691839933,,https://johnsonbrothers.storefronts.site/p/0V0WI,,,,Aperitivo Select,Spirit,Liqueur,Bitter,,johnson brothers,Gallo,Italy,Alcohol,Spirit,Liqueur,Bitter
Cabernet Sauvignon California,"Apothic from United States, provided by Gallo. Enjoy the unique taste and quality.",,1341662,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2262418/0f7345ac53bcf86bdb477.png?1650886863,,https://johnsonbrothers.storefronts.site/p/PCD9U,,,,Apothic,Wine,Still,Red,,johnson brothers,Gallo,United States,Alcohol,Wine,Still,Red
Chardonnay Chard California,"Apothic from United States, provided by Gallo. Enjoy the unique taste and quality.",,1697176,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2300792/6b5a7c265d23b21123253.png?1653022140,,https://johnsonbrothers.storefronts.site/p/48EY8,,,,Apothic,Wine,Still,White,,johnson brothers,Gallo,United States,Alcohol,Wine,Still,White
Crush Limited Release California,"Apothic from United States, provided by Gallo. Enjoy the unique taste and quality.",,1280641,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/244317/8d3744f347d9cb4293d68.png?1528805545,,https://johnsonbrothers.storefronts.site/p/REMWC,,,,Apothic,Wine,Still,Red,,johnson brothers,Gallo,United States,Alcohol,Wine,Still,Red
