name,description,product_variants,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image_url,manufacturer_sku,content_url,ordering_unit,is_broken_case,avg_case_weight,brand,category,sub-category,product-category-style,manufacturer_name,distributor_name,supplier_name,country_of_origin,Group,Level 1 Category,Level 2 Category,Level 3 Category
Made Marion,"Made with 100% fresh-pressed Oregon grown Marion blackberries.
Deep jammy purple. Fruit forward, ripe juicy berry notes. Tart blackberry flavor profile.",,1612039,24,12.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/642606/a3c644e316ffa3ac3518a.png?1546990668,,https://johnsonbrothers.storefronts.site/p/8T22X,,,,2 Towns Ciderhouse,Cider,Sparkling,Sparkling,,johnson brothers,2 Towns Ciderhouse,United States,Alcohol,Cider,Sparkling,Sparkling
Marissimo Barrel Aged Apple-Blackberry Wine,"Our Marissimo is crafted with Marion blackberries and Pacific Northwest apples. Once the ripe apples have been 'sweated' at cool temperatures, they are pressed and fermented with local Marionberries, then aged with apple eau de vie. Matured in French oak barrels for one year, Marissimo emerges as a delightful twist on our more traditional Pommeau. Brimming with dark berry character enveloped in complex notes of oak spice.",,1930907,6,375.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1542314/e9047f32e068533b47be4.png?1586751187,,https://johnsonbrothers.storefronts.site/p/Y8D82,,,,2 Towns Ciderhouse,Cider,Sparkling,Sparkling,,johnson brothers,2 Towns Ciderhouse,United States,Alcohol,Cider,Sparkling,Sparkling
OutCider Unfiltered Hard Cider,"Rugged and fresh, OutCider isn't afraid of taking the trail less traveled. Jonagold apples are pressed, fermented, and left unfiltered, so you can experience their raw character.",,1942421,12,19.2,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2252895/1051878d044e90666c106.png?1650349863,,https://johnsonbrothers.storefronts.site/p/HQGS4,,,,2 Towns Ciderhouse,Cider,Sparkling,Sparkling,,johnson brothers,2 Towns Ciderhouse,United States,Alcohol,Cider,Sparkling,Sparkling
Pacific Pineapple Unfiltered Cider,"Juicy and tropical, Pacific Pineapple rolls ripe Costa Rica golden pineapples into fresh-pressed Northwest apples.",,1041239,1,15.5,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1542287/5b35ca51f20421aaa468b.png?1586747778,,https://johnsonbrothers.storefronts.site/p/612ZS,,,,2 Towns Ciderhouse,Cider,Sparkling,Sparkling,,johnson brothers,2 Towns Ciderhouse,United States,Alcohol,Cider,Sparkling,Sparkling
Pacific Pineapple Unfiltered Cider,"Juicy and tropical, Pacific Pineapple rolls ripe Costa Rica golden pineapples into fresh-pressed Northwest apples.",,1988720,1,19.5,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1542287/5b35ca51f20421aaa468b.png?1586747778,,https://johnsonbrothers.storefronts.site/p/612ZS,,,,2 Towns Ciderhouse,Cider,Sparkling,Sparkling,,johnson brothers,2 Towns Ciderhouse,United States,Alcohol,Cider,Sparkling,Sparkling
Pacific Pineapple Unfiltered Cider,"Juicy and tropical, Pacific Pineapple rolls ripe Costa Rica golden pineapples into fresh-pressed Northwest apples.",,1346952,24,12.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1542287/5b35ca51f20421aaa468b.png?1586747778,,https://johnsonbrothers.storefronts.site/p/612ZS,,,,2 Towns Ciderhouse,Cider,Sparkling,Sparkling,,johnson brothers,2 Towns Ciderhouse,United States,Alcohol,Cider,Sparkling,Sparkling
Pommeau Barrel Aged Apple Wine,"Our Pommeau is made from locally grown bittersweet cider apples which are hand-harvested and 'sweated' at cool temperatures. After the apples have sweetened, the fresh-pressed juice is fermented and aged with apple eau de vie. Our Pommeau is then matured in French oak barrels for one year. The result is a tremendously complex apple Pommeau that blossoms with aromas of fresh-pressed cider, dried fruit, and wood. This bottle will improve with cellaring for up to 20 years.",,1150840,6,375.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1542371/9077a5aa5422fae8dbf26.png?1586754962,,https://johnsonbrothers.storefronts.site/p/JJ554,,,,2 Towns Ciderhouse,Cider,Sparkling,Sparkling,,johnson brothers,2 Towns Ciderhouse,United States,Alcohol,Cider,Sparkling,Sparkling
Prickly Pearadise Pear Cider,"Fruity and earthy, Prickly Pearadise brings some desert flare to the PNW. We use a fusion of NW apples & prickly pear cactus fruit to create a vibrant flavor oasis.",,1851326,24,12.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1542289/eaabb0135f0cf414322ef.png?1586748182,,https://johnsonbrothers.storefronts.site/p/757TV,,,,2 Towns Ciderhouse,Cider,Sparkling,Sparkling,,johnson brothers,2 Towns Ciderhouse,United States,Alcohol,Cider,Sparkling,Sparkling
Raspberry Cosmic Crisp Cider,"2 Towns Ciderhouse from United States, provided by 2 Towns Ciderhouse. Enjoy the unique taste and quality.",,1526372,24,12.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2385257/dbae87d780e49591aefa9.png?1657717947,,https://johnsonbrothers.storefronts.site/p/EBAMG,,,,2 Towns Ciderhouse,Cider,Sparkling,Sparkling,,johnson brothers,2 Towns Ciderhouse,United States,Alcohol,Cider,Sparkling,Sparkling
Strawberade Strawberry Lemonade Cider,"Fruity & Quenching, Strawberade packs the best of the West into every sip. Juicy West Coast strawberries and tangy, California Meyer Lemons blend perfectly to make a pink lemonade cider that will have you living your zest life.",,1352988,12,19.2,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2253038/2690a711d0f727c11dfcb.png?1650357347,,https://johnsonbrothers.storefronts.site/p/1RO8C,,,,2 Towns Ciderhouse,Cider,Sparkling,Sparkling,,johnson brothers,2 Towns Ciderhouse,United States,Alcohol,Cider,Sparkling,Sparkling
The Bad Apple Imperial Apple Cider,"Big & Bold, The Bad Apple is made in an imperial style, fermented with local meadowfoam honey and aged on Oregon White Oak. Complex notes of apples and wood make this a Northwest favorite.",,1481772,12,500.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2253039/8ef82cf0104890fd4a4de.png?1650357363,,https://johnsonbrothers.storefronts.site/p/AVOSJ,,,,2 Towns Ciderhouse,Cider,Cider,Cider,,johnson brothers,2 Towns Ciderhouse,United States,Alcohol,Cider,Cider,Cider
Tropical Cosmic Crisp Cider,"Shred the galactic gnar with this interstellar island variation of COSMIC CRISP. Crafted with purple passion fruit, hibiscus flowers, and COSMIC CRISP® apples, don’t forget your shades and SPF 10100, we’re getting pitted on some epic solar flares!",,1789050,24,12.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2253041/4d299f36186e75495e023.png?1650357396,,https://johnsonbrothers.storefronts.site/p/KYKOH,,,,2 Towns Ciderhouse,Cider,Sparkling,Sparkling,,johnson brothers,2 Towns Ciderhouse,United States,Alcohol,Cider,Sparkling,Sparkling
Two Berry Dream,"2 Towns Ciderhouse from United States, provided by 2 Towns Ciderhouse. Enjoy the unique taste and quality.",,1038187,24,12.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2357227/81e5a547c4355de4460f8.png?1655985064,,https://johnsonbrothers.storefronts.site/p/IP9KL,,,,2 Towns Ciderhouse,Cider,Sparkling,Sparkling,,johnson brothers,2 Towns Ciderhouse,United States,Alcohol,Cider,Sparkling,Sparkling
Gem of Kentucky Straight Bourbon Whiskey,"2XO Whiskey from United States, provided by Prestige Beverage Group. Enjoy the unique taste and quality.",,1431369,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2759748/b8412a18f99e130b46fd0.png?1694430687,,https://johnsonbrothers.storefronts.site/p/JO023,,,,2XO Whiskey,Spirit,Whiskey,Bourbon,,johnson brothers,Prestige Beverage Group,United States,Alcohol,Spirit,Whiskey,Bourbon
Oak Series American Oak Kentucky Straight Bourbon Whiskey,"2XO Whiskey from United States, provided by Prestige Beverage Group. Enjoy the unique taste and quality.",,1562461,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2663981/c9a94a7320c844b69f2ae.png?1687173243,,https://johnsonbrothers.storefronts.site/p/FECMQ,,,,2XO Whiskey,Spirit,Whiskey,Bourbon,,johnson brothers,Prestige Beverage Group,United States,Alcohol,Spirit,Whiskey,Bourbon
Oak Series French Oak Kentucky Straight Bourbon Whiskey,"2XO Whiskey from United States, provided by Prestige Beverage Group. Enjoy the unique taste and quality.",,1686897,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3248350/f5f863fa4c76dbd53616c.png?1722966058,,https://johnsonbrothers.storefronts.site/p/FFLQU,,,,2XO Whiskey,Spirit,Whiskey,Bourbon,,johnson brothers,Prestige Beverage Group,United States,Alcohol,Spirit,Whiskey,Bourbon
The Innkeeper's Blend Kentucky Straight Bourbon Whiskey,"2XO Whiskey from United States, provided by Prestige Beverage Group. Enjoy the unique taste and quality.",,1510711,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/large/4102377/2XO_InnkeepersBlend_3-22.png,,https://johnsonbrothers.storefronts.site/p/G0SQK,,,,2XO Whiskey,Spirit,Whiskey,Bourbon,,johnson brothers,Prestige Beverage Group,United States,Alcohol,Spirit,Whiskey,Bourbon
The Kiawah Blend Kentucky Straight Bourbon Whiskey,"2XO Whiskey from United States, provided by Prestige Beverage Group. Enjoy the unique taste and quality.",,1856026,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2843751/e7ddc590e2431798c5cca.png?1700046175,,https://johnsonbrothers.storefronts.site/p/6U30H,,,,2XO Whiskey,Spirit,Whiskey,Bourbon,,johnson brothers,Prestige Beverage Group,United States,Alcohol,Spirit,Whiskey,Bourbon
The Phoenix Blend Kentucky Straight Bourbon Whiskey,"2XO Whiskey from United States, provided by Prestige Beverage Group. Enjoy the unique taste and quality.",,1017537,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2415745/9697f6a6c96db73b62f33.png?1660214578,,https://johnsonbrothers.storefronts.site/p/SRJ74,,,,2XO Whiskey,Spirit,Whiskey,Bourbon,,johnson brothers,Prestige Beverage Group,United States,Alcohol,Spirit,Whiskey,Bourbon
The Sneakerhead Blend Kentucky Straight Bourbon Whiskey 104 Proof,"2XO Whiskey from United States, provided by Prestige Beverage Group. Enjoy the unique taste and quality.",,1168260,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3173507/47533e2bd93d26fae4674.png?1718255073,,https://johnsonbrothers.storefronts.site/p/KIMZV,,,,2XO Whiskey,Spirit,Whiskey,Bourbon,,johnson brothers,Prestige Beverage Group,United States,Alcohol,Spirit,Whiskey,Bourbon
The Tribute Blend Kentucky Straight Bourbon Whiskey,"2XO Whiskey from United States, provided by Prestige Beverage Group. Enjoy the unique taste and quality.",,1251426,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2661090/37b6514f35e1a2e2c350e.png?1686837519,,https://johnsonbrothers.storefronts.site/p/0E8YV,,,,2XO Whiskey,Spirit,Whiskey,Bourbon,,johnson brothers,Prestige Beverage Group,United States,Alcohol,Spirit,Whiskey,Bourbon
Chardonnay Monterey County,"Aromas : Ripe stone fruit. 

Flavors : Crisp apples, pears, balanced acidity.

Finish : Creamy, smooth, vanilla.",,1141487,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2253068/524a30295992f1fc32254.png?1650357426,,https://johnsonbrothers.storefronts.site/p/SWMHR,,,,30 Degrees,Wine,Still,White,,johnson brothers,Plata Wine Partners,United States,Alcohol,Wine,Still,White
Vodka,"A Bettor Company from United States, provided by A Bettor Company. Enjoy the unique taste and quality.",,1406668,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2252307/deb4251f37665a92a2bb9.png?1650286881,,https://johnsonbrothers.storefronts.site/p/SNK1H,,,,A Bettor Company,Spirit,Vodka,Vodka,,johnson brothers,A Bettor Company,United States,Alcohol,Spirit,Vodka,Vodka
Vodka,"A Bettor Company from United States, provided by A Bettor Company. Enjoy the unique taste and quality.",,1383906,24,50.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2252307/deb4251f37665a92a2bb9.png?1650286881,,https://johnsonbrothers.storefronts.site/p/SNK1H,,,,A Bettor Company,Spirit,Vodka,Vodka,,johnson brothers,A Bettor Company,United States,Alcohol,Spirit,Vodka,Vodka
Whiskey,"A Bettor Company from United States, provided by A Bettor Company. Enjoy the unique taste and quality.",,1303261,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2252309/4d27c175b03ed47d526ae.png?1650286885,,https://johnsonbrothers.storefronts.site/p/3DCY1,,,,A Bettor Company,Spirit,Whiskey,Other,,johnson brothers,A Bettor Company,United States,Alcohol,Spirit,Whiskey,Other
Whiskey,"A Bettor Company from United States, provided by A Bettor Company. Enjoy the unique taste and quality.",,1972583,24,50.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2252309/4d27c175b03ed47d526ae.png?1650286885,,https://johnsonbrothers.storefronts.site/p/3DCY1,,,,A Bettor Company,Spirit,Whiskey,Other,,johnson brothers,A Bettor Company,United States,Alcohol,Spirit,Whiskey,Other
Bubbles Rosé,"A sensory experience from start to finish, A to Z Bubbles shimmer pink, welcoming with a lovely spritz upon opening. Aromas of mandarin, strawberry, peach, pear, rose petal, and fresh-cut citrus excite the nose. Mouthwatering flavors unfold on the palate lingering with notes of white nectarine, watermelon and apricot. A to Z Bubbles has juicy acidity and vibrant bubbles, a great personality and presence that keep you coming back for more.",,1417151,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1525737/eee1b94522e8774056f56.png?1616730873,,https://johnsonbrothers.storefronts.site/p/VU69E,,,,A to Z Wineworks,Wine,Sparkling,Rosé,,johnson brothers,"A To Z Wineworks, LLC-Nw Oregon",United States,Alcohol,Wine,Sparkling,Rosé
Bubbles Rosé,"A sensory experience from start to finish, A to Z Bubbles shimmer pink, welcoming with a lovely spritz upon opening. Aromas of mandarin, strawberry, peach, pear, rose petal, and fresh-cut citrus excite the nose. Mouthwatering flavors unfold on the palate lingering with notes of white nectarine, watermelon and apricot. A to Z Bubbles has juicy acidity and vibrant bubbles, a great personality and presence that keep you coming back for more.",,1638615,24,250.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1525737/eee1b94522e8774056f56.png?1616730873,,https://johnsonbrothers.storefronts.site/p/VU69E,,,,A to Z Wineworks,Wine,Sparkling,Rosé,,johnson brothers,"A To Z Wineworks, LLC-Nw Oregon",United States,Alcohol,Wine,Sparkling,Rosé
Chardonnay,"The delicately colored A to Z Oregon Chardonnay has a fresh, lively nose like fresh cut apples and distinct tropical notes (honeydew, kiwi, quince, kumquat, Meyer lemon, pineapple) and undertones of spring flowers, lemongrass and marjoram.  The juicy, vibrant palate has a touch of minerality, something like wet stones drizzled with honey, and a natural fruit sweetness building length and presence. Tank aging on lees gives this wine a creamy texture and an interesting, broad mid-palate.  Round and rich while maintaining tension and excitement, the impeccably balanced A to Z Chardonnay reflects another gorgeous Oregon vintage.",,1018633,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2589624/309464a29fff07d856581.png?1680713769,,https://johnsonbrothers.storefronts.site/p/QFV8E,,,,A to Z Wineworks,Wine,Still,White,,johnson brothers,"A To Z Wineworks, LLC-Nw Oregon",United States,Alcohol,Wine,Still,White
Chardonnay,"The delicately colored A to Z Oregon Chardonnay has a fresh, lively nose like fresh cut apples and distinct tropical notes (honeydew, kiwi, quince, kumquat, Meyer lemon, pineapple) and undertones of spring flowers, lemongrass and marjoram.  The juicy, vibrant palate has a touch of minerality, something like wet stones drizzled with honey, and a natural fruit sweetness building length and presence. Tank aging on lees gives this wine a creamy texture and an interesting, broad mid-palate.  Round and rich while maintaining tension and excitement, the impeccably balanced A to Z Chardonnay reflects another gorgeous Oregon vintage.",,1684282,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2589624/309464a29fff07d856581.png?1680713769,,https://johnsonbrothers.storefronts.site/p/QFV8E,,,,A to Z Wineworks,Wine,Still,White,,johnson brothers,"A To Z Wineworks, LLC-Nw Oregon",United States,Alcohol,Wine,Still,White
Engraved Proprietary Red Blend,"A to Z Wineworks from United States, provided by A To Z Wineworks, LLC-Nw Oregon. Enjoy the unique taste and quality.",,1681226,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2940153/e2380d8bb08ee92c9f1bf.png?1705985425,,https://johnsonbrothers.storefronts.site/p/YXRFL,,,,A to Z Wineworks,Wine,Still,Red,,johnson brothers,"A To Z Wineworks, LLC-Nw Oregon",United States,Alcohol,Wine,Still,Red
Pinot Gris,"The A to Z Oregon Pinot Gris is refreshing and lithe on the palate. Aromas of Meyer lemon, lemon verbena, tangerine, apricot, peach, apple, pear, quince, melon and honeysuckle add a hint of sweetness to the air around it. The weight is impeccable with perfect balance and integration hitting all points of the palate. Incredibly versatile at the dinner table with flavors of golden apple, roasted coconut, citrus and pineapple appealing to the last splash in the glass.",,1723920,1,5.16,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2589630/4e46825d82d0c2f1b6c74.png?1680717967,,https://johnsonbrothers.storefronts.site/p/Z20XO,,,,A to Z Wineworks,Wine,Still,White,,johnson brothers,"A To Z Wineworks, LLC-Nw Oregon",United States,Alcohol,Wine,Still,White
Pinot Gris,"The A to Z Oregon Pinot Gris is refreshing and lithe on the palate. Aromas of Meyer lemon, lemon verbena, tangerine, apricot, peach, apple, pear, quince, melon and honeysuckle add a hint of sweetness to the air around it. The weight is impeccable with perfect balance and integration hitting all points of the palate. Incredibly versatile at the dinner table with flavors of golden apple, roasted coconut, citrus and pineapple appealing to the last splash in the glass.",,1431947,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2589630/4e46825d82d0c2f1b6c74.png?1680717967,,https://johnsonbrothers.storefronts.site/p/Z20XO,,,,A to Z Wineworks,Wine,Still,White,,johnson brothers,"A To Z Wineworks, LLC-Nw Oregon",United States,Alcohol,Wine,Still,White
Pinot Gris,"The A to Z Oregon Pinot Gris is refreshing and lithe on the palate. Aromas of Meyer lemon, lemon verbena, tangerine, apricot, peach, apple, pear, quince, melon and honeysuckle add a hint of sweetness to the air around it. The weight is impeccable with perfect balance and integration hitting all points of the palate. Incredibly versatile at the dinner table with flavors of golden apple, roasted coconut, citrus and pineapple appealing to the last splash in the glass.",,1627669,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2589630/4e46825d82d0c2f1b6c74.png?1680717967,,https://johnsonbrothers.storefronts.site/p/Z20XO,,,,A to Z Wineworks,Wine,Still,White,,johnson brothers,"A To Z Wineworks, LLC-Nw Oregon",United States,Alcohol,Wine,Still,White
Pinot Noir,"The garnet red, A to Z Oregon Pinot Noir showcases what A to Z does best. A vibrant, complex nose opens with floral, stone fruit and berry aromas - rose petal, violet, pomegranate, plum cherry, raspberry, black currant, boysenberry - that deepen with spice and wood notes - cinnamon, white pepper, thyme, vanilla, cedar, sandalwood, chocolate. Gentle oak aging adds definition supporting a delicious, harmonious balance between tannin, acid and fruit. The A to Z Oregon Pinot Noir is a prime example of the benefits of working with fruit grown in all of the remarkable valleys of western Oregon.",,1314241,1,5.16,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2254283/9cbaa4586902196770db2.png?1650440535,,https://johnsonbrothers.storefronts.site/p/H9OBE,,,,A to Z Wineworks,Wine,Still,Red,,johnson brothers,"A To Z Wineworks, LLC-Nw Oregon",United States,Alcohol,Wine,Still,Red
Pinot Noir,"The garnet red, A to Z Oregon Pinot Noir showcases what A to Z does best. A vibrant, complex nose opens with floral, stone fruit and berry aromas - rose petal, violet, pomegranate, plum cherry, raspberry, black currant, boysenberry - that deepen with spice and wood notes - cinnamon, white pepper, thyme, vanilla, cedar, sandalwood, chocolate. Gentle oak aging adds definition supporting a delicious, harmonious balance between tannin, acid and fruit. The A to Z Oregon Pinot Noir is a prime example of the benefits of working with fruit grown in all of the remarkable valleys of western Oregon.",,1645689,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2254283/9cbaa4586902196770db2.png?1650440535,,https://johnsonbrothers.storefronts.site/p/H9OBE,,,,A to Z Wineworks,Wine,Still,Red,,johnson brothers,"A To Z Wineworks, LLC-Nw Oregon",United States,Alcohol,Wine,Still,Red
Pinot Noir,"The garnet red, A to Z Oregon Pinot Noir showcases what A to Z does best. A vibrant, complex nose opens with floral, stone fruit and berry aromas - rose petal, violet, pomegranate, plum cherry, raspberry, black currant, boysenberry - that deepen with spice and wood notes - cinnamon, white pepper, thyme, vanilla, cedar, sandalwood, chocolate. Gentle oak aging adds definition supporting a delicious, harmonious balance between tannin, acid and fruit. The A to Z Oregon Pinot Noir is a prime example of the benefits of working with fruit grown in all of the remarkable valleys of western Oregon.",,1401074,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2254283/9cbaa4586902196770db2.png?1650440535,,https://johnsonbrothers.storefronts.site/p/H9OBE,,,,A to Z Wineworks,Wine,Still,Red,,johnson brothers,"A To Z Wineworks, LLC-Nw Oregon",United States,Alcohol,Wine,Still,Red
