name,description,product_variants,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image_url,manufacturer_sku,content_url,ordering_unit,is_broken_case,avg_case_weight,brand,category,sub-category,product-category-style,manufacturer_name,distributor_name,supplier_name,country_of_origin,Group,Level 1 Category,Level 2 Category,Level 3 Category
The Tribute Blend Kentucky Straight Bourbon Whiskey,"2XO Whiskey from United States, provided by Prestige Beverage Group. Enjoy the unique taste and quality.",,1251426,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2661090/37b6514f35e1a2e2c350e.png?1686837519,,https://johnsonbrothers.storefronts.site/p/0E8YV,,,,2XO Whiskey,Spirit,Whiskey,Bourbon,,johnson brothers,Prestige Beverage Group,United States,Alcohol,Spirit,Whiskey,Bourbon
Cabernet Sauvignon Paso Robles,"Dry, almost full-bodied with ripe black cherry leading black currant and red berry fruit, with vanilla and cinnamon spice and oak accents. 

Aromas : Ripe black cherry, cassis, dusty tobacco leaf, oak, leather.

Flavors : Black cherry, deep red & black fruit, spices.

Finish : Moderately long, fresh, lingering fruit, oak, baking spice, firm, balanced tannins.",,1618552,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2253350/0267e466fb5a653e4c0b6.png?1650372476,,https://johnsonbrothers.storefronts.site/p/HAOM4,,,,30 Degrees,Wine,Still,Red,,johnson brothers,Plata Wine Partners,United States,Alcohol,Wine,Still,Red
Chardonnay Monterey County,"Aromas : Ripe stone fruit. 

Flavors : Crisp apples, pears, balanced acidity.

Finish : Creamy, smooth, vanilla.",,1141487,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2253068/524a30295992f1fc32254.png?1650357426,,https://johnsonbrothers.storefronts.site/p/SWMHR,,,,30 Degrees,Wine,Still,White,,johnson brothers,Plata Wine Partners,United States,Alcohol,Wine,Still,White
Pinot Noir Santa Barbara County,"30 Degrees Pinot Noir is ruby in color with a smooth mouthfeel, velvety tannins, and super-long finish. A spectacularly balanced and luscious Pinot Noir.

Aromas : Ripe berry, vanilla.

Flavors : Cherry, blackberry, strawberry, cola.

Finish : Smooth, hint of spice.",,1461601,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2635474/d25716d66f316c9c2f65a.png?1684913992,,https://johnsonbrothers.storefronts.site/p/3X7MW,,,,30 Degrees,Wine,Still,Red,,johnson brothers,Plata Wine Partners,United States,Alcohol,Wine,Still,Red
Sauvignon Blanc,"8 Plumas from Spain, provided by Mack & Schuhle. Enjoy the unique taste and quality.",,1390189,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2942459/90c563f6eb142047a8fe7.png?1706073533,,https://johnsonbrothers.storefronts.site/p/IZ2B4,,,,8 Plumas,Wine,Still,White,,johnson brothers,Mack & Schuhle,Spain,Alcohol,Wine,Still,White
Amarone della Valpolicella,"A dense and opaque wine from the moment it flows in the glass. Dark and brooding on the nose with Black Forest cake, cocoa powder, and dark roast-coffee aromas with a slight herbal note. The palate is mouth filling with coconut, cherry and dark chocolate dominating the palate. If you are looking for lush, very fruitforward Amarone, this is it
",,1847746,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2927337/75f4a672b50191d74e363.png?1705382876,,https://johnsonbrothers.storefronts.site/p/T86UJ,,,,Acinum,Wine,Still,Red,,johnson brothers,Vias Imports,Italy,Alcohol,Wine,Still,Red
Soave Classico,"Clear pale yellow in colour, with greenish reflections. Fresh and slightly fruity bouquet with delicate aromas of acacia and elder blossoms. Dry, with an almond and honey aftertaste.",,1459709,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2927367/c11abe4d111c8c7d24795.png?1705383066,,https://johnsonbrothers.storefronts.site/p/NJUB2,,,,Acinum,Wine,Still,White,,johnson brothers,Vias Imports,Italy,Alcohol,Wine,Still,White
Valpolicella,"Ruby red colour with brilliant reflections. Vinous aromas on the nose, with scents of cherry, violet and black-current. The taste is round, warm, refined.

",,1923842,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2927374/e59ed6939b53ab49646f4.png?1705383113,,https://johnsonbrothers.storefronts.site/p/MZ5KN,,,,Acinum,Wine,Still,Red,,johnson brothers,Vias Imports,Italy,Alcohol,Wine,Still,Red
Valpolicella Ripasso,"Deep ruby red in colour. On the nose it displays aromas of almond and cinnamon. Dry on the palate with a very pleasant velvety taste. Very rich in flavours of cherry, musk, spices and wood.",,1242935,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2927377/1ada18a6a36564177b3b5.png?1705383153,,https://johnsonbrothers.storefronts.site/p/KEKF8,,,,Acinum,Wine,Still,Red,,johnson brothers,Vias Imports,Italy,Alcohol,Wine,Still,Red
Natural Spring Water,"A non-sparkling natural spring water, Acqua Panna has a low mineral content, giving it a crisp, clean taste that cleanses the palate and refreshes the taste buds.",,1814181,12,1.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3162223/1c144f0c27f236e5ca748.png?1717594412,,https://johnsonbrothers.storefronts.site/p/JDIQN,,,,Acqua Panna,Non-alcoholic,Water,Still,,johnson brothers,Nestle Waters North America Inc,Italy,Alcohol,Non-alcoholic,Water,Still
Natural Spring Water,"A non-sparkling natural spring water, Acqua Panna has a low mineral content, giving it a crisp, clean taste that cleanses the palate and refreshes the taste buds.",,1213805,12,1.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3162223/1c144f0c27f236e5ca748.png?1717594412,,https://johnsonbrothers.storefronts.site/p/JDIQN,,,,Acqua Panna,Non-alcoholic,Water,Still,,johnson brothers,Nestle Waters North America Inc,Italy,Alcohol,Non-alcoholic,Water,Still
Natural Spring Water,"A non-sparkling natural spring water, Acqua Panna has a low mineral content, giving it a crisp, clean taste that cleanses the palate and refreshes the taste buds.",,1076416,24,500.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3162223/1c144f0c27f236e5ca748.png?1717594412,,https://johnsonbrothers.storefronts.site/p/JDIQN,,,,Acqua Panna,Non-alcoholic,Water,Still,,johnson brothers,Nestle Waters North America Inc,Italy,Alcohol,Non-alcoholic,Water,Still
Natural Spring Water,"A non-sparkling natural spring water, Acqua Panna has a low mineral content, giving it a crisp, clean taste that cleanses the palate and refreshes the taste buds.",,1165200,24,500.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3162223/1c144f0c27f236e5ca748.png?1717594412,,https://johnsonbrothers.storefronts.site/p/JDIQN,,,,Acqua Panna,Non-alcoholic,Water,Still,,johnson brothers,Nestle Waters North America Inc,Italy,Alcohol,Non-alcoholic,Water,Still
Natural Spring Water,"A non-sparkling natural spring water, Acqua Panna has a low mineral content, giving it a crisp, clean taste that cleanses the palate and refreshes the taste buds.",,1803171,24,250.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3162223/1c144f0c27f236e5ca748.png?1717594412,,https://johnsonbrothers.storefronts.site/p/JDIQN,,,,Acqua Panna,Non-alcoholic,Water,Still,,johnson brothers,Nestle Waters North America Inc,Italy,Alcohol,Non-alcoholic,Water,Still
Chardonnay,"On the nose, a bouquet of notes ranging from peach and key lime, to gooseberry and dried apricot, shine through. A clean and re?ned entrance gives way to layers of nectarine, pineapple, and honeydew on the mid-palate. ?e medium-long ?nish is fresh, and held together by lively acidity",,1328533,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2256086/2635855a08e0273a983a9.png?1650530898,,https://johnsonbrothers.storefronts.site/p/QPLXL,,,,Acrobat Winery,Wine,Still,White,,johnson brothers,"Foley Family Wines, Inc",United States,Alcohol,Wine,Still,White
Pinot Gris,"The Acrobat pinot Gris has rose petal elements on the nose which highlight balanced citrus components of lemon and grapefruit. Following the nose are bright, crip flavors of fresh lime, lemon zest, and green apple. These mingle on the mid-palate, rounding out a medium bodied mouthfeel with a refreshing, bright finish.",,1225646,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2256115/ecf8001d33da92713269d.png?1650530930,,https://johnsonbrothers.storefronts.site/p/YWRVP,,,,Acrobat Winery,Wine,Still,White,,johnson brothers,"Foley Family Wines, Inc",United States,Alcohol,Wine,Still,White
Pinot Noir,"The wine is a brilliant example of Pinot Noir from Western Oregon. The nose has rich, fruit-forward aromas like ripe cherries and strawberry pie, with hints of cinnamon, vanilla and mocha. The palate echoes with ripe strawberries and dark chocolate up front, followed by earthy and spicy notes of forest floor and clove.",,1041092,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2256144/1817168dc59b659e96597.png?1650530961,,https://johnsonbrothers.storefronts.site/p/U7BTA,,,,Acrobat Winery,Wine,Still,Red,,johnson brothers,"Foley Family Wines, Inc",United States,Alcohol,Wine,Still,Red
Cabernet Sauvignon Mendoza,"Alamos grapes are grown at the foothills of the Andes Mountains at elevations of 3,000 to 5,000 feet, where intense sunlight, cool evening temperatures and mineral-rich irrigation from mountain snowmelt translate to rich wines with intense flavor characteristics.",,1994492,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259632/b682e0486f53cbdd520b6.png?1650628851,,https://johnsonbrothers.storefronts.site/p/0WW1F,,,,Alamos,Wine,Still,Red,,johnson brothers,Gallo,Argentina,Alcohol,Wine,Still,Red
Malbec Mendoza,"The grapes for our Malbec were handpicked, destemmed and crushed. Prior to fermentation, the must was cold soaked for three days. Fermentation occurred in upright, conical tanks for one week at 85F. Throughout fermentation, we used several pump-overs to extract colour and flavour. After primary fermentation, this wine underwent malolactic fermentation to create a round mouthfeel before six to eight months of aging in French 225 L barrels at a medium toast level.",,1152950,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259658/c02218aacd271297bbc56.png?1650628882,,https://johnsonbrothers.storefronts.site/p/R8IYO,,,,Alamos,Wine,Still,Red,,johnson brothers,Gallo,Argentina,Alcohol,Wine,Still,Red
Malbec Selección Mendoza,"Alamos from Argentina, provided by Gallo. Enjoy the unique taste and quality.",,1646166,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259686/024ef420b83aa44ced4ba.png?1650628909,,https://johnsonbrothers.storefronts.site/p/WTUC1,,,,Alamos,Wine,Still,Red,,johnson brothers,Gallo,Argentina,Alcohol,Wine,Still,Red
Red Blend Mendoza,"Alamos from Argentina, provided by Gallo. Enjoy the unique taste and quality.",,1175098,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259727/8c806de9f8ccc4c31d7ea.png?1650628961,,https://johnsonbrothers.storefronts.site/p/FCQMU,,,,Alamos,Wine,Still,Red,,johnson brothers,Gallo,Argentina,Alcohol,Wine,Still,Red
Valdeorras A Portela,"Fragrant crushed-rose and lighter cherry aromas here with a very fluid, even and plush palate. Fine, yet powerful tannins. Dark stones and spices. Plenty of detail. ",,1320607,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1856688/058be77ffb117f59d02d5.png?1616724209,,https://johnsonbrothers.storefronts.site/p/OI09M,,,,Alberto Orte,Wine,Still,Red,,johnson brothers,Olé Imports,Spain,Alcohol,Wine,Still,Red
Amarone della Valpolicella Classico Dry Red Wine,"Intense ruby red tending to garnet, it reveals an extraordinary complexity on the nose, with notes of cherries in spirits and blackberry jam, followed by hints of dried violets, dark chocolate, coffee and tobacco. It takes the palate by surprise with its balance, freshness and softness, enhanced by silky-smooth tannins.",,1866021,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235661/c41f3b021aee946d52ddb.png?1722242766,,https://johnsonbrothers.storefronts.site/p/YW7OY,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Lugana Oasi Mantellina,"At harvest time, the perfectly ripe grapes yield mature white fruit, with peaches that seem to be embraced by fresh floral notes. The palate immediately registers its typical richness, while the marked acidity provides a sinuous mouthfeel and lends agility.",,1441730,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235111/0c06b1a1f807208125514.png?1722237406,,https://johnsonbrothers.storefronts.site/p/4EL3M,,,,Allegrini,Wine,Still,White,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,White
Valpolicella,"Ruby red in colour with purplish hues, it expresses a fragrant fruity note dominated by cherry, echoed by fresher nuances of aromatic herbs.",,1427672,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235073/2293699e5598fb52325c9.png?1722237328,,https://johnsonbrothers.storefronts.site/p/4UX5P,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Veronese Palazzo Della Torre,"An elegant, harmonious wine with considerable structure and aromaticity. Ruby red in colour with purplish hues, it initially reveals sophisticated notes of vanilla, black pepper and cloves, echoed by gentle nuances of raisined grapes. On the palate it is velvety, with soft tannins and a long and persistent finish.",,1265097,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235100/d860395ed50bc572bcd5b.png?1722237387,,https://johnsonbrothers.storefronts.site/p/VY4EG,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Chardonnay Central Coast,"Fruity, with fresh-cut pear and ripe apple flavors that feature tangerine accents. Toasty notes show on the crisp finish.",,1114342,12,375.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2058832/6d5a68bb46a33b75d6d4e.png?1632906206,,https://johnsonbrothers.storefronts.site/p/UAZUU,,,,Alloy Wine Works,Wine,Still,White,,johnson brothers,Vintage Wine Estates,United States,Alcohol,Wine,Still,White
Everday Rosé Central Coast,"An awesome blend of Grenache, Mourvèdre, Chardonnay and Chenin Blanc, our refreshing everyday Rosé tastes like fresh summer strawberries with undertones of rose petals and guava.",,1005716,12,375.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2058925/395e80a658d84d898d35d.png?1632912075,,https://johnsonbrothers.storefronts.site/p/76BML,,,,Alloy Wine Works,Wine,Still,Rosé,,johnson brothers,Vintage Wine Estates,United States,Alcohol,Wine,Still,Rosé
Everyday Red Central Coast,"Alloy Wine Works is the perfect balance of inventive spirit and rural charm. In this can is pure craft wine.Flavors of blueberry pie, ham panini and cherry cola.",,1936902,12,375.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2058840/51f01bf160b85f6fa02d9.png?1632906241,,https://johnsonbrothers.storefronts.site/p/UI4I3,,,,Alloy Wine Works,Wine,Still,Red,,johnson brothers,Vintage Wine Estates,United States,Alcohol,Wine,Still,Red
Pinot Noir Central Coast,"Like every great Pinot, this wine balances fruit and earth. Notes of Bing cherry, mushroom and tree bark (ever tasted tree bark?) are complemented by subtle vanilla, white pepper and cola.",,1179890,12,375.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2058928/0db64296b3acffe02accb.png?1632912086,,https://johnsonbrothers.storefronts.site/p/WGQXJ,,,,Alloy Wine Works,Wine,Still,Red,,johnson brothers,Vintage Wine Estates,United States,Alcohol,Wine,Still,Red
Liqueur,"Amber colour, complex aroma, pleasantly balanced between sweet and bitter.  Drink it straigh t, on the rocks or as dominant modifier for classic and innovative cocktails. ",,1615417,6,1.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2386081/0f175f37ce3bdd014ba7e.png?1657778609,,https://johnsonbrothers.storefronts.site/p/0KPT1,,,,Amaro Montenegro,Spirit,Liqueur,Bitter,,johnson brothers,Gallo,Italy,Alcohol,Spirit,Liqueur,Bitter
Liqueur,"Amber colour, complex aroma, pleasantly balanced between sweet and bitter.  Drink it straigh t, on the rocks or as dominant modifier for classic and innovative cocktails. ",,1543511,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2386081/0f175f37ce3bdd014ba7e.png?1657778609,,https://johnsonbrothers.storefronts.site/p/0KPT1,,,,Amaro Montenegro,Spirit,Liqueur,Bitter,,johnson brothers,Gallo,Italy,Alcohol,Spirit,Liqueur,Bitter
Liqueur,"Amber colour, complex aroma, pleasantly balanced between sweet and bitter.  Drink it straigh t, on the rocks or as dominant modifier for classic and innovative cocktails. ",,1274328,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2386081/0f175f37ce3bdd014ba7e.png?1657778609,,https://johnsonbrothers.storefronts.site/p/0KPT1,,,,Amaro Montenegro,Spirit,Liqueur,Bitter,,johnson brothers,Gallo,Italy,Alcohol,Spirit,Liqueur,Bitter
Liqueur,"Amber colour, complex aroma, pleasantly balanced between sweet and bitter.  Drink it straigh t, on the rocks or as dominant modifier for classic and innovative cocktails. ",,1117906,60,50.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2386081/0f175f37ce3bdd014ba7e.png?1657778609,,https://johnsonbrothers.storefronts.site/p/0KPT1,,,,Amaro Montenegro,Spirit,Liqueur,Bitter,,johnson brothers,Gallo,Italy,Alcohol,Spirit,Liqueur,Bitter
Classic Orange Mimosa,"Amia Mimosa from United States, provided by New Mexico Wineries. Enjoy the unique taste and quality.",,1817376,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3260646/2138652c59a0b04d46029.png?1723874767,,https://johnsonbrothers.storefronts.site/p/ZL0JP,,,,Amia Mimosa,Wine,Flavored/Fruit,Specialty,,johnson brothers,New Mexico Wineries,United States,Alcohol,Wine,Flavored/Fruit,Specialty
Blush Pink Champagne California,"André from United States, provided by Gallo. Enjoy the unique taste and quality.",,1034440,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261347/4089919cab196ddc04b83.png?1650719670,,https://johnsonbrothers.storefronts.site/p/K6E0Y,,,,André,Wine,Sparkling,Rosé,,johnson brothers,Gallo,United States,Alcohol,Wine,Sparkling,Rosé
Brut California,"No matter where you’re going, bringing an André Brut can will make a statement. Our driest blend of white grapes results in a taste as bright as the California sunshine they’re grown in.",,1667270,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261356/d8eab7f4465d8a1021391.png?1650719684,,https://johnsonbrothers.storefronts.site/p/WUXBC,,,,André,Wine,Sparkling,White,,johnson brothers,Gallo,United States,Alcohol,Wine,Sparkling,White
Brut California,"No matter where you’re going, bringing an André Brut can will make a statement. Our driest blend of white grapes results in a taste as bright as the California sunshine they’re grown in.",,1200500,12,375.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261356/d8eab7f4465d8a1021391.png?1650719684,,https://johnsonbrothers.storefronts.site/p/WUXBC,,,,André,Wine,Sparkling,White,,johnson brothers,Gallo,United States,Alcohol,Wine,Sparkling,White
Brut Rosé California,"André from United States, provided by Gallo. Enjoy the unique taste and quality.",,1878517,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2452916/a40462ef932f461dd9217.png?1664306614,,https://johnsonbrothers.storefronts.site/p/D3Q58,,,,André,Wine,Sparkling,Rosé,,johnson brothers,Gallo,United States,Alcohol,Wine,Sparkling,Rosé
Brut Rosé California,"André from United States, provided by Gallo. Enjoy the unique taste and quality.",,1002411,12,375.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2452916/a40462ef932f461dd9217.png?1664306614,,https://johnsonbrothers.storefronts.site/p/D3Q58,,,,André,Wine,Sparkling,Rosé,,johnson brothers,Gallo,United States,Alcohol,Wine,Sparkling,Rosé
Extra Dry California,"Extra Dry is a semi-dry California champagne. This dry sparkling wine is rich with pear and apple aromas and just enough sugar to make it an excellent mixer.
",,1028551,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261455/df4658e5aaa0ee89590e9.png?1650719876,,https://johnsonbrothers.storefronts.site/p/HOE7I,,,,André,Wine,Sparkling,White,,johnson brothers,Gallo,United States,Alcohol,Wine,Sparkling,White
Mango Mimosa,"André from United States, provided by Gallo. Enjoy the unique taste and quality.",,1926872,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2592191/263e4efa084979bd10af9.png?1680870957,,https://johnsonbrothers.storefronts.site/p/LQ4UL,,,,André,Wine,Flavored/Fruit,Specialty,,johnson brothers,Gallo,United States,Alcohol,Wine,Flavored/Fruit,Specialty
Moscato Collection Moscato California Champagne,"Moscato features citrus notes with a crisp finish to make this sparkling wine a perfect complement for any occasion. It’s sweet, it’s citrusy, and it’s bubbly.",,1672720,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261385/3cdf2902f5081b91e3362.png?1650719790,,https://johnsonbrothers.storefronts.site/p/CI60R,,,,André,Wine,Sparkling,White,,johnson brothers,Gallo,United States,Alcohol,Wine,Sparkling,White
Moscato Collection Pink Moscato California Champagne,Pink Moscato has notes of orange and cherry making it the perfect California Champagne for the right amount of elegance and fun.,,1798151,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261393/fbc54ed04535a3df903ad.png?1650719799,,https://johnsonbrothers.storefronts.site/p/5A3LX,,,,André,Wine,Sparkling,Rosé,,johnson brothers,Gallo,United States,Alcohol,Wine,Sparkling,Rosé
