"sku","pack","size","gtin","name","retail_price","content_url","image_url","brand","level 1","level 2","level 3","manufacturer_name","distributor_name","unitPrice","extra_data"
1495985,6,"5 LB","","",56.85,"https://shop.sysco.com/app/product-details/opco/059/product/1495985?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=e1c64a17bfcb5ee885ed8ce76258e678b6057366","SYSCO IMPERIAL","Frozen Foods","","","","Sysco Shop","","{""description"":""Sysco Imperial skin-on fries deliver the natural potato taste and appearance of fresh-cut fries without extensive preparation time. The extra long length offers exceptional plate coverage for higher yields.\n\n• Contains six5-pound air-perforated, clear coextruded poly bags\n• 3/8 inch straight cut extra long fries\n• Yields 160 3-ounce servings per case\n• Grade A potatoes\n• Deep fry at 350°F for 3 to 4 minutes\n• Cook from frozen state\n• Store at -10°F to 0°F\n• Shelf life: Best if used before 540 days from the date of manufacture\n• Keep frozen until ready to use\n• Do not thaw, cook from frozen\n• Date of manufacture printed in MDDMY PLANT LINE TIME format\n• Case dimension 15.90\"" L x 13.30\"" W x 10.40\"" H"",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""French Fries"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":""Sysco Imperial skin-on fries deliver the natural potato taste and appearance of fresh-cut fries without extensive preparation time. The extra long length offers exceptional plate coverage for higher yields."",""packagingInformation"":""• Contains six5-pound air-perforated, clear coextruded poly bags"",""sizeAndShapeOfProduct"":""• 3/8 inch straight cut extra long fries"",""yieldOrServingSize"":""• Yields 160 3-ounce servings per case"",""qualityAndFormat"":""• Grade A potatoes"",""prepCookingInstructions"":""• Deep fry at 350°F for 3 to 4 minutes\n• Cook from frozen state"",""storageAndUsage"":""• Store at -10°F to 0°F\n• Shelf life: Best if used before 540 days from the date of manufacture"",""handlingInstructions"":""• Keep frozen until ready to use\n• Do not thaw, cook from frozen"",""additionalProductInformation"":""• Date of manufacture printed in MDDMY PLANT LINE TIME format\n• Case dimension 15.90\"" L x 13.30\"" W x 10.40\"" H"",""grossWeight"":31.83,""totalShelfLife"":540,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":540,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":16,""width"":12,""height"":11,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":""French Fries"",""level 3 category"":null}"
9188624,1,"3 GAL","","",27.65,"https://shop.sysco.com/app/product-details/opco/059/product/9188624?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=8ab2a64a0ede9608ef2b26c7adf65706040cec45","WHOLESOME FARMS CLASSIC","Frozen Foods","","","","Sysco Shop","","{""description"":""Wholesome Farm strawberry ice cream allows for easy scooping for use in shakes, sundaes, or smoothies. This creamy, light pink ice cream includes strawberry pieces for enhanced flavor and texture.\n\n• Contains one 3-gallon container of strawberry-flavored ice cream per case\n• 3-gallon\n• 2/3 cup (87g)\n• 10 percent butterfat with 100 percent overrun\n• Ready to eat\n• Store recommended at -20°F, or at -50°F to 10°F\n• Temper to 10°F to 12°F for easy scooping\n• Contains best by date in the format MM/DD/YY\n• Case dimension 9.790\"" L X 9.790\"" W X 10.280\"" H\n• With 10% butterfat, Wholesome Farms Imperial Ice Cream has a rich, creamy taste.\n• Feel good about serving Wholesome Farms Imperial ice cream as it is made with hormone-free, fresh sweet milk.\n• Available in vanilla, chocolate, and strawberry, this product makes a great base for sundae toppings, dipped cones, milkshakes, and floats.\n• When using a #6 scoop, each 3-gallon round tub contains 72 servings and makes it easy to manage inventory.\n• Wholesome Farms ice creams are sourced from dairies where cows are treated with the highest level of animal care and adhere to our strict policies for animal welfare.\n• Ice Cream Sundae - A traditional classic - scoops of chocolate, vanilla, and strawberry ice cream topped with chocolate syrup and fresh fruit.\n• Smores Milkshake - Creamy vanilla ice cream blended with toasted marshmallows, drizzled with chocolate syrup and topped with crushed graham crackers."",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Ice Cream"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":""Wholesome Farm strawberry ice cream allows for easy scooping for use in shakes, sundaes, or smoothies. This creamy, light pink ice cream includes strawberry pieces for enhanced flavor and texture."",""packagingInformation"":""• Contains one 3-gallon container of strawberry-flavored ice cream per case"",""sizeAndShapeOfProduct"":""• 3-gallon"",""yieldOrServingSize"":""• 2/3 cup (87g)"",""qualityAndFormat"":""• 10 percent butterfat with 100 percent overrun"",""prepCookingInstructions"":""• Ready to eat"",""storageAndUsage"":""• Store recommended at -20°F, or at -50°F to 10°F"",""handlingInstructions"":""• Temper to 10°F to 12°F for easy scooping"",""additionalProductInformation"":""• Contains best by date in the format MM/DD/YY\n• Case dimension 9.790\"" L X 9.790\"" W X 10.280\"" H"",""grossWeight"":14.191,""totalShelfLife"":365,""serving"":""Multi-Serve"",""totalShelfLife.1"":365,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":9.79,""width"":9.79,""height"":10.28,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":""Ice Cream"",""level 3 category"":null}"
9263195,6,"2.5 LB","","",82.79,"https://shop.sysco.com/app/product-details/opco/059/product/9263195?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=c84c821a20b174b28e904b4db0a7e382342256e9","SYSCO IMPERIAL","Frozen Foods","","","","Sysco Shop","","{""description"":""Sysco Imperial beer battered onion rings are double dipped in a seasoned beer batter and pre-fried. These pre-cut onion rings save you time and labor costs in your kitchen with no advanced preparation needed and short cooking time required.\n\n• Six 2.5-pound printed polybags per printed master case\n• Each ring sliced in approximately 5/8-inch cuts\n• 13 to 25 rings per pound\n• Made with premium ingredients\n• Deep fry at 350 F for 2 1/4 to 2 1/2 minutes\n• Bake in conventional oven at 425 F for 6 minutes per side, or in convection oven at 425 F for 3 minutes per side\n• Product must be fully cooked\n• Store at or below 0 F for up to 365 days for best results\n• Do not allow to thaw\n• Manufactured On date printed in MMDDYY PYYMMDD_HH:MM_LL format\n• Case measures 16 inches long by 12 inches wide by 11 inches high\n• This product cooks from a frozen state to minimize food prep time in your kitchen and increase customer service speed\n• Use as an appetizer of side for menu variation\n• Great for hotels and restaurants"",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Appetizers"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":""Sysco Imperial beer battered onion rings are double dipped in a seasoned beer batter and pre-fried. These pre-cut onion rings save you time and labor costs in your kitchen with no advanced preparation needed and short cooking time required."",""packagingInformation"":""• Six 2.5-pound printed polybags per printed master case"",""sizeAndShapeOfProduct"":""• Each ring sliced in approximately 5/8-inch cuts"",""yieldOrServingSize"":""• 13 to 25 rings per pound"",""qualityAndFormat"":""• Made with premium ingredients"",""prepCookingInstructions"":""• Deep fry at 350 F for 2 1/4 to 2 1/2 minutes\n• Bake in conventional oven at 425 F for 6 minutes per side, or in convection oven at 425 F for 3 minutes per side\n• Product must be fully cooked"",""storageAndUsage"":""• Store at or below 0 F for up to 365 days for best results"",""handlingInstructions"":""• Do not allow to thaw"",""additionalProductInformation"":""• Manufactured On date printed in MMDDYY PYYMMDD_HH:MM_LL format\n• Case measures 16 inches long by 12 inches wide by 11 inches high"",""grossWeight"":17,""totalShelfLife"":365,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":365,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":16,""width"":12,""height"":11,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":null,""level 3 category"":null}"
6986178,5,"20 CT","","",69.95,"https://shop.sysco.com/app/product-details/opco/059/product/6986178?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=192537c7f13c47c561ea5feddea4989ef58dd1c5","SYSCO IMPERIAL","Frozen Foods","","","","Sysco Shop","","{""description"":""APTZR SPNKOPTA"",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Appetizers"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":""Sysco Imperial Spinach and Cheese Filo Spanakopita are light and flaky filo dough triangles filled with a mixture of creamy cheese, spinach, onion, garlic and spices."",""packagingInformation"":""• Contains 5 (20ct) plastic trays in a Sysco Filo 100ct white case"",""sizeAndShapeOfProduct"":""• Finished product is triangular shape and approximately .60 oz. each"",""yieldOrServingSize"":""• Serving size is 5 pieces\n• Servings per container are 20 pieces"",""qualityAndFormat"":""• Product is raw\n• IQF pack - Individually quick frozen\n• Kosher endorsed by the Orthodox Union \""OU-Dairy\"""",""prepCookingInstructions"":""• Do not thaw product; Cook from frozen. Preheat oven to 450°F. Remove frozen hors d'oeuvres from trays and place ½ apart on flat baking pan. Bake for approximately 5 to 7 minutes until pastry is lightly golden brown or a minimum internal temperature of 165°F is reached. Serve heated"",""storageAndUsage"":""• Keep frozen at 0°F or below                                            \n• Best when used within 730 days of manufacture"",""handlingInstructions"":""• Do no thaw product\n• Keep frozen until ready to use"",""additionalProductInformation"":""• Date of manufacture to be printed on label in Julian  date code format - 0010MMR7831 (1st 3 digits=day, 4th digit=year, MMR=plant facility, 7831=USDA Est#)                                                         \n• Case dimensions are 15.375 long x 7.875 wide x 4 high"",""grossWeight"":5.75,""totalShelfLife"":730,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":730,""generalDescription"":null,""prepAndCookingInstructions"":""Bake = Preheat oven to 450°F. Remove frozen hors d'oeuvres from trays and place ½\"" apart on flat bakingpan. Bake for approximately 5-7 minutes or until golden brown. Serve heated."",""servingSuggestions"":""5 pieces"",""length"":15.375,""width"":7.875,""height"":4,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":""Appetizers"",""level 3 category"":null}"
6292593,6,"5 LB","","",48.65,"https://shop.sysco.com/app/product-details/opco/059/product/6292593?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=dc077e3d8f452a18911ff3c83e829c9e08602a7d","SYSCO CLASSIC","Frozen Foods","","","","Sysco Shop","","{""description"":""Sysco Classic 3/8-inch straight Grade A Northwest potato fries have a light, fluffy texture and natural potato flavor to please your customers tastes. The fries are pre-cut and ready to cook from a frozen state to expedite food preparation in your kitchen.\n\n• Contains six 5-pound clear coextruded poly bags in a standard one-piece white case\n• Raw fries measure 7/16 inch thick, and finished fries measure 3/8 inch thick\n• Yields 160 3-ounce servings per case\n• Line flow fries\n• Deep fry 1 1/2 pounds at 350°F for 3 to 3 1/2 minutes or bake in 425°F convection oven for 9 to 13 minutes\n• Reduce cooking time for smaller amounts\n• Keep frozen at or below 0°F\n• Best when used within 540 days of manufacture\n• Do not thaw; Cook from frozen\n• Date of manufacture printed in M/DD/M/Y_PLANT_LINE#_TIME format\n• Case dimension 15.90\"" L x 12.10\"" W x 10.50\"" H"",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""French Fries"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":""Sysco Classic 3/8-inch straight Grade A Northwest potato fries have a light, fluffy texture and natural potato flavor to please your customers tastes. The fries are pre-cut and ready to cook from a frozen state to expedite food preparation in your kitchen."",""packagingInformation"":""• Contains six 5-pound clear coextruded poly bags in a standard one-piece white case"",""sizeAndShapeOfProduct"":""• Raw fries measure 7/16 inch thick, and finished fries measure 3/8 inch thick"",""yieldOrServingSize"":""• Yields 160 3-ounce servings per case"",""qualityAndFormat"":""• Line flow fries"",""prepCookingInstructions"":""• Deep fry 1 1/2 pounds at 350°F for 3 to 3 1/2 minutes or bake in 425°F convection oven for 9 to 13 minutes\n• Reduce cooking time for smaller amounts"",""storageAndUsage"":""• Keep frozen at or below 0°F\n• Best when used within 540 days of manufacture"",""handlingInstructions"":""• Do not thaw; Cook from frozen"",""additionalProductInformation"":""• Date of manufacture printed in M/DD/M/Y_PLANT_LINE#_TIME format\n• Case dimension 15.90\"" L x 12.10\"" W x 10.50\"" H"",""grossWeight"":31.8,""totalShelfLife"":540,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":540,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":16,""width"":12,""height"":10.5,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":""French Fries"",""level 3 category"":null}"
5020474,6,"4 LB","","",67.39,"https://shop.sysco.com/app/product-details/opco/059/product/5020474?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=b4b88b92a1fae97c95cf09d28f398e8681fda25d","SYSCO IMPERIAL","Frozen Foods","","","","Sysco Shop","","{""description"":""All of the taste and texture of freshly made redskin garlic mashed potatoes, without the peeling, mixing and mashing. This Sysco Imperial product is packed in convenient poly-bags.  Simply heat, portion and serve authentic mashed potatoes.\n\n• Contains six 4-pound clear poly bags in a standard white case\n• Each bag contains four pounds of mashed potatoes\n• Yields 78 5-oz servings per case\n• Made with red skin potatoes\n• Stove top: Place bag of product into boiling water. Heat 25 to 30 minutes. Place potatoes in serving container. Fluff with fork & serve. \n•To ensure uniform cook, turn bags over, halfway through cooking when using boil-in-bag method\n• Microwave oven (1700 watt): cook from frozen, pne bag of potatoes on high power for 15 - 20 minutes\n• Heat to internal temperature of 175° F\n• Keep frozen\n• Best if used before 540 days from date of manufacture, when stored at 0°F/-18°C or below\n• Do not thaw, cook from frozen\n• Product must be fully cooked for food safety and quality\n• M/DD/M/Y_PLANT_LL_HH:MM\n• Case dimensions are 13.875 L x 9.375\"" W x 8.75\"" D\"""",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Speciality Potatoes"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":""All of the taste and texture of freshly made redskin garlic mashed potatoes, without the peeling, mixing and mashing. This Sysco Imperial product is packed in convenient poly-bags.  Simply heat, portion and serve authentic mashed potatoes."",""packagingInformation"":""• Contains six 4-pound clear poly bags in a standard white case"",""sizeAndShapeOfProduct"":""• Each bag contains four pounds of mashed potatoes"",""yieldOrServingSize"":""• Yields 78 5-oz servings per case"",""qualityAndFormat"":""• Made with red skin potatoes"",""prepCookingInstructions"":""• Stove top: Place bag of product into boiling water. Heat 25 to 30 minutes. Place potatoes in serving container. Fluff with fork & serve. \n•To ensure uniform cook, turn bags over, halfway through cooking when using boil-in-bag method\n• Microwave oven (1700 watt): cook from frozen, pne bag of potatoes on high power for 15 - 20 minutes\n• Heat to internal temperature of 175° F"",""storageAndUsage"":""• Keep frozen\n• Best if used before 540 days from date of manufacture, when stored at 0°F/-18°C or below"",""handlingInstructions"":""• Do not thaw, cook from frozen\n• Product must be fully cooked for food safety and quality"",""additionalProductInformation"":""• M/DD/M/Y_PLANT_LL_HH:MM\n• Case dimensions are 13.875 L x 9.375\"" W x 8.75\"" D\"""",""grossWeight"":25.25,""totalShelfLife"":540,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":540,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":13.875,""width"":9.375,""height"":8.75,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":""Specialty Potatoes"",""level 3 category"":null}"
8897779,6,"5 LB","","",42.45,"https://shop.sysco.com/app/product-details/opco/059/product/8897779?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=a30670d49a494610e2ef291eea54a2699c7152fa","SYSCO RELIANCE","Frozen Foods","","","","Sysco Shop","","{""description"":""Sysco Reliance steak-cut french fries have a thick cut that offers increased heat retention and improved hold time compared to regular fries. These uniformly sized fries cook up perfectly crisp and golden brown with fluffy centers that patrons appreciate.\n\n• Six 5-pound bags per case\n• Yields 160 3-ounce servings per case\n• Deep fry for 3 to 4 minutes at 350 F\n• Store frozen at 0 F or below and use within 540 days of manufacture date\n• Case labeled with manufactured-on date in MDDMY PLANT LINE TIME format\n• Case measures 15.9 inches long by 12.1 inches wide by 10.3 inches high"",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""French Fries"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":""Sysco Reliance steak-cut french fries have a thick cut that offers increased heat retention and improved hold time compared to regular fries. These uniformly sized fries cook up perfectly crisp and golden brown with fluffy centers that patrons appreciate."",""packagingInformation"":""• Six 5-pound bags per case"",""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":""• Yields 160 3-ounce servings per case"",""qualityAndFormat"":null,""prepCookingInstructions"":""• Deep fry for 3 to 4 minutes at 350 F"",""storageAndUsage"":""• Store frozen at 0 F or below and use within 540 days of manufacture date"",""handlingInstructions"":null,""additionalProductInformation"":""• Case labeled with manufactured-on date in MDDMY PLANT LINE TIME format\n• Case measures 15.9 inches long by 12.1 inches wide by 10.3 inches high"",""grossWeight"":32,""totalShelfLife"":540,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":540,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":15.875,""width"":12.125,""height"":10.25,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":""French Fries"",""level 3 category"":null}"
8897993,6,"4.5 LB","","",41.35,"https://shop.sysco.com/app/product-details/opco/059/product/8897993?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=412c3168f533f26faba4ef4ffde5810171e6e404","SYSCO RELIANCE","Frozen Foods","","","","Sysco Shop","","{""description"":""Sysco Reliance 1/4\"" shoestring cut fries are raw, unprepared thinner-cut fries which deliver a higher yield than a thickly cut variety.\n\n• Six 4.5-pound air-perforated, clear coextruded poly bags per case\n• Raw portion dimensions 19/64 inches \n• Finished portion dimensions 1/4 inch \n• 144 3-ounce servings per case\n• 50% Shorts and slivers \n• Grade B quality\n• Deep fry at 350 F, fill basket half full (1.5 pounds) and cook for 2.5 to 3 minutes \n• Convection oven - preheat to 425 F, spread frozen fries evenly on a shallow baking pan, baking 7 to 11 minutes and turning once for even heating. \n• Always cook to light golden color \n• Do not overcook. When cooking smaller portions, reduce cooking time\n• Shelf life 540 days from manufacture date, stored at 0 F or below\n• For best results cook from frozen state using recommended temperature and time\n• Case measures 16 inches by 12 inches by 12 inches"",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""French Fries"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":""Sysco Reliance 1/4\"" shoestring cut fries are raw, unprepared thinner-cut fries which deliver a higher yield than a thickly cut variety."",""packagingInformation"":""• Six 4.5-pound air-perforated, clear coextruded poly bags per case"",""sizeAndShapeOfProduct"":""• Raw portion dimensions 19/64 inches \n• Finished portion dimensions 1/4 inch"",""yieldOrServingSize"":""• 144 3-ounce servings per case"",""qualityAndFormat"":""• 50% Shorts and slivers \n• Grade B quality"",""prepCookingInstructions"":""• Deep fry at 350 F, fill basket half full (1.5 pounds) and cook for 2.5 to 3 minutes \n• Convection oven - preheat to 425 F, spread frozen fries evenly on a shallow baking pan, baking 7 to 11 minutes and turning once for even heating. \n• Always cook to light golden color \n• Do not overcook. When cooking smaller portions, reduce cooking time"",""storageAndUsage"":""• Shelf life 540 days from manufacture date, stored at 0 F or below"",""handlingInstructions"":""• For best results cook from frozen state using recommended temperature and time"",""additionalProductInformation"":""• Case measures 16 inches by 12 inches by 12 inches"",""grossWeight"":28.5,""totalShelfLife"":540,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":540,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":16,""width"":12,""height"":12,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":""French Fries"",""level 3 category"":null}"
1349042,144,"1.5 OZ","","",87.79,"https://shop.sysco.com/app/product-details/opco/059/product/1349042?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=26db65520baeb85bf0c53a61541b1656349108af","JADE MOUNTAIN CLASSIC","Frozen Foods","","","","Sysco Shop","","{""description"":""Jade Mountain Classic frozen pork and vegetable eggrolls by Sysco are ready to use with minimal preparation and labor. The crispy traditional wrapping is filled with savory pork and crisp vegetables, and the size is ideal for an authentic and economical appetizer.\n\n• 144 1.5-ounce egg rolls per case\n• Tan to golden brown exterior with even surface blisters and a soft, noodle like inside\n• Savory pork and bits of soy protein offer a mild, savory flavor\n• Seasoned cabbage, onion, celery, carrot add firm texture\n• Slice diagonally and serve with dipping sauce, as a side dish or finger food\n• Deep fry at 350 F for 5-6 minutes from frozen, 4-5 minutes from thawed\n• Microwave frozen egg rolls on high in a microwave safe dish, cook for 40 seconds with an additional 35 seconds per roll\n• Place frozen egg rolls on a baking sheet in pre-heated 375 F oven, bake 15-18 minutes in conventional oven, 12-14 for convection, turn once during baking\n• Store frozen at temperatures from -10 to 15 F\n• Best if used within 35 days of production date printed in MM/DD/YYYY format\n• Case measurements are 12.1 inches long by 9.4 inches wide by 8.9 inches high\n• Ideal for restaurants, buffets, hotels and casinos"",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Appetizers"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":""Jade Mountain Classic frozen pork and vegetable eggrolls by Sysco are ready to use with minimal preparation and labor. The crispy traditional wrapping is filled with savory pork and crisp vegetables, and the size is ideal for an authentic and economical appetizer."",""packagingInformation"":""• 144 1.5-ounce egg rolls per case"",""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":""• Tan to golden brown exterior with even surface blisters and a soft, noodle like inside\n• Savory pork and bits of soy protein offer a mild, savory flavor\n• Seasoned cabbage, onion, celery, carrot add firm texture"",""prepCookingInstructions"":""• Slice diagonally and serve with dipping sauce, as a side dish or finger food\n• Deep fry at 350 F for 5-6 minutes from frozen, 4-5 minutes from thawed\n• Microwave frozen egg rolls on high in a microwave safe dish, cook for 40 seconds with an additional 35 seconds per roll\n• Place frozen egg rolls on a baking sheet in pre-heated 375 F oven, bake 15-18 minutes in conventional oven, 12-14 for convection, turn once during baking"",""storageAndUsage"":""• Store frozen at temperatures from -10 to 15 F\n• Best if used within 35 days of production date printed in MM/DD/YYYY format"",""handlingInstructions"":null,""additionalProductInformation"":""• Case measurements are 12.1 inches long by 9.4 inches wide by 8.9 inches high"",""grossWeight"":14.18,""totalShelfLife"":365,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":365,""generalDescription"":null,""prepAndCookingInstructions"":""Bake = Product is RTE, however can be heated with the following directions: Preparation Type: Heating Instructions Deep Fryer Instructions: Deep-Fry at 350ºF. Frozen: 5 - 6 minutes, approximately. Thawed: 4 - 5 minutes. Microwave Instructions: Set microwave on high. Place frozen egg rolls on a microwave-safe dish. Allow 40 seconds per egg roll and 35 seconds for each additional egg roll. Conventional Oven Instructions: Preheat oven to 375ºF. Place frozen egg rolls on a baking sheet. Turn once during baking. Conventional: 15 - 18 minutes. Convection: 12 - 14 minutes. Preparation Notes: Heating time may vary with equipment."",""servingSuggestions"":""Serve as an Appetizer (cut on the diagonal) with a dipping sauce; Serve as a hand-held snack; or Serve as a side item to an Asian Entree."",""length"":12.125,""width"":9.375,""height"":8.875,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":""Appetizers"",""level 3 category"":null}"
2000244,6,"5LB","","",67.59,"https://shop.sysco.com/app/product-details/opco/059/product/2000244?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=bcefdecad1e88af09bbabab16bd549117312508a","SYSCO CLASSIC","Frozen Foods","","","","Sysco Shop","","{""description"":""Sysco Classic skin-on potato wedges are thick-cut to deliver maximum potato flavor, making them an ideal stand-in for a baked potato. These wedges are coated in a clear batter that increases hold time and creates a crunchy outside texture to complement the light, fluffy potato inside.\n\n• Contains six 5 lb. clear poly bags in a standard one-piece case\n• 10 cut wedge\n• Serving Size: 3 oz. (84g/about 8 pieces)\n• Servings per container about 160\n• Made from Grade A potatoes\n• Deep fry at 345°F-350°F for 3 1/4 to 4 1/2 minutes, bake in standard oven at 400°F for 22 to 27 minutes, or bake in convection oven at 400°F for 11 to 14 minutes\n• Great accompaniment to steak, fried chicken or fish, or serve with creamy dips as an appetizer\n• Store at -10°F to 0°F\n• Shelf life: Best when used within 540 days of manufacture\n• Keep frozen until ready to use\n• Do not drop \n• Handle with care\n• Date of manufacture printed in PPP (Plant)_MMM (Month)_DD (Day)_YY (Year)_LL (Line)_HH:MM (Military Time)\n• Case dimension 16.000\"" L x 13.000\"" W x 9.250\"" H\n• Ideal for use in delis or other situations where long hold times are required"",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""French Fries"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":""Sysco Classic skin-on potato wedges are thick-cut to deliver maximum potato flavor, making them an ideal stand-in for a baked potato. These wedges are coated in a clear batter that increases hold time and creates a crunchy outside texture to complement the light, fluffy potato inside."",""packagingInformation"":""• Contains six 5 lb. clear poly bags in a standard one-piece case"",""sizeAndShapeOfProduct"":""• 10 cut wedge"",""yieldOrServingSize"":""• Serving Size: 3 oz. (84g/about 8 pieces)\n• Servings per container about 160"",""qualityAndFormat"":""• Made from Grade A potatoes"",""prepCookingInstructions"":""• Deep fry at 345°F-350°F for 3 1/4 to 4 1/2 minutes, bake in standard oven at 400°F for 22 to 27 minutes, or bake in convection oven at 400°F for 11 to 14 minutes\n• Great accompaniment to steak, fried chicken or fish, or serve with creamy dips as an appetizer"",""storageAndUsage"":""• Store at -10°F to 0°F\n• Shelf life: Best when used within 540 days of manufacture"",""handlingInstructions"":""• Keep frozen until ready to use\n• Do not drop \n• Handle with care"",""additionalProductInformation"":""• Date of manufacture printed in PPP (Plant)_MMM (Month)_DD (Day)_YY (Year)_LL (Line)_HH:MM (Military Time)\n• Case dimension 16.000\"" L x 13.000\"" W x 9.250\"" H"",""grossWeight"":32,""totalShelfLife"":540,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":540,""generalDescription"":null,""prepAndCookingInstructions"":""Deep Fry = Do not over cook. DEEP FRY: 345-350F. Fry for 3-4 minutes. Fill fryer basket half full. CONVECTION OVEN: 400F. Bake for 11-14 minutes. Arrange fries in single layer on sheet pans. CONVENTIONAL OVEN: 400F. Bake 22-27 minutes. Arrange fries in single layers on sheet pans."",""servingSuggestions"":""Perfect side to any burger, chicken, steak or fish entree. Pair with any creamy dipping sauce like ranch or blue cheese dressing for a flavorful appetizer."",""length"":16,""width"":13,""height"":9.25,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":""French Fries"",""level 3 category"":null}"
