"description","name","sku","pack","size","gtin","retail_price","is_catch_weight","average_case_weight","image","manufacturer_sku","ordering_unit","is_broken_case","content_url","brand","taxonomy","level 1","level 2","level 3","manufacturer_name","distributor_name","unit_price","extra_data"
,"BOMBOLONI CREAM 24/CS *","841700","1 CASE *","24 CT","",,"","","","","CASE","","https://www.badgermurphy.com/product/bomboloni-cream-24-cs/","BINDI","","","","","","Badger Murphy","",""
,"BOURSIN WITH HERB 12/5.2 OZ","1603","1 CASE","5.2 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/boursin-with-herb-12-5-2-oz/","BOURSIN","","","","","","Badger Murphy","",""
,"BOWL CLEANER LOW ACID 12/1 QT +","3681","1 CASE +","1 QT.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bowl-cleaner-low-acid-12-1-qt/","TMS","","","","","","Badger Murphy","",""
,"BOWL FOAM 12 OZ 8/125 CT","4037","1 CASE","12 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bowl-foam-12-oz-8-125-ct/","DART","","","","","","Badger Murphy","",""
,"BOWL FOAM 5 OZ 8/125 CT *","4025","1 CASE *","5 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bowl-foam-5-oz-8-125-ct/","DART","","","","","","Badger Murphy","",""
,"BOWL FOAM 8 OZ 1000 CT *","4003","1 CASE *","8 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bowl-foam-8-oz-1000-ct/","DART","","","","","","Badger Murphy","",""
,"BOWLS FOAM 10 OZ 1000 CT *","4161","1 CASE *","10 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bowls-foam-10-oz-1000-ct/","DART","","","","","","Badger Murphy","",""
,"BOXES SHELL EGG 30 DOZ SIZE 18 CT *","8750","18 CT. *","30 DOZEN","",,"","","","","CASE","","https://www.badgermurphy.com/product/boxes-shell-egg-30-doz-size-18-ct/","N/A","","","","","","Badger Murphy","",""
,"BRATWURST 4/1 WHITE WITH VEAL NATURAL CASING 10 LB","6159A","10 LB.","4/1","",,"","","","","CASE","","https://www.badgermurphy.com/product/bratwurst-4-1-white-with-veal-natural-casing-10-lb/","REAL","","","","","","Badger Murphy","",""
,"BRATWURST JALAPENO/CHEDDAR 4/1 10 LB *","6163","10 LB. *","4/1","",,"","","","","CASE","","https://www.badgermurphy.com/product/bratwurst-jalapeno-cheddar-4-1-10-lb/","MAKOWSKIS","","","","","","Badger Murphy","",""
,"BRATWURST SLICED 1/4 IN COOKED 2/5 LB *","6150","1 CASE *","1/4 "" BIAS","",,"","","","","CASE","","https://www.badgermurphy.com/product/bratwurst-sliced-1-4-in-cooked-2-5-lb/","JONSONVILLE SAUSAGE","","","","","","Badger Murphy","",""
,"BREAD ASST DINNER ROLLS 96/1.5 OZ *","8270","1 CASE *","1.5 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bread-asst-dinner-rolls-96-1-5-oz/","LABREA","","","","","","Badger Murphy","",""
,"BREAD CINNAMON SWIRL SLICED 10/20.7 OZ LOAVES","8810","1 CASE","3/4 INCH","",,"","","","","CASE","","https://www.badgermurphy.com/product/bread-cinnamon-swirl-sliced-10-20-7-oz-loaves/","BUN BASKET","","","","","","Badger Murphy","",""
,"BREAD CRUMBS PANKO JAPANESE 25 LB","9409D","1 CASE","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/bread-crumbs-panko-japanese-25-lb/","REST PRIDE","","","","","","Badger Murphy","",""
,"BREAD CRUMBS PLAIN 6/5 LB","9413","1 CASE","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bread-crumbs-plain-6-5-lb/","N/A","","","","","","Badger Murphy","",""
,"BREAD FRENCH BATARD 24/8.8 OZ +","8811","1 CASE +","19 INCH","",,"","","","","CASE","","https://www.badgermurphy.com/product/bread-french-batard-24-8-8-oz/","VIE DE FRANCE","","","","","","Badger Murphy","",""
,"BREADING CHICKEN FRY MIX 6/5 LB GOLDEN DIPT","8223","1 CASE","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/breading-chicken-fry-mix-6-5-lb-golden-dipt/","GOLDEN DIPT","","","","","","Badger Murphy","",""
,"BREADSTICKS ASST 500/2 CT","9112","1 CASE","2 CT.","",,"","","","","CASE","","https://www.badgermurphy.com/product/breadsticks-asst-500-2-ct/","CLOWN GLOBAL","","","","","","Badger Murphy","",""
,"BREADSTICKS SESAME 300/2 CT","9138","1 CASE","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/breadsticks-sesame-300-2-ct/","CLOWN GLOBAL BRANDS","","","","","","Badger Murphy","",""
,"BRICK WISCONSIN 6 LB AVG +","0223","6#/A +","6#/A","",,"","","","","LOAF","","https://www.badgermurphy.com/product/brick-wisconsin-6-lb-avg/","KLONDIKE CHEESE","","","","","","Badger Murphy","",""
,"BRIE 12/4.4 OZ TUBS +","0221C","1 CASE +","4.4 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/brie-12-4-4-oz-tubs/","DANISH","","","","","","Badger Murphy","",""
,"BRIE PEAR ALMOND PURSE 100 CT *","827205","1 CASE *","100 CT","",,"","","","","CASE","","https://www.badgermurphy.com/product/brie-pear-almond-purse-100-ct/","KABOBS","","","","","","Badger Murphy","",""
,"BRIE WHEEL 2 LB","340050","1 WHEEL","2 LB","",,"","","","","WHEEL","","https://www.badgermurphy.com/product/brie-wheel-2-lb/","ALOUETTE","","","","","","Badger Murphy","",""
,"BROCCOLI CROWNS ASIAN CUT 20 LB","4500","1 BAG","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/broccoli-crowns-asian-cut-20-lb/","N/A","","","","","","Badger Murphy","",""
,"BROCCOLI FLORETS (FRESH) 4/3 LB +","9472","1 CASE +","3 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/broccoli-florets-fresh-4-3-lb/","CUT FRESH","","","","","","Badger Murphy","",""
,"BROOMS ANGLE HEAVY *","9660","1 EACH *","N/A","",,"","","","","EACH","","https://www.badgermurphy.com/product/brooms-angle-heavy/","N/A","","","","","","Badger Murphy","",""
,"BROOMS WAREHOUSE WOOD #28 *","9667A","1 EACH *","N/A","",,"","","","","EACH","","https://www.badgermurphy.com/product/brooms-warehouse-wood-28/","N/A","","","","","","Badger Murphy","",""
,"BROTH CHICKEN 12/48 OZ COLLEGE INN","4246","1 CASE","48 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/broth-chicken-12-48-oz-college-inn/","COLLEGE INN","","","","","","Badger Murphy","",""
,"BROWNIE APPLE CREAM CHEESE 7.8125 LB *","843041","1 CASE *","7.8125","",,"","","","","CASE","","https://www.badgermurphy.com/product/brownie-apple-cream-cheese-7-8125-lb/","DESSERTWERKS","","","","","","Badger Murphy","",""
,"BROWNIE FUDGE WITH CHOCOLATE GANACHE 6.75 LB *","843046","1 CASE *","6.75 LBS.","",,"","","","","CASE","","https://www.badgermurphy.com/product/brownie-fudge-with-chocolate-ganache-6-75-lb/","DESSERTWERKS","","","","","","Badger Murphy","",""
,"BROWNIES ICED 24/2.5 OZ +","8654","1 CASE +","2.5 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/brownies-iced-24-2-5-oz/","SARA LEE","","","","","","Badger Murphy","",""
,"BROWNIES SUGAR FREE 144/2 OZ *","842400","1 CASE *","2 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/brownies-sugar-free-144-2-oz/","ATHENAS SILVERLAND","","","","","","Badger Murphy","",""
,"BRUSSELS SPROUTS 5 LB","4545","5 LB.","PC.","",,"","","","","PC.","","https://www.badgermurphy.com/product/brussels-sprouts-5-lb/","N/A","","","","","","Badger Murphy","",""
,"BUBBLE GUM (BLUE) FLAVOR *","0434","1 GAL *","1 GAL.","",,"","","","","GAL.","","https://www.badgermurphy.com/product/bubble-gum-blue-flavor/","MAR-VA-FLO","","","","","","Badger Murphy","",""
,"BULK SAUSAGE PORK 10 LB","6125C","10 LB.","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/bulk-sausage-pork-10-lb/","ROSE","","","","","","Badger Murphy","",""
,"BUNS HAMBURGER 1.5 OZ 8 CT *","8227","1 BAG *","3.5 "" DIAM","",,"","","","","BAG","","https://www.badgermurphy.com/product/buns-hamburger-1-5-oz-8-ct/","L OVEN FRESH","","","","","","Badger Murphy","",""
,"BUNS HOT DOG 1.5 OZ 8 CT *","8226","1 BAG *","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/buns-hot-dog-1-5-oz-8-ct/","L OVEN FRESH","","","","","","Badger Murphy","",""
,"BURRITO BEEF & BEAN 48/5 OZ +","6633","1 CASE +","5 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/burrito-beef-bean-48-5-oz/","ILTACO","","","","","","Badger Murphy","",""
,"BUTCHER SHEETS WHITE 18×24 40 LB *","4107","1 CASE *","18""x24""","",,"","","","","CASE","","https://www.badgermurphy.com/product/butcher-sheets-white-18x24-40-lb/","DANCO PAPER","","","","","","Badger Murphy","",""
,"BUTTER BALLS SALT 1152/.25 OZ 18 LB","200350","1 CASE","1/4 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-balls-salt-1152-25-oz-18-lb/","BUTTERBALL","","","","","","Badger Murphy","",""
,"BUTTER BLEND SOLIDS 30/1 LB","0102","1 CASE","1 POUND","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-blend-solids-30-1-lb/","GOLD-N-SWEET","","","","","","Badger Murphy","",""
,"BUTTER BLEND WHIPPED 60/40 4/5 LB","0104","20 LB.","5 POUND","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-blend-whipped-60-40-4-5-lb/","GOLDEN GOODNESS BLEND","","","","","","Badger Murphy","",""
,"BUTTER BULK SALT 25 KILO","0014","25 KILO","55.12 LB.","",,"","","","","CUBE","","https://www.badgermurphy.com/product/butter-bulk-salt-25-kilo/","MCHIGAN MILK","","","","","","Badger Murphy","",""
,"BUTTER BULK SALT AA 25 KILO","0106","25 KILO","55.12 LB.","",,"","","","","CUBE","","https://www.badgermurphy.com/product/butter-bulk-salt-aa-25-kilo-2/","GRASSLAND","","","","","","Badger Murphy","",""
,"BUTTER BULK SALT AA 25 KILO +","0015","25 KILO+","55.12 LB.","",,"","","","","CUBE","","https://www.badgermurphy.com/product/butter-bulk-salt-aa-25-kilo/","GRASSLAND","","","","","","Badger Murphy","",""
,"BUTTER BULK SALT ORGANIC 55 LB *","0020","1 CASE *","55 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-bulk-salt-organic-55-lb/","ORGANIC VALLEY","","","","","","Badger Murphy","",""
,"BUTTER BULK UNSALTED 25 KILO","0016","25 KILO","55.12 LB.","",,"","","","","CUBE","","https://www.badgermurphy.com/product/butter-bulk-unsalted-25-kilo/","GRASSLAND","","","","","","Badger Murphy","",""
,"BUTTER BULK UNSALTED 25 KILO","0121","55.12 LB.","55.12 LB.","",,"","","","","CUBE","","https://www.badgermurphy.com/product/butter-bulk-unsalted-25-kilo-3/","GRAF","","","","","","Badger Murphy","",""
,"BUTTER BULK UNSALTED 25 KILO *","0019","25 KILO *","55.12","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-bulk-unsalted-25-kilo-2/","MICHIGAN MILK","","","","","","Badger Murphy","",""
,"BUTTER BULK UNSALTED 83% 25 KILO WUETHRICH","0120","25 KILO","55.12 LB.","",,"","","","","CUBE","","https://www.badgermurphy.com/product/butter-bulk-unsalted-83-25-kilo-wuethrich/","GRASSLAND","","","","","","Badger Murphy","",""
,"BUTTER BULK UNSALTED AA 30 LB +","0013","30 LB. +","N/A","",,"","","","","CUBE","","https://www.badgermurphy.com/product/butter-bulk-unsalted-aa-30-lb/","GRASSLAND","","","","","","Badger Murphy","",""
,"BUTTER BULK UNSALTED RGBH FREE 25 KILO","0017","25 KILO","5.12 LB.","",,"","","","","CUBE","","https://www.badgermurphy.com/product/butter-bulk-unsalted-rgbh-free-25-kilo/","GRASSLAND","","","","","","Badger Murphy","",""
,"BUTTER CHIP 90 CUT SALT 6/5 LB +","0102E","30 LB. +","90 CUT","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-chip-90-cut-salt-6-5-lb/","GRASSLAND","","","","","","Badger Murphy","",""
,"BUTTER CLARIFIED 4/5 LB WUETRICH +","0018","20 LB. +","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-clarified-4-5-lb-wuetrich/","WUTHRICH","","","","","","Badger Murphy","",""
,"BUTTER CONTINENTAL 47 CUT SALT 17 LB","0104A","17 LB.","47 CUT","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-continental-47-cut-salt-17-lb/","GRASSLAND","","","","","","Badger Murphy","",""
,"BUTTER CONTINENTAL 47 CUT UNSALTED 17 LB +","0104B","17 LB. +","47 CUT","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-continental-47-cut-unsalted-17-lb/","GRASSLAND","","","","","","Badger Murphy","",""
,"BUTTER CONTINENTAL 500/35 OZ SALT +","200420","1 CASE *","3/8 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-continental-500-35-oz-salt/","KERRY GOLD","","","","","","Badger Murphy","",""
,"BUTTER CONTINENTAL 59 CUT SALT 17 LB","0104D","17 LB.","59 CUT","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-continental-59-cut-salt-17-lb/","GRASSLAND","","","","","","Badger Murphy","",""
,"BUTTER CONTINENTAL 59 CUT UNSALTED 17 LB +","0104F","17 LB. +","59 CUT","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-continental-59-cut-unsalted-17-lb/","GRASSLAND","","","","","","Badger Murphy","",""
,"BUTTER CUPS 720 CT 8 LB","0011","1 CASE","5 GRAM","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-cups-720-ct-8-lb/","GRASSLAND","","","","","","Badger Murphy","",""
,"BUTTER CUPS WHIPPED 400/8 GM","0002","1 CASE","8 GRAM","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-cups-whipped-400-8-gm/","DANISH MAID","","","","","","Badger Murphy","",""
,"BUTTER CUPS WHIPPED 400/8 GM","0004","7.05 LB.","8 GRAM","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-cups-whipped-400-8-gm-2/","GRASSLAND","","","","","","Badger Murphy","",""
,"BUTTER CUPS WHIPPED 468/6 GM","0003","1 CASE","6 GRAM","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-cups-whipped-468-6-gm/","DANISH MAID","","","","","","Badger Murphy","",""
,"BUTTER FLAVOR","0402","1 GAL","1 GAL.","",,"","","","","GAL.","","https://www.badgermurphy.com/product/butter-flavor/","MAR-VA-FLO","","","","","","Badger Murphy","",""
,"BUTTER LAMBS 36/3 OZ *","0012","1 CASE *","3 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-lambs-36-3-oz/","DANISHMAID","","","","","","Badger Murphy","",""
,"BUTTER MEDALLIONS SALT 520/.3 OZ +","200321","1 CASE +",".3 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-medallions-salt-520-3-oz/","BUTTERBALL","","","","","","Badger Murphy","",""
,"BUTTER MEDALLIONS UNSALTED 252/.5 OZ","200320","1 CASE",".5 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-medallions-unsalted-252-5-oz/","BUTTERBALL","","","","","","Badger Murphy","",""
,"BUTTER PECAN FLAVOR","0423","1 GAL","1 GAL.","",,"","","","","GAL.","","https://www.badgermurphy.com/product/butter-pecan-flavor/","MAR-VA-FLO","","","","","","Badger Murphy","",""
,"BUTTER QUARTERS SALT AA 18/1 LB","0127","18/1 LB.",".25 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-quarters-salt-aa-18-1-lb/","GRASSLAND","","","","","","Badger Murphy","",""
,"BUTTER QUARTERS UNSALTED 18/1 LB","0126A","18/1 LB.",".25 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-quarters-unsalted-18-1-lb/","GRASSLAND","","","","","","Badger Murphy","",""
,"BUTTER ROSE UNSALTED 520/23 OZ 8.5 LB *","0007","1 CASE *",".23 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-rose-unsalted-520-23-oz-8-5-lb/","BUTTERBALL","","","","","","Badger Murphy","",""
,"BUTTER SAUCE 8/2 LB *","200375","1 CASE *","2 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-sauce-8-2-lb/","BUTTERBALL (OLD FORMULA)","","","","","","Badger Murphy","",""
,"BUTTER SOLIDS SALT (BROWN TAPE) PP 36/1 LB +","0124","36/1 LB +","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-solids-salt-brown-tape-pp-36-1-lb/","CLOVERDALE","","","","","","Badger Murphy","",""
,"BUTTER SOLIDS SALT 36/1 LB","0123","36/1 LB.","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-solids-salt-36-1-lb/","N/A","","","","","","Badger Murphy","",""
,"BUTTER SOLIDS UNSALTED 36/1 LB","0124B","36/1 LB.","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-solids-unsalted-36-1-lb/","GRASSLAND","","","","","","Badger Murphy","",""
,"BUTTER SOLIDS UNSALTED 36/1 LB *","0124C","1 CASE *","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-solids-unsalted-36-1-lb-2/","LANDOLAKES","","","","","","Badger Murphy","",""
,"BUTTER SOLIDS UNSALTED EUROPEAN STYLE 36/1 LB","200136","1 CASE","1 POUND","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-solids-unsalted-european-style-36-1-lb/","PLUGRA","","","","","","Badger Murphy","",""
,"BUTTER SOLIDS UNSALTED EUROPEAN STYLE AA 36/1 LB WUETHRICH","0129","36/1 LB.","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-solids-unsalted-european-style-aa-36-1-lb-wuethrich/","WUTHRICH","","","","","","Badger Murphy","",""
,"BUTTER SUPREME FLAVOR","0452","1 GAL","1 GAL.","",,"","","","","GAL.","","https://www.badgermurphy.com/product/butter-supreme-flavor/","MAR-VA-FLO","","","","","","Badger Murphy","",""
,"BUTTER VANILLA POWDER 50 LB *","0470","1 BAG *","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/butter-vanilla-powder-50-lb/","MARV-A-FLO","","","","","","Badger Murphy","",""
,"BUTTER WHIPPED 5 LB","0105A","5 LB.","5 LB.","",,"","","","","TUB","","https://www.badgermurphy.com/product/butter-whipped-5-lb/","GRASSLAND","","","","","","Badger Murphy","",""
,"BUTTER WHIPPED 4/5 LB","0105","20 LB.","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/butter-whipped-4-5-lb/","GRASSLAND","","","","","","Badger Murphy","",""
,"BUTTERMILK 5 GAL BAG","0709","5 GAL.","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/buttermilk-5-gal-bag/","PRAIRIE FARMS","","","","","","Badger Murphy","",""
,"BUTTERMILK rBST FREE 1/2 GAL","0723","1/2 GAL",".5 GAL.","",,"","","","","EACH","","https://www.badgermurphy.com/product/buttermilk-rbst-free-1-2-gal/","PRAIRIE FARMS","","","","","","Badger Murphy","",""
,"BUTTERMILK REDUCED FAT 1.5% QT","0707D","1 QT.","1 QT","",,"","","","","EACH","","https://www.badgermurphy.com/product/buttermilk-reduced-fat-1-5-qt/","PRAIRIE FARMS","","","","","","Badger Murphy","",""
,"BUTTERNUT SQUASH PUREE 28 LB PAIL +","0339A","28 LB. +","28 LBS","",,"","","","","PAIL","","https://www.badgermurphy.com/product/butternut-squash-puree-28-lb-pail/","HARVEST PACK","","","","","","Badger Murphy","",""
,"CABBAGE GREEN 14-16 CT BOX","4509","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/cabbage-green-14-16-ct-box/","N/A","","","","","","Badger Murphy","",""
,"CABBAGE GREEN 3CT BOX","4509A","3 CT.","PC.","",,"","","","","PC.","","https://www.badgermurphy.com/product/cabbage-green-3ct-box/","N/A","","","","","","Badger Murphy","",""
,"CABBAGE GREEN CHOPPED MIXED 4/5 LB +","5426","20 LB. +","1/4 INCH","",,"","","","","CASE","","https://www.badgermurphy.com/product/cabbage-green-chopped-mixed-4-5-lb/","N/A","","","","","","Badger Murphy","",""
,"CABBAGE GREEN SHREDDED 4/5 LB","8220E","20 LB.","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cabbage-green-shredded-4-5-lb/","N/A","","","","","","Badger Murphy","",""
,"CABBAGE RED 18-20 CT","4553","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/cabbage-red-18-20-ct/","N/A","","","","","","Badger Murphy","",""
,"CABBAGE RED 3 CT","4553A","3 CT.","PC.","",,"","","","","PC.","","https://www.badgermurphy.com/product/cabbage-red-3-ct/","N/A","","","","","","Badger Murphy","",""
,"CAESAR CLASSIC 4/1 GAL +","9170","1 CASE +","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/caesar-classic-4-1-gal/","KENS ESSENTIALS","","","","","","Badger Murphy","",""
,"CAESAR CREAMY 4/1 GAL","9139","1 CASE","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/caesar-creamy-4-1-gal/","KRAFT","","","","","","Badger Murphy","",""
,"CAESAR CREAMY PC 60/1.5 OZ *","9145","1 CASE *","1.5 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/caesar-creamy-pc-60-1-5-oz/","KRAFT","","","","","","Badger Murphy","",""
,"CAESAR EMPIRE 4/1 GAL +","9209","1 CASE +","1 GALLON","",,"","","","","CASE","","https://www.badgermurphy.com/product/caesar-empire-4-1-gal/","CONWAY","","","","","","Badger Murphy","",""
,"CAESAR PERFECT 4/1 GAL +","9202","1 CASE *","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/caesar-perfect-4-1-gal/","CONWAY","","","","","","Badger Murphy","",""
,"CAJUN SPICE 5 LB","4355","1 JAR","5 LB.","",,"","","","","JAR","","https://www.badgermurphy.com/product/cajun-spice-5-lb/","N/A","","","","","","Badger Murphy","",""
,"CAKE BANANA FUDGE CHIP 3 LAYER 2 CT *","843045","1 CASE *","2 CT","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-banana-fudge-chip-3-layer-2-ct/","DESSERT WERKS","","","","","","Badger Murphy","",""
,"CAKE BAND CLEAR 4X32 250 CT +","4765","1 CASE +","4""x32""","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-band-clear-4x32-250-ct/","N/A","","","","","","Badger Murphy","",""
,"CAKE BAND POLYFLEX 3×30 250 CT *","4766","1 CASE *","3x30","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-band-polyflex-3x30-250-ct/","N/A","","","","","","Badger Murphy","",""
,"CAKE BANQUET WHITE 2 LAYER 2 CT *","843043","1 CASE *","3.375 LBS.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-banquet-white-2-layer-2-ct/","DESSERTWERKS","","","","","","Badger Murphy","",""
,"CAKE BANQUET YELLOW 2 LAYER 2 CT *","843042","1 CASE *","4.0625 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-banquet-yellow-2-layer-2-ct/","DESSERTWERKS","","","","","","Badger Murphy","",""
,"CAKE BOARD CIRCLES GOLD SCALLIPED 10 IN 200 CT","4153","1 CASE","10 INCH","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-board-circles-gold-scalliped-10-in-200-ct/","SOUTHERN CHAMPION","","","","","","Badger Murphy","",""
,"CAKE BOARD CIRCLES GOLD SCALLOPED 12 IN 100 CT","4155","1 CASE","12 INCH","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-board-circles-gold-scalloped-12-in-100-ct/","HONEYMOON","","","","","","Badger Murphy","",""
,"CAKE BOARD CIRCLES GOLD SCALLOPED 8 IN 200 CT +","4162","1 CASE +","8 INCH","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-board-circles-gold-scalloped-8-in-200-ct/","HONEYMOON","","","","","","Badger Murphy","",""
,"CAKE BOARD CIRCLES WHITE 6 IN 750 CT *","4169","1 CASE *","6 INCH","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-board-circles-white-6-in-750-ct/","N/A","","","","","","Badger Murphy","",""
,"CAKE BOARD CIRCLES WHITE 10 IN 100 CT","4163","1 CASE","10 IN.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-board-circles-white-10-in-100-ct/","N/A","","","","","","Badger Murphy","",""
,"CAKE BOARD FULL SHEET GOLD DOUBLE WALL 30 CT","4165","1 CASE","25.5x17.5","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-board-full-sheet-gold-double-wall-30-ct/","HONEYMOON","","","","","","Badger Murphy","",""
,"CAKE BOARD FULL SHEET WHITE DOUBLE WALL CORRUGATED 60 CT","4180","1 CASE *","24.5x16.5","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-board-full-sheet-white-double-wall-corrugated-60-ct/","HONEYMOON","","","","","","Badger Murphy","",""
,"CAKE BOARD HALF SHEET WHITE DOUBLE WALL GREASEPROOF 50 CT","4181","1 CASE","19 X 14","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-board-half-sheet-white-double-wall-greaseproof-50-ct/","SOUTHERN CHAMPION","","","","","","Badger Murphy","",""
,"CAKE BOARD HALF SHEETS GOLD DOUBLE WALL SCALLOP 30 CT +","4151","1 CASE","18.75x13.7","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-board-half-sheets-gold-double-wall-scallop-30-ct/","HONEYMOON","","","","","","Badger Murphy","",""
,"CAKE BOARD QUARTER SHEET GOLD SW SCALLOP 100 CT *","4177","1 CASE *","APRX 14x10","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-board-quarter-sheet-gold-sw-scallop-100-ct/","HONEYMOON","","","","","","Badger Murphy","",""
,"CAKE BOXES 12x12x6 50 CT","4150","1 CASE","12x12x6","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-boxes-12x12x6-50-ct/","BOXIT","","","","","","Badger Murphy","",""
,"CAKE BOXES FULL SHEET 2 PIECE 25 CT","4176","1 CASE","25x17x4.5","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-boxes-full-sheet-2-piece-25-ct/","SOUTHERN CHAMPION","","","","","","Badger Murphy","",""
,"CAKE BOXES HALF SHEET 1 PIECE 50 CT","4175","1 CASE *","19x14x5","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-boxes-half-sheet-1-piece-50-ct/","BOXIT","","","","","","Badger Murphy","",""
,"CAKE BOXES HALF SHEET 2 PIECE 50 CT *","4174","1 CASE *","18.5x13x4.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-boxes-half-sheet-2-piece-50-ct/","N/A","","","","","","Badger Murphy","",""
,"CAKE BUFFET ASST 4/14 SL +","8622","1 CASE +","30 OZ 8""","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-buffet-asst-4-14-sl/","DIANNES","","","","","","Badger Murphy","",""
,"CAKE CAPPUCINO 12 SL *","841732","1 CASE *","12 CT","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-cappucino-12-sl/","BINDI","","","","","","Badger Murphy","",""
,"CAKE CARROT 3 LAYER GOURMET 2/14 SL +","8620","1 CASE +","14 SL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-carrot-3-layer-gourmet-2-14-sl/","DIANNES","","","","","","Badger Murphy","",""
,"CAKE CHAMBORD 9 IN ROUND 2 PC *","840831","1 CASE *","9 IN","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-chambord-9-in-round-2-pc/","SYMPHONY","","","","","","Badger Murphy","",""
