"description","name","sku","pack","size","gtin","retail_price","is_catch_weight","average_case_weight","image","manufacturer_sku","ordering_unit","is_broken_case","content_url","brand","taxonomy","level 1","level 2","level 3","manufacturer_name","distributor_name","unit_price","extra_data"
"Berkshire Pork Cheddar Bratwurst is a rich and juicy sausage made with premium pork and creamy cheddar cheese, perfect for grilling and enjoying at any cookout or meal. (Available Frozen)","Berkshire Pork Cheddar Bratwurst","","","","","$10.99","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/5e8b5f81-d6a6-4f99-9a5a-2355e8695b67.jpg?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-berkshire-pork-cheddar-bratwurst_ce10679d-600a-4730-947d-350b298599a5","","","Burgers and Sausages","","","","Harison's Poultry","",""
"Berkshire Pork Chorizo Sausage is a bold and flavorful sausage made with premium pork and traditional spices, perfect for adding a spicy kick to your favorite dishes. (Available Frozen).","Berkshire Pork Chorizo Sausage","","","","","$10.99","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/4d68aace-c12f-4e03-9475-60d6307f175c.png?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-berkshire-pork-chorizo-sausage_dd274757-1e58-4b22-8b8f-1ea9d2d20b1a","","","Burgers and Sausages","","","","Harison's Poultry","",""
"Berkshire Pork Homefield Franks are high-quality, juicy hot dogs made from premium Berkshire pork, delivering a deliciously rich flavor perfect for grilling or enjoying at a ballpark gathering. (Available Frozen).","Berkshire Pork Homefield Franks","","","","","$9.99","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/13e80df6-cc11-4804-b146-82690f548648.png?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-berkshire-pork-homefield-franks_714e77a6-942f-4d62-bcf5-ae470c8125ea","","","Burgers and Sausages","","","","Harison's Poultry","",""
"Berkshire Pork Thick Cut Uncured Applewood Smoked Bacon is a rich and savory bacon made from premium pork, offering a deliciously smoky flavor without nitrates or nitrites for a healthier breakfast option. (Available Frozen).","Berkshire Pork Thick Cut Uncured Applewood Smoked Bacon - Nitrate & Nitrite Free","","","","","$12.99","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/e05e3ca7-b7a1-43dd-bcb0-f60f69647af9.png?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-berkshire-pork-thick-cut-uncured-applewood-smoked-bacon-nitrate-nitrite-free_088d7bc9-0bb9-495d-a36c-195cf8647892","","","Burgers and Sausages","","","","Harison's Poultry","",""
"One Pound Package - (Available Frozen).

Exclusively Natural Ingredients - Honey Sage Chicken Breakfast Sausage - Traditional Flavor - Exceptional Quality","Breakfast Chicken Sausage - Honey Sage - 2 oz. Links","","","","","$17.99","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/fdd4ee73-692d-46ad-ad85-205a6b2bd188.jpg?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-breakfast-chicken-sausage-honey-sage-2-oz-links_212b0f96-368d-4ac0-acea-635063346759","","","Burgers and Sausages","","","","Harison's Poultry","",""
"1 Package of Buffalo & Bleu Cheese Chicken Burgers. 
Typically Frozen. Call For Fresh. (Available Frozen).
4 Patties per Package","Buffalo & Bleu Cheese Chicken Burgers","","","","","$19.95/lb","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/4b48b4d9-cb35-49fc-9da5-12befad13ed7.jpg?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-buffalo-bleu-cheese-chicken-burgers_fe75fde0-0328-4f89-89a3-132b931c3cb3","","","Burgers and Sausages","","","","Harison's Poultry","",""
"A chicken burger features a juicy, seasoned chicken patty sandwiched between a soft bun, often topped with fresh vegetables, sauces, and cheese for a satisfying meal. (Available Frozen).","Chicken Burger","","","","","$15.99/lb","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/b444aa05-fb94-455a-820a-112509b64867.jpg?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-chicken-burger_ca493d28-33e7-4795-a5d2-9c17f78b3dbd","","","Burgers and Sausages","","","","Harison's Poultry","",""
"1.5# portion of Forza Meats Chili Lime Chicken Sausages.
(Available Frozen).
4 Links per Package.","Chili Lime Chicken Sausages (1 Package)","","","","","$17.99","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/248883f1-54e4-4988-8f07-5cf8c750bfa2.jpg?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-chili-lime-chicken-sausages-1-package_67e5ab3e-e460-420f-9544-b1f3747f23c9","","","Burgers and Sausages","","","","Harison's Poultry","",""
"Forza Meats Italian Pork Sausage is a flavorful blend of premium pork and traditional Italian seasonings, perfect for adding a savory, authentic taste to pastas, pizzas, and grilled dishes. (Available Frozen).","Forza Meats Italian Pork Sausage","","","","","$15.99/lb","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/7b7502dd-cbfa-437a-b874-4250081d521b.jpg?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-forza-meats-italian-pork-sausage_b8ebdf72-abe6-44ae-81f1-adb946893b50","","","Burgers and Sausages","","","","Harison's Poultry","",""
"Forza Meats Italian Turkey Sausage is a lean and flavorful sausage made with turkey and a blend of traditional Italian herbs and spices, perfect for adding a healthy twist to pasta dishes, pizzas, or grilling.","Forza Meats Italian Turkey Sausage","","","","","$15.99/lb","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/7b7502dd-cbfa-437a-b874-4250081d521b.jpg?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-forza-meats-italian-turkey-sausage_ff31075e-47fc-4c2b-8f33-fe69b7cebdcb","","","Burgers and Sausages","","","","Harison's Poultry","",""
"Forza Meats Spinach and Feta Cheese Chicken Sausage is a deliciously flavorful sausage combining lean chicken with vibrant spinach and tangy feta, perfect for adding a Mediterranean twist to your favorite dishes. (Available Frozen)","Forza Meats Spinach and Feta Cheese Chicken Sausage","","","","","$17.99/lb","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/a3f954e5-f6d7-4919-b148-a8d81946b246.jpg?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-forza-meats-spinach-and-feta-cheese-chicken-sausage_8a9f360d-f5fc-423c-8b7d-18648b5ab128","","","Burgers and Sausages","","","","Harison's Poultry","",""
"Ground Berkshire Pork Italian Sausage is a premium blend of seasoned ground pork infused with traditional Italian spices, perfect for enhancing pasta dishes, pizzas, and hearty casseroles. (Available Frozen)","Ground Berkshire Pork Italian Sausage","","","","","$7.99","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/a9f2e5a5-fd44-4e16-ac37-07b1c9e46eb1.png?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-ground-berkshire-pork-italian-sausage_9307d0cd-4664-4aa7-9a43-47ad1028d8bb","","","Burgers and Sausages","","","","Harison's Poultry","",""
"Harrison's Stuffed Turkey Burgers combine lean turkey with savory fillings, offering a deliciously juicy and flavorful alternative to traditional beef burgers, perfect for grilling or pan-searing. (Available Frozen).","Harrison's Stuffed Turkey Burgers","","","","","$19.95/lb","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/5eb74f3b-5479-493e-bb4e-c1e58336ef97.jpg?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-harrisons-stuffed-turkey-burgers_f77a7d15-c33e-4655-8c9e-dab6ca1dcfab","","","Burgers and Sausages","","","","Harison's Poultry","",""
"1.5# package of Forza Meats Mild Pork Italian Sausage. Frozen. 4 links per package. (Available Frozen).","Pork Italian Sausages (1 package)","","","","","$17.99","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/a48d1ded-2e5d-4a8d-826c-88f80082f00b.jpg?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-pork-italian-sausages-1-package_47eb0f72-75fd-478a-b8a1-add258e27354","","","Burgers and Sausages","","","","Harison's Poultry","",""
"1.5# package of Forza Meats spinach and feta stuffed chicken sausages. Frozen. 4 links per package. (Available Frozen).","Spinach and Feta Chicken Sausages (1 package)","","","","","$17.99","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/4717a490-fa09-480c-814b-2f52abbb1802.png?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-spinach-and-feta-chicken-sausages-1-package_7dbff693-7fe0-421d-82ce-8be1a5266f07","","","Burgers and Sausages","","","","Harison's Poultry","",""
"1.5 Pound package of Tomato, Basil, and Mozzarella Stuffed Chicken Sausages. (Available Frozen).
4 links per package","Tomato Basil Chicken Sausages (1 Package)","","","","","$17.99","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/cd889cb2-62cd-4252-8569-2b7fa41c9ed8.jpg?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-tomato-basil-chicken-sausages-1-package_0091a68d-4257-4c13-ba03-99b405e5a6d7","","","Burgers and Sausages","","","","Harison's Poultry","",""
"Turkey burgers are a lean and flavorful alternative to beef, featuring seasoned turkey patties that are grilled or pan-fried, often served with fresh toppings and condiments in a soft bun.(Available Frozen).","Turkey Burgers","","","","","$18.99/lb","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/b8c9cf91-00b1-4ea7-997d-bca4d0f31141.jpg?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-turkey-burgers_94aa65fc-e00e-42f6-9f1a-cdfefad181df","","","Burgers and Sausages","","","","Harison's Poultry","",""
"1.5# package of Forza Meats Mild Turkey Italian Sausage. Frozen. 4 links per package","Turkey Italian Sausage (1 Package)","","","","","$15.99","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/9d49b2af-a974-4b22-982b-5e800bdeb6c8.jpg?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-turkey-italian-sausage-1-package_20f38b13-cb7d-435c-a633-b122d0138450","","","Burgers and Sausages","","","","Harison's Poultry","",""
"Harrison's Sweet Italian Chicken Sausage is a lean and flavorful sausage crafted from premium chicken and seasoned with classic Italian spices, perfect for enhancing pastas, pizzas, and grilled meals.","Harrison's Sweet Italian Chicken Sausage","","","","","$7.99","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/db89227c-635e-499c-a37c-8f403348a532.jpg?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-harrisons-sweet-italian-chicken-sausage_2dc39b65-ac04-4737-b92a-f7ce3a339867","","","Burgers and Sausages","","","","Harison's Poultry","",""
"Harrison's Hot Italian Chicken Sausage is a spicy and savory sausage made from premium chicken and bold Italian seasonings, ideal for adding a fiery kick to pastas, pizzas, and grilled dishes.","Harrison's Hot Italian Chicken Sausage","","","","","$7.99","","","https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/216c7789-3e35-47a9-9240-e1f19fc5c7c2/MenuItem/a16d24b1-d2d0-489e-9524-c15a3404c018.jpg?size=medium","","","","https://harrisonspoultry.com/order/harrisons-poultry-butcher-shop-1201-waukegan-road/item-harrisons-hot-italian-chicken-sausage_c2c0c75f-f2a1-42ad-bb60-e32121526520","","","Burgers and Sausages","","","","Harison's Poultry","",""
