description,sku,pack,size,gtin,name,retail_price,is_catch_weight,average_case_weight,image,manufacturer_sku,ordering_unit,is_broken_case,content_url,brand,level_1,level_2,level_3,manufacturer_name,distributor_name,unit_price,extra_data
"The word croissant is French for crescent, describing the classic, moon-sliver shape of these buttery, baked 
delights. But croissants can come in many shapes, as evidenced by Trader Joe's Mini Chocolate Chip Croissant 
Swirls.

In these Mini Croissants, the crescent is superseded by the Swirl. Our French bakery supplier starts with 
familiar croissant construction, using layers upon layers of thin, wheat-flour dough, alternating with layers 
of cultured butter. The dough is then rolled into long cylinders, which are cut into discs resembling spiral 
galaxies, if you will. And a generous sprinkling of semi-sweet Chocolate Chips are the stars of these systems. 

Our Ready-to-Bake Mini Croissant Swirls go directly from freezer to oven; no proofing required. Simply 
allow the frozen Swirls to rest at room temperature on a parchment-lined baking sheet for as long as it takes to 
pre-heat your oven to 350°F, pop them in, and 25-30 minutes later you'll be over the moon for golden brown, 
crisp & flaky pastries, studded with a constellation of melty, chocolatey Chips. You'll find 8.5-ounce packages 
of eight, Trader Joe's Mini Chocolate Chip Croissant Swirls in our freezers, every day.

Mini Chocolate Chip Croissant Swirls",75062,,8.5 Oz,,Mini Chocolate Chip Croissant Swirls,3.99,,,https://www.traderjoes.com/content/dam/trjo/products/m20604/75062.png,,,,https://www.traderjoes.com/home/products/pdp/mini-chocolate-chip-croissant-swirls-075062,,,,,,,,"{item_title:Mini Chocolate Chip Croissant Swirls,category_hierarchy:[{id:2,name:Products,__typename:CategoryTree},{id:8,name:Food,__typename:CategoryTree},{id:95,name:From The Freezer,__typename:CategoryTree},{id:107,name:Cool Desserts,__typename:CategoryTree}],primary_image:/content/dam/trjo/products/m20604/75062.png,primary_image_meta:{url:/content/dam/trjo/products/m20604/75062.png,metadata:{\src\:\/content/dam/trjo/products/m20604/75062.png/jcr:content/renditions/cq5dam.web.1280.1280\,\srcSet\:[{\src\:\/content/dam/trjo/products/m20604/75062.png/jcr:content/renditions/webp-640.webp\,\media\:\(max-width: 847px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20604/75062.png/jcr:content/renditions/webp-1280.webp\,\media\:\(min-width: 848px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20604/75062.png/jcr:content/renditions/cq5dam.web.640.640\,\media\:\(max-width: 847px)\,\type\:\image/png\},{\src\:\/content/dam/trjo/products/m20604/75062.png/jcr:content/renditions/cq5dam.web.1280.1280\,\media\:\(min-width: 848px)\,\type\:\image/png\}],\alt\:\Trader Joe's Mini Chocolate Chip Croissant Swirls\,\srcOriginal\:\/content/dam/trjo/products/m20604/75062.png\},__typename:ImageWithMeta},sales_size:8.5,sales_uom_description:Oz,price_range:{minimum_price:{final_price:{currency:USD,value:3.99,__typename:Money},__typename:ProductPrice},__typename:PriceRange},fun_tags:[Alfresco Dining,Finger Food,Treat Yourself],item_characteristics:null,__typename:SimpleProduct,dietaryTags:,product_variants:[]}"
"While some desserts are awesomely ornate in their construction, dulce de leche is sublimely simple: on the most 
fundamental level, all it requires to make is milk, sugar, and the patience to let it slowly simmer until it thickens 
to a caramelized texture, color, and taste. And yet, despite its superlatively simple setup, dulce de leche has an 
undeniable depth of flavor, combining the richness of condensed milk with the sweetness of caramel. That's 
why we find it's an ideal flavor for our latest seasonal ice cream pint. In the spirit of such inspired simplicity, we 
invite you to enjoy this captivatingly creamy and caramelly Trader Joe's Dulce de Leche Ice Cream.

It's made especially for us by a trusted ice cream supplier, who starts with a base of creamy caramel ice cream, 
then adds a smooth, silky, and satisfyingly sweet swirl of milky, Dulce de Leche-style caramel. This double 
Dulce approach ensures that every spoonful is remarkably rich and full-flavored. And while we find that it 
more than stands on its own when enjoyed in a simple cup or cone, you may wish to take things to the next 
level by using it to make your own sundae, banana split, or milkshake. 

Dulce de Leche Ice Cream",77555,,1 Pint,,Dulce de Leche Ice Cream,3.79,,,https://www.traderjoes.com/content/dam/trjo/products/m20604/77555.png,,,,https://www.traderjoes.com/home/products/pdp/dulce-de-leche-ice-cream-077555,,,,,,,,"{item_title:Dulce de Leche Ice Cream,category_hierarchy:[{id:2,name:Products,__typename:CategoryTree},{id:8,name:Food,__typename:CategoryTree},{id:95,name:From The Freezer,__typename:CategoryTree},{id:107,name:Cool Desserts,__typename:CategoryTree}],primary_image:/content/dam/trjo/products/m20604/77555.png,primary_image_meta:{url:/content/dam/trjo/products/m20604/77555.png,metadata:{\src\:\/content/dam/trjo/products/m20604/77555.png/jcr:content/renditions/cq5dam.web.1280.1280\,\srcSet\:[{\src\:\/content/dam/trjo/products/m20604/77555.png/jcr:content/renditions/webp-640.webp\,\media\:\(max-width: 847px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20604/77555.png/jcr:content/renditions/webp-1280.webp\,\media\:\(min-width: 848px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20604/77555.png/jcr:content/renditions/cq5dam.web.640.640\,\media\:\(max-width: 847px)\,\type\:\image/png\},{\src\:\/content/dam/trjo/products/m20604/77555.png/jcr:content/renditions/cq5dam.web.1280.1280\,\media\:\(min-width: 848px)\,\type\:\image/png\}],\alt\:\Trader Joe's Dulce de Leche Ice Cream\,\srcOriginal\:\/content/dam/trjo/products/m20604/77555.png\},__typename:ImageWithMeta},sales_size:1,sales_uom_description:Pint,price_range:{minimum_price:{final_price:{currency:USD,value:3.79,__typename:Money},__typename:ProductPrice},__typename:PriceRange},fun_tags:[Date Night,Gild The Lily,Treat Yourself],item_characteristics:[Kosher],__typename:SimpleProduct,dietaryTags:,product_variants:[]}"
"What exactly is Trader Joe's Japanese Style Fried Rice? It's a big favorite among our Crew Members, and a 
mainstay in our freezer case. More specifically, it's our take on takikomi gohan, a traditional Japanese style of 
rice flavored with soy sauce and mirin (a tangy rice wine). Our version contains shelled edamame, pieces of 
deep fried tofu, and thin strips of hijiki seaweed. What's inside the package you'll find in our freezers is fully 
cooked-you can heat it in minutes in a microwave or skillet or wok-and works brilliantly as either a side with 
a larger Japanese-inspired meal or as the main dish for a vegetarian feast. You could also go the fusion route and 
serve it topped with Sriracha and a fried egg. (#putaneggonit) You'll find it alongside the other fried rice options 
in our freezers-we're selling each 16-ounce bag for $2.99, every day.",97908,,16 Oz,,Japanese Style Fried Rice,3.79,,,https://www.traderjoes.com/content/dam/trjo/products/m20602/97908.png,,,,https://www.traderjoes.com/home/products/pdp/japanese-style-fried-rice-097908,,,,,,,,"{item_title:Japanese Style Fried Rice,category_hierarchy:[{id:2,name:Products,__typename:CategoryTree},{id:8,name:Food,__typename:CategoryTree},{id:95,name:From The Freezer,__typename:CategoryTree},{id:101,name:Entrées & Sides,__typename:CategoryTree}],primary_image:/content/dam/trjo/products/m20602/97908.png,primary_image_meta:{url:/content/dam/trjo/products/m20602/97908.png,metadata:{\src\:\/content/dam/trjo/products/m20602/97908.png/jcr:content/renditions/cq5dam.web.1280.1280\,\srcSet\:[{\src\:\/content/dam/trjo/products/m20602/97908.png/jcr:content/renditions/webp-640.webp\,\media\:\(max-width: 847px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20602/97908.png/jcr:content/renditions/webp-1280.webp\,\media\:\(min-width: 848px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20602/97908.png/jcr:content/renditions/cq5dam.web.640.640\,\media\:\(max-width: 847px)\,\type\:\image/png\},{\src\:\/content/dam/trjo/products/m20602/97908.png/jcr:content/renditions/cq5dam.web.1280.1280\,\media\:\(min-width: 848px)\,\type\:\image/png\}],\alt\:\Trader Joe's Japanese Style Fried Rice\,\srcOriginal\:\/content/dam/trjo/products/m20602/97908.png\},__typename:ImageWithMeta},sales_size:16,sales_uom_description:Oz,price_range:{minimum_price:{final_price:{currency:USD,value:3.79,__typename:Money},__typename:ProductPrice},__typename:PriceRange},fun_tags:[Alfresco Dining,Dinner Hack,Fry It Up,In Lieu of Pizza,Put An Egg On It],item_characteristics:[Vegan],__typename:SimpleProduct,dietaryTags:,product_variants:[]}"
"Trader Joe's Breaded 
Mozzarella Cheese Sticks begin 
with part skim mozzarella 
cheese from Wisconsin. This 
family owned cheese company 
specifically uses rbst free 
cheese for our sticks. We 
developed a panko breading 
seasoned with garlic that bakes 
up in less than 10 minutes.  
There just enough breading that 
doesn't overpower the cheese. 
 
We are selling 16 oz. bag of 
Trader Joe's Breaded 
Mozzarella Sticks for $3.99.",50209,,16 Oz,,Breaded Mozzarella Cheese Sticks,5.49,,,https://www.traderjoes.com/content/dam/trjo/products/m20601/50209.png,,,,https://www.traderjoes.com/home/products/pdp/breaded-mozzarella-cheese-sticks-050209,,,,,,,,"{item_title:Breaded Mozzarella Cheese Sticks,category_hierarchy:[{id:2,name:Products,__typename:CategoryTree},{id:8,name:Food,__typename:CategoryTree},{id:95,name:From The Freezer,__typename:CategoryTree},{id:98,name:Appetizers,__typename:CategoryTree}],primary_image:/content/dam/trjo/products/m20601/50209.png,primary_image_meta:{url:/content/dam/trjo/products/m20601/50209.png,metadata:{\src\:\/content/dam/trjo/products/m20601/50209.png/jcr:content/renditions/cq5dam.web.1280.1280\,\srcSet\:[{\src\:\/content/dam/trjo/products/m20601/50209.png/jcr:content/renditions/webp-640.webp\,\media\:\(max-width: 847px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20601/50209.png/jcr:content/renditions/webp-1280.webp\,\media\:\(min-width: 848px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20601/50209.png/jcr:content/renditions/cq5dam.web.640.640\,\media\:\(max-width: 847px)\,\type\:\image/png\},{\src\:\/content/dam/trjo/products/m20601/50209.png/jcr:content/renditions/cq5dam.web.1280.1280\,\media\:\(min-width: 848px)\,\type\:\image/png\}],\alt\:\Trader Joe's Breaded Mozzarella Cheese Sticks\,\srcOriginal\:\/content/dam/trjo/products/m20601/50209.png\},__typename:ImageWithMeta},sales_size:16,sales_uom_description:Oz,price_range:{minimum_price:{final_price:{currency:USD,value:5.49,__typename:Money},__typename:ProductPrice},__typename:PriceRange},fun_tags:[Crack a Beer,Effortless Entertaining,Finger Food,Fry It Up,Game Night],item_characteristics:null,__typename:SimpleProduct,dietaryTags:,product_variants:[]}"
"Here's a quick dinner idea we think will really excite you! Trader Joe's Korean Style Beef Short Ribs. It's a 
simple entrée, really - lean beef short ribs marinated in a Korean style sweet and savory soy-based marinade. 
In the marinade, soy sauce and garlic account for the Ribs savory flavors, then brown sugar is added to make 
it deliciously sweet. The combination is simple, yet phenomenal. 

The genius is really in the preparation, and that's where you come in. In about 15 minutes (if you count the 
time it takes to thaw the meat), these simple Short Ribs cook to utter perfection - just pop them on a grill 
- or grill pan on the stovetop - at medium-high heat, cook for a couple of minutes on each side and, you're 
done. See? Genius! Before devouring, the Beef should be cooked thoroughly, at 160 degrees Fahrenheit or 
higher measured by a food thermometer. You'll find each 20-ounce package of Korean Style Beef Short Ribs 
containing five short ribs in our freezers.

 *Please check QIL to confirm current 

Korean Style Beef Short Ribs",90809,,20 Oz,,Korean Style Beef Short Ribs,13.99,,,https://www.traderjoes.com/content/dam/trjo/products/m20602/90809.png,,,,https://www.traderjoes.com/home/products/pdp/korean-style-beef-short-ribs-090809,,,,,,,,"{item_title:Korean Style Beef Short Ribs,category_hierarchy:[{id:2,name:Products,__typename:CategoryTree},{id:8,name:Food,__typename:CategoryTree},{id:95,name:From The Freezer,__typename:CategoryTree},{id:101,name:Entrées & Sides,__typename:CategoryTree}],primary_image:/content/dam/trjo/products/m20602/90809.png,primary_image_meta:{url:/content/dam/trjo/products/m20602/90809.png,metadata:{\src\:\/content/dam/trjo/products/m20602/90809.png/jcr:content/renditions/cq5dam.web.1280.1280\,\srcSet\:[{\src\:\/content/dam/trjo/products/m20602/90809.png/jcr:content/renditions/webp-640.webp\,\media\:\(max-width: 847px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20602/90809.png/jcr:content/renditions/webp-1280.webp\,\media\:\(min-width: 848px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20602/90809.png/jcr:content/renditions/cq5dam.web.640.640\,\media\:\(max-width: 847px)\,\type\:\image/png\},{\src\:\/content/dam/trjo/products/m20602/90809.png/jcr:content/renditions/cq5dam.web.1280.1280\,\media\:\(min-width: 848px)\,\type\:\image/png\}],\alt\:\Trader Joe's Korean Style Beef Short Ribs\,\srcOriginal\:\/content/dam/trjo/products/m20602/90809.png\},__typename:ImageWithMeta},sales_size:20,sales_uom_description:Oz,price_range:{minimum_price:{final_price:{currency:USD,value:13.99,__typename:Money},__typename:ProductPrice},__typename:PriceRange},fun_tags:[Alfresco Dining,Crack a Beer,Dinner Hack,Fire Up The Grill,Game Night,In Lieu of Pizza],item_characteristics:null,__typename:SimpleProduct,dietaryTags:,product_variants:[]}"
"It wasn't that long ago that the wings of a chicken were regarded as parts to be discarded. But, in an 
unexpected turnover, the chicken wing has intercepted the top spot for beloved bar nosh and ubiquitous 
sports-watching snacks. Now, Trader Joe's brings our own version of wings to the table (or bar top). Our new 
Hot & Spicy Chicken Wings have a list of stats that will make it hard-if not impossible-to catch a game 
without wanting them close-at-hand. 

Here's what makes our Wings soar above local pub grub: First, they come from vegetarian chickens. That 
means our California-grown birds are raised on a balanced diet of corn and soybean meal. They are never 
fed animal fat or animal by-products. Second, our Wings are 100% antibiotic-free (ABF). This is especially 
notable, since Trader Joe's is currently the only retailer selling completely ABF, hot and spicy wings. Third, our 
Wings are super easy to prepare. They've been fully cooked and promptly frozen. This means they're ready to 
heat at a moment's notice, in the microwave or conventional oven.

Like the original Buffalo wings, ours are sectioned (cut in half), and covered in a spicy sauce made from 
vinegar, cayenne peppers, and chile pepper extract. These bite- (or three) sized snacks are the perfect finger-
food. Spray canola oil on your baking tray for extra-crispy wings. And, be sure to have some cool dip at the 
ready. Try our Low-Fat Parmesan Ranch [sku 17784], or our Greek Style Feta Dressing [sku 93244] as the 
perfect foil for the spicy, vinegary sauce-with a handful of Cut & Peeled Baby Carrots [sku 70588] on the side.

Each 16-ounce (1-pound) bag of our Hot & Spicy Chicken Wings is $5.99. Move some down the field-from 
our freezer to yours-and you'll be primed for the next big game!

11.10.
14",52591,,16 Oz,,Hot & Spicy Chicken Wings,6.99,,,https://www.traderjoes.com/content/dam/trjo/products/m20601/52591.png,,,,https://www.traderjoes.com/home/products/pdp/hot-&-spicy-chicken-wings-052591,,,,,,,,"{item_title:Hot & Spicy Chicken Wings,category_hierarchy:[{id:2,name:Products,__typename:CategoryTree},{id:8,name:Food,__typename:CategoryTree},{id:95,name:From The Freezer,__typename:CategoryTree},{id:98,name:Appetizers,__typename:CategoryTree}],primary_image:/content/dam/trjo/products/m20601/52591.png,primary_image_meta:{url:/content/dam/trjo/products/m20601/52591.png,metadata:{\src\:\/content/dam/trjo/products/m20601/52591.png/jcr:content/renditions/cq5dam.web.1280.1280\,\srcSet\:[{\src\:\/content/dam/trjo/products/m20601/52591.png/jcr:content/renditions/webp-640.webp\,\media\:\(max-width: 847px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20601/52591.png/jcr:content/renditions/webp-1280.webp\,\media\:\(min-width: 848px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20601/52591.png/jcr:content/renditions/cq5dam.web.640.640\,\media\:\(max-width: 847px)\,\type\:\image/png\},{\src\:\/content/dam/trjo/products/m20601/52591.png/jcr:content/renditions/cq5dam.web.1280.1280\,\media\:\(min-width: 848px)\,\type\:\image/png\}],\alt\:\Trader Joe's Hot & Spicy Chicken Wings\,\srcOriginal\:\/content/dam/trjo/products/m20601/52591.png\},__typename:ImageWithMeta},sales_size:16,sales_uom_description:Oz,price_range:{minimum_price:{final_price:{currency:USD,value:6.99,__typename:Money},__typename:ProductPrice},__typename:PriceRange},fun_tags:[Alfresco Dining,Crack a Beer,Effortless Entertaining,Finger Food,Game Night,Mouth On Fire,Picnic],item_characteristics:null,__typename:SimpleProduct,dietaryTags:,product_variants:[]}"
"A much-beloved mainstay of Mexican cuisine, the chile relleno is a masterclass of complementary flavors and 
textures: each bite manages to combine the gooeyness of melted cheese, the tenderness of a fire-roasted pepper, 
and the crispiness of its egg-battered exterior, all at once. Of course, a dish with such a delightfully complex 
eating experience usually results from an equally complex cooking experience, and one doesn't always have the 
time to fire-roast, stuff, batter, and fry a whole pepper. That's what makes Trader Joe's Chiles Rellenos Con 
Queso so convenient-now, having a hearty chile relleno at home is simply a matter of letting it cook in the 
microwave, air fryer, or conventional oven, heating the included zesty tomato sauce on the stove or microwave, 
combining, and enjoying.

An always-excellent entrée or appetizer, our frozen Chiles Rellenos make an especially great vegetarian option 
for a weeknight dinner or weekend lunch. For a quick and easy meal, try pairing them with a side of rice and 
beans, which will also help soak up the rich and flavorful sauce. Of course, if you're feeling extra hungry, you 
can always use one as the filling for a super satisfying burrito, along with some diced tomatoes, onions, and our 
Organic Chunky Homestyle Guacamole [sku 71498].

Chiles Rellenos con Queso",75234,,14.4 Oz,,Chiles Rellenos con Queso,5.99,,,https://www.traderjoes.com/content/dam/trjo/products/m20602/75234.png,,,,https://www.traderjoes.com/home/products/pdp/chiles-rellenos-con-queso-075234,,,,,,,,"{item_title:Chiles Rellenos con Queso,category_hierarchy:[{id:2,name:Products,__typename:CategoryTree},{id:8,name:Food,__typename:CategoryTree},{id:95,name:From The Freezer,__typename:CategoryTree},{id:101,name:Entrées & Sides,__typename:CategoryTree}],primary_image:/content/dam/trjo/products/m20602/75234.png,primary_image_meta:{url:/content/dam/trjo/products/m20602/75234.png,metadata:{\src\:\/content/dam/trjo/products/m20602/75234.png/jcr:content/renditions/cq5dam.web.1280.1280\,\srcSet\:[{\src\:\/content/dam/trjo/products/m20602/75234.png/jcr:content/renditions/webp-640.webp\,\media\:\(max-width: 847px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20602/75234.png/jcr:content/renditions/webp-1280.webp\,\media\:\(min-width: 848px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20602/75234.png/jcr:content/renditions/cq5dam.web.640.640\,\media\:\(max-width: 847px)\,\type\:\image/png\},{\src\:\/content/dam/trjo/products/m20602/75234.png/jcr:content/renditions/cq5dam.web.1280.1280\,\media\:\(min-width: 848px)\,\type\:\image/png\}],\alt\:\Trader Joe's Chiles Rellenos con Queso\,\srcOriginal\:\/content/dam/trjo/products/m20602/75234.png\},__typename:ImageWithMeta},sales_size:14.4,sales_uom_description:Oz,price_range:{minimum_price:{final_price:{currency:USD,value:5.99,__typename:Money},__typename:ProductPrice},__typename:PriceRange},fun_tags:[Crack a Beer,Dinner Hack,In Lieu of Pizza,Time-pressed],item_characteristics:null,__typename:SimpleProduct,dietaryTags:,product_variants:[]}"
"An essential element of countless cuisines across Latin America and the Caribbean, the papa rellena might just 
be the ideal comfort food. While exact recipes vary, region to region, they're typically made by stuffing savory-
seasoned ground beef into a ball of mashed potatoes, which is then rolled in breadcrumbs and fried until 
it's crispy, golden brown, and mouthwateringly delicious. On paper, it sounds a little like a spicier, appetizer 
version of a shepherd's pie. As Trader Joe's Papas Rellenas ably demonstrate, on the palate, it's so much more. 

Drawing inspiration from the Cuban variation of this classic, comfy croquette, Trader Joe's Papas Rellenas are 
made with a picadillo-esque filling of ground beef, diced onions and bell peppers, along with a lively blend of 
herbs and seasonings like garlic, oregano, and black pepper. Each package contains four Papas Rellenas, which 
crisp up beautifully in either the conventional oven or the air fryer, after which they're ready to be enjoyed as 
an hors d'oeuvre, snack, or side, with a tart, creamy, or spicy dipping sauce. Or, if you prefer, they also make an 
excellent entrée-prepare a few Papas Rellenas per person, then serve on a plate with Spanish Style Rice [sku 
73936], Organic Black Beans [sku 50262], and your favorite TJ's salad kit. 

Papas Rellenas",76125,,14 Oz,,Papas Rellenas,4.99,,,https://www.traderjoes.com/content/dam/trjo/products/m20602/76125.png,,,,https://www.traderjoes.com/home/products/pdp/papas-rellenas-076125,,,,,,,,"{item_title:Papas Rellenas,category_hierarchy:[{id:2,name:Products,__typename:CategoryTree},{id:8,name:Food,__typename:CategoryTree},{id:95,name:From The Freezer,__typename:CategoryTree},{id:101,name:Entrées & Sides,__typename:CategoryTree}],primary_image:/content/dam/trjo/products/m20602/76125.png,primary_image_meta:{url:/content/dam/trjo/products/m20602/76125.png,metadata:{\src\:\/content/dam/trjo/products/m20602/76125.png/jcr:content/renditions/cq5dam.web.1280.1280\,\srcSet\:[{\src\:\/content/dam/trjo/products/m20602/76125.png/jcr:content/renditions/webp-640.webp\,\media\:\(max-width: 847px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20602/76125.png/jcr:content/renditions/webp-1280.webp\,\media\:\(min-width: 848px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20602/76125.png/jcr:content/renditions/cq5dam.web.640.640\,\media\:\(max-width: 847px)\,\type\:\image/png\},{\src\:\/content/dam/trjo/products/m20602/76125.png/jcr:content/renditions/cq5dam.web.1280.1280\,\media\:\(min-width: 848px)\,\type\:\image/png\}],\alt\:\Trader Joe's Papas Rellenas\,\srcOriginal\:\/content/dam/trjo/products/m20602/76125.png\},__typename:ImageWithMeta},sales_size:14,sales_uom_description:Oz,price_range:{minimum_price:{final_price:{currency:USD,value:4.99,__typename:Money},__typename:ProductPrice},__typename:PriceRange},fun_tags:[Dinner Hack,Fry It Up,In Lieu of Pizza],item_characteristics:null,__typename:SimpleProduct,dietaryTags:,product_variants:[]}"
"Meat lovers, rejoice-it's time to meet-za the pizza of your dreams! Made for us in Italy by one of our favorite 
pizza partners, Trader Joe's Spicy Meat Pizza starts like all good pizzas do: with high-quality dough. Our 
supplier leaves the dough to proof for a full 24 hours, then hand-stretches it into roughly 10-inch crusts. Each 
crust is then topped with an umami-rich tomato sauce (made with a bit of Balsamic vinegar to deepen its 
flavor), shredded mozzarella cheese, and a top-tier trio of tasty toppings: spicy smoked sausage, savory pork 
meatballs, and grilled red bell peppers. 

The Calabrian-recipe sausage is arguably the star of the show here. It eats a bit like an Italian chorizo and 
really brings chili-pepper heat; the meatballs add even more umami, and the grilled bell peppers lend some 
sweetness to this pleasantly balanced pie. All told, TJ's Spicy Meat Pizza is the kind of simple yet elegant 
pie you'd find at a charming Italian pizzeria¿ except you'll find this Pizza pie in the freezers, only at your 
neighborhood Trader Joe's. 

Spicy Meat Pizza",75249,,18.34 Oz,,Spicy Meat Pizza,5.99,,,https://www.traderjoes.com/content/dam/trjo/products/m20602/75249.png,,,,https://www.traderjoes.com/home/products/pdp/spicy-meat-pizza-075249,,,,,,,,"{item_title:Spicy Meat Pizza,category_hierarchy:[{id:2,name:Products,__typename:CategoryTree},{id:8,name:Food,__typename:CategoryTree},{id:95,name:From The Freezer,__typename:CategoryTree},{id:101,name:Entrées & Sides,__typename:CategoryTree}],primary_image:/content/dam/trjo/products/m20602/75249.png,primary_image_meta:{url:/content/dam/trjo/products/m20602/75249.png,metadata:{\src\:\/content/dam/trjo/products/m20602/75249.png/jcr:content/renditions/cq5dam.web.1280.1280\,\srcSet\:[{\src\:\/content/dam/trjo/products/m20602/75249.png/jcr:content/renditions/webp-640.webp\,\media\:\(max-width: 847px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20602/75249.png/jcr:content/renditions/webp-1280.webp\,\media\:\(min-width: 848px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20602/75249.png/jcr:content/renditions/cq5dam.web.640.640\,\media\:\(max-width: 847px)\,\type\:\image/png\},{\src\:\/content/dam/trjo/products/m20602/75249.png/jcr:content/renditions/cq5dam.web.1280.1280\,\media\:\(min-width: 848px)\,\type\:\image/png\}],\alt\:\Trader Joe's Spicy Meat Pizza\,\srcOriginal\:\/content/dam/trjo/products/m20602/75249.png\},__typename:ImageWithMeta},sales_size:18.34,sales_uom_description:Oz,price_range:{minimum_price:{final_price:{currency:USD,value:5.99,__typename:Money},__typename:ProductPrice},__typename:PriceRange},fun_tags:[Alfresco Dining,Crack a Beer,Dinner Hack,Game Night,Mouth On Fire],item_characteristics:null,__typename:SimpleProduct,dietaryTags:,product_variants:[]}"
"When we first introduced our Hold the Cone! Mini Ice Cream Cones back in 2011 [skus 95433 & 95434], they 
were an instant hit with our customers. Who could resist these adorably miniature and satisfyingly indulgent 
little Cones? Very few, it seemed. Very few. But at Trader Joe's, we are always interested in improving upon a good 
thing-so last year, our buyer set out to see if we could build a better cone, as it were. As it would turn out, we 
could. And we did.

Our new Hold the Cone! Mini Ice Cream Cones begin with a crispier, crunchier cone, lined with fine European-
sourced and U.S.-made chocolate; the chocolate is notably richer and more flavorful than in our previous 
incarnation. Next, these mini, chocolate-lined treasures are piped full of thick, creamy Chocolate ice cream. The 
Ice Cream our new vendor makes is so deliciously dense because it contains only around 50% overrun (that's ice 
cream lingo for the amount of air whipped into the ice cream to expand its volume), which is impressive when 
you consider that most ice cream used in frozen novelties contains around 90% overrun. Finally, the Cones are 
dipped-upside down, no less!-in more of that fine, fine chocolate. 

Snatch a Mini Cone (or three) out of the freezer whenever your sweet tooth calls-at under 100 calories each, they 
are easily worth the indulgence. If you're in the mood to share, serve these Mini Ice Cream Cones at parties-
they're perfect for a simple-but-highly-Instagram-able baby shower, birthday party, graduation banquet, etc. 
Plus, they're an incredible value. We've increased the overall weight of the product by a third (from 5.9 to 7.89 
ounces, to be exact), but we haven't increased the price-each box of 8 Mini Chocolate Ice Cream Cones is still 
just $2.99. You'll find them along with their Vanilla [sku 57185] counterparts in our freezers. 

05.22.
17",57186,,7.9 Oz,,Chocolate Hold the Cone! Mini Ice Cream Cones,3.99,,,https://www.traderjoes.com/content/dam/trjo/products/m20604/57186.png,,,,https://www.traderjoes.com/home/products/pdp/chocolate-hold-the-cone!-mini-ice-cream-cones-057186,,,,,,,,"{item_title:Chocolate Hold the Cone! Mini Ice Cream Cones,category_hierarchy:[{id:2,name:Products,__typename:CategoryTree},{id:8,name:Food,__typename:CategoryTree},{id:95,name:From The Freezer,__typename:CategoryTree},{id:107,name:Cool Desserts,__typename:CategoryTree}],primary_image:/content/dam/trjo/products/m20604/57186.png,primary_image_meta:{url:/content/dam/trjo/products/m20604/57186.png,metadata:{\src\:\/content/dam/trjo/products/m20604/57186.png/jcr:content/renditions/cq5dam.web.1280.1280\,\srcSet\:[{\src\:\/content/dam/trjo/products/m20604/57186.png/jcr:content/renditions/webp-640.webp\,\media\:\(max-width: 847px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20604/57186.png/jcr:content/renditions/webp-1280.webp\,\media\:\(min-width: 848px)\,\type\:\image/webp\},{\src\:\/content/dam/trjo/products/m20604/57186.png/jcr:content/renditions/cq5dam.web.640.640\,\media\:\(max-width: 847px)\,\type\:\image/png\},{\src\:\/content/dam/trjo/products/m20604/57186.png/jcr:content/renditions/cq5dam.web.1280.1280\,\media\:\(min-width: 848px)\,\type\:\image/png\}],\alt\:\Trader Joe's Mini Hold the Cone Chocolate\,\srcOriginal\:\/content/dam/trjo/products/m20604/57186.png\},__typename:ImageWithMeta},sales_size:7.9,sales_uom_description:Oz,price_range:{minimum_price:{final_price:{currency:USD,value:3.99,__typename:Money},__typename:ProductPrice},__typename:PriceRange},fun_tags:[Alfresco Dining,Family Style,Finger Food,Midday Snacks,Treat Yourself],item_characteristics:[Kosher],__typename:SimpleProduct,dietaryTags:,product_variants:[]}"
