description,name,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image,manufacturer_sku,ordering_unit,is_broken_case,content_url,brand,level_1,level_2,level_3,manufacturer_name,distributor_name,unit_price,extra_data
"The Valrhona unsweetened, Dutch cocoa powder has a very pure and intense cocoa taste, with a very warm red mahogany color. It mixes extremely well in drinks and for baking.",Dutch Process Cocoa Powder,GCV207,98 x 3 KG Case packaging,98 x 3 KG Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg,3.40E+12,,,https://www.chefswarehouse.com/products/GCV115/,VALRHONA,Bakery & Bread,Sweeteners,,VALRHONA,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Cocoa Powders"",""sub-category"":""Chocolate"",""sub-sub-category"":""Cocoa Powders"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 category"":""Bakery & Bread"",""Level 2 category"":""Sweeteners"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""},{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""}]}"
"The Valrhona unsweetened, Dutch cocoa powder has a very pure and intense cocoa taste, with a very warm red mahogany color. It mixes extremely well in drinks and for baking.",Dutch Process Cocoa Powder,GCV208,99 x 3 KG Case packaging,99 x 3 KG Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg,3.40E+12,,,https://www.chefswarehouse.com/products/GCV115/,VALRHONA,Bakery & Bread,Pastry Shells,,VALRHONA,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Cocoa Powders"",""sub-category"":""Chocolate"",""sub-sub-category"":""Cocoa Powders"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 category"":""Bakery & Bread"",""Level 2 category"":""Pastry Shells"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""},{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""}]}"
"The Valrhona unsweetened, Dutch cocoa powder has a very pure and intense cocoa taste, with a very warm red mahogany color. It mixes extremely well in drinks and for baking.",Dutch Process Cocoa Powder,GCV209,100 x 3 KG Case packaging,100 x 3 KG Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg,3.40E+12,,,https://www.chefswarehouse.com/products/GCV115/,VALRHONA,Bakery & Bread,Croissants,,VALRHONA,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Cocoa Powders"",""sub-category"":""Chocolate"",""sub-sub-category"":""Cocoa Powders"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 category"":""Bakery & Bread"",""Level 2 category"":""Croissants"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""},{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""}]}"
"The Valrhona unsweetened, Dutch cocoa powder has a very pure and intense cocoa taste, with a very warm red mahogany color. It mixes extremely well in drinks and for baking.",Dutch Process Cocoa Powder,GCV210,101 x 3 KG Case packaging,101 x 3 KG Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg,3.40E+12,,,https://www.chefswarehouse.com/products/GCV115/,VALRHONA,Bakery & Bread,Pastry Shells,,VALRHONA,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Cocoa Powders"",""sub-category"":""Chocolate"",""sub-sub-category"":""Cocoa Powders"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 category"":""Bakery & Bread"",""Level 2 category"":""Pastry Shells"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""},{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""}]}"
"The Valrhona unsweetened, Dutch cocoa powder has a very pure and intense cocoa taste, with a very warm red mahogany color. It mixes extremely well in drinks and for baking.",Dutch Process Cocoa Powder,GCV211,102 x 3 KG Case packaging,102 x 3 KG Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg,3.40E+12,,,https://www.chefswarehouse.com/products/GCV115/,VALRHONA,Bakery & Bread,Cheesecake,,VALRHONA,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Cocoa Powders"",""sub-category"":""Chocolate"",""sub-sub-category"":""Cocoa Powders"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 category"":""Bakery & Bread"",""Level 2 category"":""Cheesecake"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""},{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""}]}"
"The Valrhona unsweetened, Dutch cocoa powder has a very pure and intense cocoa taste, with a very warm red mahogany color. It mixes extremely well in drinks and for baking.",Dutch Process Cocoa Powder,GCV212,103 x 3 KG Case packaging,103 x 3 KG Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg,3.40E+12,,,https://www.chefswarehouse.com/products/GCV115/,VALRHONA,Bakery & Bread,Cheesecake,,VALRHONA,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Cocoa Powders"",""sub-category"":""Chocolate"",""sub-sub-category"":""Cocoa Powders"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 category"":""Bakery & Bread"",""Level 2 category"":""Cheesecake"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""},{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""}]}"
"The Valrhona unsweetened, Dutch cocoa powder has a very pure and intense cocoa taste, with a very warm red mahogany color. It mixes extremely well in drinks and for baking.",Dutch Process Cocoa Powder,GCV213,104 x 3 KG Case packaging,104 x 3 KG Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg,3.40E+12,,,https://www.chefswarehouse.com/products/GCV115/,VALRHONA,Bakery & Bread,Sweeteners,,VALRHONA,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Cocoa Powders"",""sub-category"":""Chocolate"",""sub-sub-category"":""Cocoa Powders"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 category"":""Bakery & Bread"",""Level 2 category"":""Sweeteners"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""},{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""}]}"
"The Valrhona unsweetened, Dutch cocoa powder has a very pure and intense cocoa taste, with a very warm red mahogany color. It mixes extremely well in drinks and for baking.",Dutch Process Cocoa Powder,GCV214,105 x 3 KG Case packaging,105 x 3 KG Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg,3.40E+12,,,https://www.chefswarehouse.com/products/GCV115/,VALRHONA,Bakery & Bread,Breakfast Breads & Pastries,,VALRHONA,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Cocoa Powders"",""sub-category"":""Chocolate"",""sub-sub-category"":""Cocoa Powders"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 category"":""Bakery & Bread"",""Level 2 category"":""Breakfast Breads & Pastries"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""},{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""}]}"
"The Valrhona unsweetened, Dutch cocoa powder has a very pure and intense cocoa taste, with a very warm red mahogany color. It mixes extremely well in drinks and for baking.",Dutch Process Cocoa Powder,GCV215,106 x 3 KG Case packaging,106 x 3 KG Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg,3.40E+12,,,https://www.chefswarehouse.com/products/GCV115/,VALRHONA,Bakery & Bread,Cheesecake,,VALRHONA,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Cocoa Powders"",""sub-category"":""Chocolate"",""sub-sub-category"":""Cocoa Powders"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 category"":""Bakery & Bread"",""Level 2 category"":""Cheesecake"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""},{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""}]}"
"The Valrhona unsweetened, Dutch cocoa powder has a very pure and intense cocoa taste, with a very warm red mahogany color. It mixes extremely well in drinks and for baking.",Dutch Process Cocoa Powder,GCV216,107 x 3 KG Case packaging,107 x 3 KG Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg,3.40E+12,,,https://www.chefswarehouse.com/products/GCV115/,VALRHONA,Bakery & Bread,Croissants,,VALRHONA,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Cocoa Powders"",""sub-category"":""Chocolate"",""sub-sub-category"":""Cocoa Powders"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 category"":""Bakery & Bread"",""Level 2 category"":""Croissants"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""},{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""}]}"
"The Valrhona unsweetened, Dutch cocoa powder has a very pure and intense cocoa taste, with a very warm red mahogany color. It mixes extremely well in drinks and for baking.",Dutch Process Cocoa Powder,GCV217,108 x 3 KG Case packaging,108 x 3 KG Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg,3.40E+12,,,https://www.chefswarehouse.com/products/GCV115/,VALRHONA,Bakery & Bread,Cookies & Brownies,,VALRHONA,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/cocoa-powders/gcv115_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Cocoa Powders"",""sub-category"":""Chocolate"",""sub-sub-category"":""Cocoa Powders"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 category"":""Bakery & Bread"",""Level 2 category"":""Cookies & Brownies"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""},{""code"":""JDE_GCV115-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6 x 3 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GCV115""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GCV115-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 3 KG Case""}}],""businessUnit"":""200001""}]}"
