description,name,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image,manufacturer_sku,ordering_unit,is_broken_case,content_url,brand,level_1,level_2,level_3,manufacturer_name,distributor_name,unit_price,extra_data
Natalie's Orange Juice,Orange Juice,10777542,,12 x 16 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/10777542_0.jpg,,,,https://www.chefswarehouse.com/products/10777542/,NATALIE'S ORCHID ISL,,,,NATALIES ORCHID,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/10777542_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Juices & Nectars"",""sub-category"":""Juices & Nectars"",""sub-sub-category"":"""",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Cocoa"",""product_variants"":[{""code"":""JDE_10777542-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12 x 16 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10777542""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10777542-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 16 Oz Case""}}],""businessUnit"":""200001""}]}"
"Ocean Spray White Cranberry Juice is a refreshing and flavorful drink made from the juice of white cranberries. These cranberries are unique because they are harvested at the peak of ripeness and contain fewer tannins than their traditional red counterparts, resulting in a milder and less acidic taste. The juice is also blended with other fruit juices and natural flavors to create a deliciously sweet and tangy beverage that can be enjoyed on its own or used as a mixer in cocktails and other drinks.",White Cranberry Juice,GJ204,,8 x 64 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/gj204_0.jpg,3120028127,,,https://www.chefswarehouse.com/products/GJ204/,OCEAN SPRAY,,,,OCEAN SPRAY,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/gj204_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Juices & Nectars"",""sub-category"":""Juices & Nectars"",""sub-sub-category"":"""",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Coffee"",""product_variants"":[{""code"":""JDE_GJ204-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""8 x 64 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GJ204""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GJ204-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""8 x 64 Oz Case""}}],""businessUnit"":""200001""}]}"
"POM carrot juice is a drink made from fresh carrots and pomegranate juice. It is a blend of sweet, tangy pomegranate juice and earthy, sweet carrot juice. This juice is an excellent source of antioxidants, vitamins, and minerals. It is known for its delicious flavor, unique blend, and numerous health benefits. It can be enjoyed on its own or used as a base for smoothies, cocktails, and other mixed drinks.",Organic Carrot Juice,928480,,6 x 32 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/928480_0.jpg,1.01E+13,,,https://www.chefswarehouse.com/products/928480/,BOLTHOUSE,,,,POM WONDERFUL,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/928480_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Organic"",""text"":""Organic"",""abbreviation"":""Organic""},""category"":""Juices & Nectars"",""sub-category"":""Juices & Nectars"",""sub-sub-category"":"""",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Dispensed Beverages"",""product_variants"":[{""code"":""JDE_928480-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6 x 32 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""928480""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_928480-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 32 Oz Case""}}],""businessUnit"":""200001""}]}"
"Key Lime Juice is a tart, acidic liquid that is made from the juice of the key lime fruit. Key limes are smaller and more tart than traditional limes, and are a staple ingredient in many culinary traditions, particularly in the Caribbean and South Florida. Key Lime Juice is used in a variety of dishes and drinks, including marinades, sauces, pies, and cocktails. Its tart flavor adds a bright and tangy touch to recipes, and its acidity makes it a great ingredient for balancing flavors and tenderizing meats.",Unsweetened Key Lime Juice,GD214,,12 x 32 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/gd214_0.jpg,6.58E+11,,,https://www.chefswarehouse.com/products/GD214/,MANHATTAN,,,,MANHATTAN,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/gd214_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Juices & Nectars"",""sub-category"":""Juices & Nectars"",""sub-sub-category"":"""",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Healthcare Beverages"",""product_variants"":[{""code"":""JDE_GD214-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12 x 32 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GD214""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GD214-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 32 Oz Case""}}],""businessUnit"":""200001""},{""code"":""JDE_GD214-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""12 x 32 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GD214""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GD214-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 32 Oz Case""}}],""businessUnit"":""200001""}]}"
Fresh Lemonade is a Juice product in the Beverage category.,Fresh Lemonade,918613,,4 x 1 Gal Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/918613_0.jpg,6.40E+11,,,https://www.chefswarehouse.com/products/918613/,PERRICONE,,,,UNITED JUICE,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/918613_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Juices & Nectars"",""sub-category"":""Juices & Nectars"",""sub-sub-category"":"""",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Juice"",""product_variants"":[{""code"":""JDE_918613-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""4 x 1 Gal Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""918613""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_918613-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""4 x 1 Gal Case""}}],""businessUnit"":""200001""},{""code"":""JDE_918613-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""4 x 1 Gal Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""918613""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_918613-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""4 x 1 Gal Case""}}],""businessUnit"":""200001""}]}"
Olive Juice is a Ready to Drink product in the Beverage category.,Olive Juice,920032,,12x12.07 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/mixers-/920032_0.jpg,76050140034,,,https://www.chefswarehouse.com/products/920032/,SPLASH,,,,TABLE JOY,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/mixers-/920032_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Juices & Nectars"",""sub-category"":""Juices & Nectars"",""sub-sub-category"":""Mixers"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Ready to Drink"",""product_variants"":[{""code"":""JDE_920032-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12x12.07 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""920032""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_920032-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12x12.07 Oz Case""}}],""businessUnit"":""200001""}]}"
"The perfect combination of taste and nutrition! Tropicana Pure Premium® Original is 100% pure orange juice, squeezed from fresh-picked oranges and never from concentrate.",Orange Juice,DM158,,6 x 64 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/dm158_0.jpg,48500005729,,,https://www.chefswarehouse.com/products/DM158/,TROPICANA,,,,PEPSICO INC,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/dm158_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Juices & Nectars"",""sub-category"":""Juices & Nectars"",""sub-sub-category"":"""",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Soft Drinks"",""product_variants"":[{""code"":""JDE_DM158-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6 x 64 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""DM158""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_DM158-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 64 Oz Case""}}],""businessUnit"":""200001""}]}"
LEMON JUICE REALEMON,Lemon Juice,80027,,8 x 48 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/80027_0.jpg,14800582444,,,https://www.chefswarehouse.com/products/80027/,REALEMON,,,,DR PEPPER SNAPPLE GROUP,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/80027_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Juices & Nectars"",""sub-category"":""Juices & Nectars"",""sub-sub-category"":"""",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Sports Drinks"",""product_variants"":[{""code"":""JDE_80027-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""8 x 48 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""80027""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_80027-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""8 x 48 Oz Case""}}],""businessUnit"":""200001""}]}"
Sunraysia Pineapple Five Star is just 100% sweet tropical pineapple juice squeezed directly into the bottle. It took us twelve months to find the perfect pineapple variety and finally selected the ‘king of fruits’ – Maui Gold Pineapple. Maui Gold Pineapples are renowned for their extra sweet flavour and low acidity.,Pineapple Juice,10117384,,12x250 ML Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/10117384_0.jpg,1.93E+13,,,https://www.chefswarehouse.com/products/10117384/,SUNRAYSIA FIVE STAR,,,,SUNRAYSIA,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/10117384_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Juices & Nectars"",""sub-category"":""Juices & Nectars"",""sub-sub-category"":"""",""supplier_name"":"""",""country_of_origin"":""Australia"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Syrups"",""product_variants"":[{""code"":""JDE_10117384-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12x250 ML Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10117384""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10117384-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12x250 ML Case""}}],""businessUnit"":""200001""}]}"
Natalie's Natural Lemonade,Natalie's Natural Lemonade,10777614,,6x16 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/10777614_0.jpg,,,,https://www.chefswarehouse.com/products/10777614/,NATALIE'S ORCHID ISL,,,,NATALIES ORCHID,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/10777614_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Juices & Nectars"",""sub-category"":""Juices & Nectars"",""sub-sub-category"":"""",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Tea"",""product_variants"":[{""code"":""JDE_10777614-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6x16 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10777614""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10777614-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6x16 Oz Case""}}],""businessUnit"":""200001""}]}"
"Sunraysia Five Star is made of a blend of Australian apples including Pink Lady, Red Delicious and Royal Gala.",Apple Juice,10117341,,12x250 ML Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/10117341_0.jpg,1.93E+13,,,https://www.chefswarehouse.com/products/10117341/,SUNRAYSIA FIVE STAR,,,,SUNRAYSIA,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/10117341_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Juices & Nectars"",""sub-category"":""Juices & Nectars"",""sub-sub-category"":"""",""supplier_name"":"""",""country_of_origin"":""Australia"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Water"",""product_variants"":[{""code"":""JDE_10117341-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12x250 ML Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10117341""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10117341-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12x250 ML Case""}}],""businessUnit"":""200001""}]}"
Orange Juice Past 8 oz is a Cocoa product in the Beverage category.,Orange Juice Past 8 oz,40570,,25x8 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/40570_0.jpg,,,,https://www.chefswarehouse.com/products/40570/,NATALIE'S ORCHID ISL,,,,,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/40570_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Juices & Nectars"",""sub-category"":""Juices & Nectars"",""sub-sub-category"":"""",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Cocoa"",""product_variants"":[{""code"":""JDE_40570-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""25x8 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""40570""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_40570-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""25x8 Oz Case""}}],""businessUnit"":""200001""}]}"
"Peach nectar is a sweet and refreshing beverage that is made from the juice of ripe, juicy peaches. It is a popular fruit nectar and is often used as a natural sweetener and flavoring in a variety of recipes. This nectar has a smooth and velvety texture, with a rich and fruity flavor that is both sweet and tangy. It is a natural source of vitamins, minerals, and antioxidants, and is often used as a healthy alternative to sugary drinks.",Peach Nectar,10482761,,12 x 33.8 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/10482761_0.jpg,,,,https://www.chefswarehouse.com/products/10482761/,KERNS,,,,KERNS,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/10482761_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Juices & Nectars"",""sub-category"":""Juices & Nectars"",""sub-sub-category"":"""",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Coffee"",""product_variants"":[{""code"":""JDE_10482761-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12 x 33.8 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10482761""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10482761-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 33.8 Oz Case""}}],""businessUnit"":""200001""}]}"
Apple Juice is a Dispensed Beverages product in the Beverage category.,Apple Juice,A911447,,12 x 32 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/a911447_0.jpg,1480000032,,,https://www.chefswarehouse.com/products/A911447/,MOTTS,,,,MOTT'S,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/a911447_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Juices & Nectars"",""sub-category"":""Juices & Nectars"",""sub-sub-category"":"""",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Dispensed Beverages"",""product_variants"":[{""code"":""JDE_A911447-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12 x 32 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""A911447""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_A911447-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 32 Oz Case""}}],""businessUnit"":""200001""}]}"
"Every bottle of Sunraysia Mango Five Star contains one whole Mango. We only use the finest Kensington Pride Mangoes native to Tropical North Queensland in Australia, the most popular mango variety in Australia.",Mango Juice,10117368,,12 x 250 mL Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/10117368_0.jpg,1.93E+13,,,https://www.chefswarehouse.com/products/10117368/,SUNRAYSIA FIVE STAR,,,,SUNRAYSIA,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/10117368_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Juices & Nectars"",""sub-category"":""Juices & Nectars"",""sub-sub-category"":"""",""supplier_name"":"""",""country_of_origin"":""Australia"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Healthcare Beverages"",""product_variants"":[{""code"":""JDE_10117368-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12 x 250 mL Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10117368""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10117368-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 250 mL Case""}}],""businessUnit"":""200001""}]}"
CRANBERRY JC FRUIT MIXER OSPRY,Cranberry Juice Fruit Mixer,GJ290,,12 x 32 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/gj290_0.jpg,3120025900,,,https://www.chefswarehouse.com/products/GJ290/,OCEAN SPRAY,,,,OCEAN SPRAY,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/gj290_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Juices & Nectars"",""sub-category"":""Juices & Nectars"",""sub-sub-category"":"""",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Juice"",""product_variants"":[{""code"":""JDE_GJ290-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12 x 32 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GJ290""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GJ290-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 32 Oz Case""}}],""businessUnit"":""200001""}]}"
APPLE JUICE,Apple Juice,GJ196,,24x10 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/gj196_0.jpg,41244000098,,,https://www.chefswarehouse.com/products/GJ196/,MARTINELLI'S,,,,MARTINELLI,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/juices-nectars/gj196_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Juices & Nectars"",""sub-category"":""Juices & Nectars"",""sub-sub-category"":"""",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Ready to Drink"",""product_variants"":[{""code"":""JDE_GJ196-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""24x10 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GJ196""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GJ196-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""24x10 Oz Case""}}],""businessUnit"":""200001""}]}"
