description,name,sku,pack,size,gtin,name,retail_price,is_catch_weight,average_case_weight,image,manufacturer_sku,ordering_unit,is_broken_case,content_url,brand,level_1,level_2,level_3,manufacturer_name,distributor_name,unit_price,extra_data
"BY CRAFTING GRAND CRUÂ® IN AUTHENTIC COPPER VATS WITH THE FINEST WISCONSIN MILK, WE'VE CREATED AN ORIGINAL ALPINE-STYLE CHEESE UNMATCHED IN AMERICA. CAREFUL CRAFTING BRINGS OUT LIGHT FLORAL NOTES, NUTTY UNDERTONES, A HINT OF FRUITINESS AND A MELLOW FINISH",Shredded Gruyere Cheese,928323,,4x5 LB BC,,Shredded Gruyere Cheese,,,,https://www.chefswarehouse.com/siteassets/pim-images/swiss-alpine-style-/928323_0.jpg,1.07E+13,,,https://www.chefswarehouse.com/products/928323/,EMMI ROTH,,,,EMMI ROTH,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/swiss-alpine-style-/928323_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Loaves, Slices, & Shreds"",""sub-category"":""Loaves, Slices, & Shreds"",""sub-sub-category"":""Swiss & Alpine Style"",""supplier_name"":"""",""country_of_origin"":""United States"",""product_variants"":[{""code"":""JDE_928323-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""4x5 LB BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""928323""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_928323-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""4x5 LB BC""}}],""businessUnit"":""200001""},{""code"":""JDE_928323-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""4x5 LB BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""928323""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_928323-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""4x5 LB BC""}}],""businessUnit"":""200001""}]}"
"Matured, gouda-style cheese produced in the Netherlands by Cypress Groves, this cheese is made from pasteurized goat's milk and aged for six or more months to produce a dense and smooth ivory-colored paste that develops a slightly granular mouth feel as it matures off to the 12-month stage. Flavors are of lovely brown butter with intense caramel undertones. The cheese has won Gold award at World Cheese Awards 2014, Best in Class, World Championship Cheese Contest, 2010 and Best New Product in Show, NASFT Sofi Awards, 2002.",Midnight Moon Gouda Goat Cheese Wheel,NWC4354,,1x9 LB Case,,Midnight Moon Gouda Goat Cheese Wheel,,,,https://www.chefswarehouse.com/siteassets/pim-images/gouda-/nwc4354_0.jpg,39496401308,,,https://www.chefswarehouse.com/products/NWC4354/,CYPRESS GROVE,,,,CYPRESS GROVE CHEESE,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/gouda-/nwc4354_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Goat Cheese"",""sub-category"":""Goat Cheese"",""sub-sub-category"":""Gouda"",""supplier_name"":"""",""country_of_origin"":""United States"",""product_variants"":[{""code"":""JDE_NWC4354-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""1x9 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""NWC4354""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_NWC4354-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""1x9 LB Case""}}],""businessUnit"":""200001""}]}"
"Queso Fresco, a traditional Mexican cheese that is perfect for adding a creamy and slightly tangy flavor to your dishes. This exquisite cheese is made from pasteurized cow's milk, and is popular in many Latin American dishes. Queso Fresco has a crumbly and slightly moist texture, with a milky and tangy flavor that perfectly balances out the richness of your favorite dishes. It has a mild flavor that makes it perfect for pairing with a variety of other ingredients. This cheese is versatile and can be used in a variety of ways. It is perfect for adding to tacos, enchiladas, salads, or for using in creative dishes like queso fresco-stuffed peppers, or queso fresco-topped pizza.",Queso Fresco Cheese,CQ102,,4 x 5 LB Case,,Queso Fresco Cheese,,,,https://www.chefswarehouse.com/siteassets/pim-images/fresh-cheese/cq102_0.jpg,21724602318,,,https://www.chefswarehouse.com/products/CQ102/,VV SUPREMO,,,,V & V SUPREMO,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/fresh-cheese/cq102_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Hispanic Cheeses"",""sub-category"":""Hispanic Cheeses"",""sub-sub-category"":""Fresh Cheese"",""supplier_name"":"""",""country_of_origin"":""PEND"",""product_variants"":[{""code"":""JDE_CQ102-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""4 x 5 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""CQ102""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_CQ102-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""4 x 5 LB Case""}}],""businessUnit"":""200001""},{""code"":""JDE_CQ102-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""4 x 5 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""CQ102""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_CQ102-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""4 x 5 LB Case""}}],""businessUnit"":""200001""}]}"
"Stracciatella cheese is a soft and creamy Italian cheese that is made from a combination of shredded mozzarella and cream. The cheese has a delicate and tangy flavor, with a smooth and creamy texture that is perfect for spreading or spooning onto bread or crackers. Stracciatella cheese is traditionally made by hand, and is created by shredding fresh mozzarella into small pieces and mixing it with fresh cream. The resulting cheese has a lumpy and stringy texture, with a rich and creamy flavor that is perfect for use in a variety of dishes.",Stracciatella Cheese,10364262N,,6x1 LB BC,,Stracciatella Cheese,,,,https://www.chefswarehouse.com/siteassets/pim-images/mozzarella-burrata-/10364262n_0.jpg,,,,https://www.chefswarehouse.com/products/10364262N/,BELGIOIOSO,,,,"BELGIOIOSO CHEESE, INC.",Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/mozzarella-burrata-/10364262n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Mozzarella & Burrata"",""sub-category"":""Cheese"",""sub-sub-category"":""Mozzarella & Burrata"",""supplier_name"":"""",""country_of_origin"":""PEND"",""product_variants"":[{""code"":""JDE_10364262N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6x1 LB BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10364262N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10364262N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6x1 LB BC""}}],""businessUnit"":""200001""},{""code"":""JDE_10364262N-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6x1 LB BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10364262N""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10364262N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6x1 LB BC""}}],""businessUnit"":""200001""}]}"
"Beemster Classic Gouda, aged 18 months, is considered the classic, Gouda throughout Holland. This traditional, authentic cheese is PDO North Holland Gouda.  The complex flavors develop as the cheese ages, naturally and slowly, on wooden planks, hand-polished and hand-turned by our master cheesemakers. Classic has a firm, yet creamy, texture dotted with crystallization throughout, a deep ochre interior and notes of toasted walnuts, caramel and a brown-butter finish. Perfection! World Cheese Awards SUPER GOLD winner.",18 Month Classic Gouda Cheese,VN230900,,6 LB Piece,,18 Month Classic Gouda Cheese,,,,https://www.chefswarehouse.com/siteassets/pim-images/gouda-/vn230900_0.jpg,8.71E+12,,,https://www.chefswarehouse.com/products/VN230900/,BEEMSTER,,,,THE ATALANTA CORPORATION INC,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/gouda-/vn230900_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Gouda"",""sub-category"":""Cheese"",""sub-sub-category"":""Gouda"",""supplier_name"":"""",""country_of_origin"":""PEND"",""product_variants"":[{""code"":""JDE_VN230900-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6 LB Piece"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""VN230900""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_VN230900-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""PC""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 LB Piece""}}],""businessUnit"":""200001""}]}"
"Pecorino Boschetto, made by Il Forteto in Tuscany, Italy, is a semi-firm cheese made from pasteurized sheep's milk. This cheese is loaded with shavings of white truffles; the aroma is heady and truffles permeate the flavor of the cheese.",Truffle Pecorino Sheeps Milk Cheese,C205,,1.3 LB Piece,,Truffle Pecorino Sheeps Milk Cheese,,,,https://www.chefswarehouse.com/siteassets/pim-images/italian-style-cheeses-/c205_0.jpg,71270354605,,,https://www.chefswarehouse.com/products/C205/,IL FORTETO,,,,COOPERATIVA AGRICOLA IL FORTETO,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/italian-style-cheeses-/c205_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Italian Style Cheeses"",""sub-category"":""Cheese"",""sub-sub-category"":""Italian Style Cheeses"",""supplier_name"":"""",""country_of_origin"":""PEND"",""product_variants"":[{""code"":""JDE_C205-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""1.3 LB Piece"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""C205""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_C205-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""PC""}},{""field"":""product.packSize"",""prefill"":{""value"":""1.3 LB Piece""}}],""businessUnit"":""200001""}]}"
"Sliced yellow cheddar cheese is a delicious and versatile cheese that is perfect for a variety of dishes. Made from high-quality cheddar cheese, this sliced cheese has a smooth texture and a rich, tangy flavor that pairs well with a variety of foods. Each slice is carefully cut to the perfect thickness, making it easy to add to sandwiches, burgers, and other dishes. It can also be used as a tasty topping for crackers or as a snack on its own.",Sliced Yellow Cheddar Cheese,921040,,8 x 1.5 LB Case,,Sliced Yellow Cheddar Cheese,,,,"https://www.chefswarehouse.com/siteassets/pim-images/loaves,-slices,-shreds-/921040_0.jpg",8.11E+11,,,https://www.chefswarehouse.com/products/921040/,PACKER,,,,RUMIANO CHEESE,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/loaves,-slices,-shreds-/921040_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Cheddar"",""sub-category"":""Cheddar"",""sub-sub-category"":""Loaves, Slices, & Shreds"",""supplier_name"":"""",""country_of_origin"":""PEND"",""product_variants"":[{""code"":""JDE_921040-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""8 x 1.5 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""921040""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_921040-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""8 x 1.5 LB Case""}}],""businessUnit"":""200001""}]}"
"Manchego is a DOP cheese; it can be made only from the milk of the Manchega sheep that graze in the provinces of Albacete, Ciudad Real, Cuenca, and Toledo, all of which form the region of Castilla La Mancha. We have proudly sourced this Manchego for over 20 years from Quesos Corcuera, and their company spans three generations of the Corcuera family. They are based in the countryside of Toledo and are dedicated to making the best cheese possible, always producing from same day milk. Like all of their cheeses, from young to reserve, the standout characteristic of this cheese is the wonderful, well-rounded flavor of the sheep’s milk.",6-Month Manchego Cheese,2SP01,,2 x 7 LB Case,,6-Month Manchego Cheese,,,,https://www.chefswarehouse.com/siteassets/pim-images/hispanic-cheeses-/2sp01_0.jpg,,,,https://www.chefswarehouse.com/products/2SP01/,EL TRIGAL,,,,EL TRIGAL,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/hispanic-cheeses-/2sp01_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Hispanic Cheeses"",""sub-category"":""Cheese"",""sub-sub-category"":""Hispanic Cheeses"",""supplier_name"":"""",""country_of_origin"":""PEND"",""product_variants"":[{""code"":""JDE_2SP01-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""2 x 7 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""2SP01""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_2SP01-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 x 7 LB Case""}}],""businessUnit"":""200001""},{""code"":""JDE_2SP01-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""2 x 7 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""2SP01""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_2SP01-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 x 7 LB Case""}}],""businessUnit"":""200001""}]}"
"This award-winning 26 Month XO Gouda Cheese is an authentic taste of the Netherlands long cheesemaking history. This cheese boasts strong notes of warm flavors like whiskey and butterscotch as well as sweet nuts like pecan. Aging for over two years in an a century-old warehouse allows for a crumbly yet luxuriously creamy texture that is enriched by crispy crystals. This cheese pairs beautifully with sweet flavors like honey and fig for a stunning addition to any cheese board. Each step of the production process is endowed with a human touch, from cows never treated with artificial hormones to hand-stirred curds. Beemster's production is located in Northern Holland, a region famous for its rich milk and fertile grazing land.",26 Month XO Gouda Cheese,C218,,1x6 LB Piece,,26 Month XO Gouda Cheese,,,,https://www.chefswarehouse.com/siteassets/pim-images/gouda-/c218_0.jpg,8.71E+12,,,https://www.chefswarehouse.com/products/C218/,BEEMSTER,,,,THE ATALANTA CORPORATION INC,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/gouda-/c218_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Gouda"",""sub-category"":""Cheese"",""sub-sub-category"":""Gouda"",""supplier_name"":"""",""country_of_origin"":""PEND"",""product_variants"":[{""code"":""JDE_C218-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""1x6 LB Piece"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""C218""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_C218-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""PC""}},{""field"":""product.packSize"",""prefill"":{""value"":""1x6 LB Piece""}}],""businessUnit"":""200001""}]}"
"Its holes may be distinct, but it's the flavor — mild with hints of sweetness and nuttiness — of Laubscher Sandwich-Cut Swiss Cheese that makes it. A juicy Reuben topped with this high-quality cheese is sure to please.",Sandwich Cut Domestic Swiss Loaf,CS128,,1x8 LB PC (6 PER Case),,Sandwich Cut Domestic Swiss Loaf,,,,https://www.chefswarehouse.com/siteassets/pim-images/swiss-alpine-style-/cs128_0.jpg,2.00E+11,,,https://www.chefswarehouse.com/products/CS128/,LAUBSCHER,,,,LAUBSCHER CHEESE CO INC,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/swiss-alpine-style-/cs128_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Loaves, Slices, & Shreds"",""sub-category"":""Loaves, Slices, & Shreds"",""sub-sub-category"":""Swiss & Alpine Style"",""supplier_name"":"""",""country_of_origin"":""United States"",""product_variants"":[{""code"":""JDE_CS128-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""1x8 LB PC (6 PER Case)"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""CS128""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_CS128-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""PC""}},{""field"":""product.packSize"",""prefill"":{""value"":""1x8 LB PC (6 PER Case)""}}],""businessUnit"":""200001""}]}"
"Shredded parmesan cheese is a popular Italian-style cheese that's perfect for adding a rich and savory flavor to a wide range of dishes. This cheese is made from cow's milk and has a hard, crumbly texture that's perfect for grating or shredding. Shredded parmesan cheese has a nutty and slightly salty flavor, which makes it a popular ingredient in many Italian dishes, including pasta dishes, salads, and pizzas. It's also a great addition to soups, stews, and casseroles, as well as a variety of other recipes.",Shredded Parmesan Cheese,CP157,,4 x 5 LB Case,,Shredded Parmesan Cheese,,,,"https://www.chefswarehouse.com/siteassets/pim-images/loaves,-slices,-shreds-/cp157_0.jpg",31142359251,,,https://www.chefswarehouse.com/products/CP157/,BELGIOIOSO,,,,BEGIOIOSO CHEESE,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/loaves,-slices,-shreds-/cp157_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Italian Style Cheeses"",""sub-category"":""Italian Style Cheeses"",""sub-sub-category"":""Loaves, Slices, & Shreds"",""supplier_name"":"""",""country_of_origin"":""PEND"",""product_variants"":[{""code"":""JDE_CP157-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""4 x 5 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""CP157""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_CP157-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""4 x 5 LB Case""}}],""businessUnit"":""200001""},{""code"":""JDE_CP157-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""4 x 5 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""CP157""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_CP157-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""4 x 5 LB Case""}}],""businessUnit"":""200001""}]}"
"Aged at least 4 months, Roth Gran Cru Original Cheese delivers light floral notes and a mellow finish to provide plenty of versatility. This Alpine-style cheese pairs well with fresh apples or melted on a turkey panini. Made in Wisconsin.",King-Cut Gruyere Cheese,CG140A,,2 x 7 LB Case,,King-Cut Gruyere Cheese,,,,https://www.chefswarehouse.com/siteassets/pim-images/swiss-alpine-style-/cg140a_0.jpg,73654702461,,,https://www.chefswarehouse.com/products/CG140A/,EMMI ROTH,,,,"EMMI ROTH USA, INC.",Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/swiss-alpine-style-/cg140a_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Swiss & Alpine Style"",""sub-category"":""Cheese"",""sub-sub-category"":""Swiss & Alpine Style"",""supplier_name"":"""",""country_of_origin"":""United States"",""product_variants"":[{""code"":""JDE_CG140A-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""2 x 7 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""CG140A""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_CG140A-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 x 7 LB Case""}}],""businessUnit"":""200001""},{""code"":""JDE_CG140A-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""2 x 7 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""CG140A""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_CG140A-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 x 7 LB Case""}}],""businessUnit"":""200001""}]}"
"1 kilogram logs in a plastic perforated container. White mold rind with a fluffy interior with a creamline just under the rind. As the cheese ages, the interior paste becomes firmer and the creamline becomes larger and more pronounced.",Cana De Cabra Goat Cheese Log,56304,,4 x 1 KG Case,,Cana De Cabra Goat Cheese Log,,,,https://www.chefswarehouse.com/siteassets/pim-images/goat-cheese-/56304_0.jpg,8.41E+12,,,https://www.chefswarehouse.com/products/56304/,MITICA,,,,MURCIA,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/goat-cheese-/56304_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Goat Cheese"",""sub-category"":""Cheese"",""sub-sub-category"":""Goat Cheese"",""supplier_name"":"""",""country_of_origin"":""PEND"",""product_variants"":[{""code"":""JDE_56304-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""4 x 1 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""56304""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_56304-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""4 x 1 KG Case""}}],""businessUnit"":""200001""},{""code"":""JDE_56304-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""4 x 1 KG Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""56304""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_56304-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""4 x 1 KG Case""}}],""businessUnit"":""200001""}]}"
